#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::04 - N2 Grammar::Recognition
#
彼を放っておくわけにはいかない。	かれをほっておくわけにはいかない。	I cannot leave him alone.	わけにはいかない (cannot be left)	V + わけにはいかない	Formal impossibility	Cannot leave X in that state	ないではいられない: obligation	[sound:5e667d550fa5.mp3]	module:04-n2 jlpt:n2 point:formal-stiff point:iru-eru-stiff
ここで諦めるわけにはいかない。	ここであきらめるわけにはいかない。	I cannot give up here.	わけにはいかない	V + わけにはいかない	Formal impossibility	Cannot abandon at this point	ないではいられない: obligation	[sound:beaf5db3f626.mp3]	module:04-n2 jlpt:n2 point:formal-stiff point:iru-eru-stiff
うーん、約束を破るわけにはいかない。	うーん、やくそくをやぶるわけにはいかない。	I cannot break a promise.	わけにはいかない	V + わけにはいかない	Formal impossibility	Cannot break commitment	ないではいられない: obligation	[sound:0fb4c43468a0.mp3]	module:04-n2 jlpt:n2 point:formal-stiff point:iru-eru-stiff
家族を見捨てるわけにはいかない。	かぞくをみすてるわけにはいかない。	I cannot abandon my family.	わけにはいかない	V + わけにはいかない	Formal impossibility	Cannot abandon loved ones	ないではいられない: obligation	[sound:8f1d31375b8a.mp3]	module:04-n2 jlpt:n2 point:formal-stiff point:iru-eru-stiff
責任を果たさないわけにはいかない。	せきにんをはたさないわけにはいかない。	I must fulfill my responsibility.	わけにはいかない	V + わけにはいかない	Formal obligation	Must fulfill duty	ないではいられない: obligation	[sound:48f8f9690bbd.mp3]	module:04-n2 jlpt:n2 point:formal-stiff point:iru-eru-stiff
悔しさを隠さないではいられない。	くやしさをかくさないではいられない。	I cannot help but show my frustration.	ないではいられない (cannot help but)	V neg + ないではいられない	Formal compulsion	Cannot suppress emotion X	ずにはおかない: compulsion	[sound:1349acb3855e.mp3]	module:04-n2 jlpt:n2 point:formal-stiff point:iru-eru-stiff
笑わないではいられない。	わらわないではいられない。	I cannot help but laugh.	ないではいられない	V neg + ないではいられない	Formal involuntary action	Must laugh despite trying not to	ずにはおかない: compulsion	[sound:d2b8d5b2b2ab.mp3]	module:04-n2 jlpt:n2 point:formal-stiff point:iru-eru-stiff
涙が出ないではいられない状況だ。	なみだがでないではいられないじょうきょうだ。	It's a situation where tears cannot be suppressed.	ないではいられない	V neg + ないではいられない	Formal inability to suppress	Tears flow involuntarily	ずにはおかない: compulsion	[sound:573542f6113d.mp3]	module:04-n2 jlpt:n2 point:formal-stiff point:iru-eru-stiff
感動を伝えないではいられない。	かんどうをつたえないではいられない。	I cannot help but convey my emotion.	ないではいられない	V neg + ないではいられない	Formal compulsion	Must share emotion	ずにはおかない: compulsion	[sound:c37fc0bc012f.mp3]	module:04-n2 jlpt:n2 point:formal-stiff point:iru-eru-stiff
この真実を知らないではいられない。	このしんじつをしらないではいられない。	One cannot remain ignorant of this truth.	ないではいられない	V neg + ないではいられない	Formal necessity of knowledge	Must know this fact	ずにはおかない: compulsion	[sound:1d78cb70a791.mp3]	module:04-n2 jlpt:n2 point:formal-stiff point:iru-eru-stiff
詭弁を弄するのを憚らない態度だ。	きべんをろうするのをはばからないたいどだ。	An attitude that does not hesitate to use sophistry.	てはばからない (does not hesitate to)	V stem + てはばからない	Formal lack of hesitation	Does not scruple to do X	ずにはおかない: compulsion	[sound:57399d043b5d.mp3]	module:04-n2 jlpt:n2 point:formal-stiff point:iru-eru-stiff
困難に立ち向かうのを厭わない。	こんなんにたちむかうのをいとわない。	He does not shrink from facing difficulties.	てはばからない	V stem + てはばからない	Formal willingness	Does not hesitate to face X	ずにはおかない: compulsion	[sound:a3948a1d0b4a.mp3]	module:04-n2 jlpt:n2 point:formal-stiff point:iru-eru-stiff
