#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::04 - N2 Grammar::Recognition
#
彼の努力だからこそ、成功した。		からこそ emphasizes the exclusive reason; だけに is less formal	contrast-derived	努力	からこそ emphasizes the exclusive reason; だけに is less formal	からこそ = precisely because of X	努力 vs それだけに	[sound:0dd7499fc043.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:それだけに frequency:top10k source:shin-kanzen
その努力からこそ、彼は成功した。		Both possible but からこそ is more emphatic about X being the sole cause	contrast-derived	からこそ	Both possible but からこそ is more emphatic about X being the sole cause	からこそ is more emphatic	からこそ vs だけに	[sound:efb8fbc82a30.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:だけに frequency:top10k source:shin-kanzen
才能があるからこそ成功した。		からこそ naturally takes plain verb; だけに is alternative	contrast-derived	成功した	からこそ naturally takes plain verb; だけに is alternative	からこそ naturally precedes V	成功した vs だけ成功した	[sound:fbbb8b97712c.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:だけ成功した frequency:top10k source:shin-kanzen
経験からこそ、判断ができた。		からこそ = reason; ばかりでなく = not only X but also Y	contrast-derived	からこそ	からこそ = reason; ばかりでなく = not only X but also Y	Use からこそ for singular cause	からこそ vs ばかりでなく	[sound:d21432d1be53.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:intro confusable-with:ばかりでなく frequency:top10k source:shin-kanzen
失敗からこそ、学んだ。		からこそ = because of X; からといって = even if X	contrast-derived	からこそ	からこそ = because of X; からといって = even if X	からこそ expresses result from cause	からこそ vs からといって	[sound:a605047da5a2.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:intro confusable-with:からといって frequency:top10k source:shin-kanzen
長い努力のあげく、夢が実現した。		Both mean after long process; あげく slightly more colloquial	contrast-derived	あげく	Both mean after long process; あげく slightly more colloquial	Both acceptable; slightly different nuance	あげく vs すえに	[sound:363a99f95244.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:すえに frequency:top10k source:shin-kanzen
多くの失敗のあげく、成功した。		Both work; あげく emphasizes negative process; すえに more neutral	contrast-derived	あげく	Both work; あげく emphasizes negative process; すえに more neutral	あげく: emphasizes struggle	すえに vs あげく	[sound:fcbf872f9e54.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:すえに frequency:top10k source:shin-kanzen
年月の果てにすえに、真実が明かされた。		すえに emphasizes temporal passing; 結果 is more causal	contrast-derived	すえに	すえに emphasizes temporal passing; 結果 is more causal	すえに = at end of time passage	すえに vs 結果として	[sound:2a15d9aba092.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:結果として frequency:low source:shin-kanzen
彼女との交渉のあげく/すえに、合意に達した。		あげく emphasizes difficulty; すえに is more neutral	contrast-derived	あげく/すえに	あげく emphasizes difficulty; すえに is more neutral	Choose based on difficulty level	末に vs あげくの果てに	[sound:8abec6bb5302.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard frequency:low source:shin-kanzen
試行錯誤のあげく、解決法が見つかった。		あげく = after struggle; うえに = on top of X	contrast-derived	あげく	あげく = after struggle; うえに = on top of X	あげく = after hardship	あげく vs うえに	[sound:55257bedcf07.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:うえに frequency:low source:shin-kanzen
有名であるばかりか、有能でもある。		ばかりか adds more; どころか negates	contrast-derived	有能	ばかりか adds more; どころか negates	ばかりか = not only X but Y	有能 vs 有能ではない	[sound:a533f99e548d.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:有能ではない frequency:top1k source:shin-kanzen
上手なことはおろか、どころか下手だ。		どころか negates; ばかりか adds	contrast-derived	どころか下手だ	どころか negates; ばかりか adds	どころか = far from	どころか下手だ vs ばかりか下手だ	[sound:3cced5866850.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:ばかりか下手だ frequency:top1k source:shin-kanzen
仕事ばかりか、趣味も充実している。		ばかりか adds another positive; どころか contradicts	contrast-derived	趣味	ばかりか adds another positive; どころか contradicts	ばかりか = not only X	趣味 vs 遊び	[sound:8d572fe1f785.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:遊び frequency:low source:shin-kanzen
成功どころか、失敗した。		どころか = far from; ばかりか = not only	contrast-derived	失敗した	どころか = far from; ばかりか = not only	どころか negates expectation	失敗した vs ばかりか成功した	[sound:8ed13d8f07ab.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:intro confusable-with:ばかりか成功した frequency:top10k source:shin-kanzen
解決どころではなく、問題が増えた。		どころではない = can't X; ばかりでなく = not only	contrast-derived	問題が増えた	どころではない = can't X; ばかりでなく = not only	どころではない negates ability	問題が増えた vs ばかりでなく増えた	[sound:7de23acc8203.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:ばかりでなく増えた frequency:top10k source:shin-kanzen
責任があるからこそ、頑張れる。		からこそ = because of; ばかりか = not only X but also	contrast-derived	頑張れる	からこそ = because of; ばかりか = not only X but also	からこそ shows causation	頑張れる vs 頑張れるばかりか	[sound:e9b434ed936b.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:頑張れるばかりか frequency:top10k source:shin-kanzen
長期の努力のあげく、目標達成した。		あげく = after struggle; ばかりでなく = not only X but Y	contrast-derived	あげく	あげく = after struggle; ばかりでなく = not only X but Y	あげく = temporal result	あげく vs ばかりでなく	[sound:9c5cf0cebeb1.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:ばかりでなく frequency:low source:shin-kanzen
知識があるからといって、成功は保証されない。		からといって = even if; ばかりでなく = not only	contrast-derived	成功は保証されない	からといって = even if; ばかりでなく = not only	からといって negates assumption	成功は保証されない vs ばかりでなく失敗する	[sound:3e48bfa6017b.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:ばかりでなく失敗する frequency:top10k source:shin-kanzen
若いわりに、成熟している。		わりに = despite; ばかりか = not only X but also	contrast-derived	成熟している	わりに = despite; ばかりか = not only X but also	わりに = proportion/contrast	成熟している vs ばかりか成熟している	[sound:de3215956ac0.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:intro confusable-with:ばかりか成熟している frequency:top1k source:shin-kanzen
助けどころか、邪魔した。		どころか = far from; ばかりか = not only X but also	contrast-derived	邪魔した	どころか = far from; ばかりか = not only X but also	どころか negates help	邪魔した vs ばかりか邪魔した	[sound:a735388c6b1a.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:intro confusable-with:ばかりか邪魔した frequency:low source:shin-kanzen
成長とともに、責任も増す。		とともに = with/along with; ばかりか = not only	contrast-derived	責任も増す	とともに = with/along with; ばかりか = not only	とともに = simultaneous	責任も増す vs ばかりか責任も増す	[sound:b406356e2a51.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:intro confusable-with:ばかりか責任も増す frequency:top10k source:shin-kanzen
時間が経つにつれ、状況が変わる。		につれ = proportionally; ばかりか = not only X but Y	contrast-derived	状況が変わる	につれ = proportionally; ばかりか = not only X but Y	につれ = gradual change	状況が変わる vs ばかりか変わる	[sound:bc4cb3621645.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:intro confusable-with:ばかりか変わる frequency:top10k source:shin-kanzen
彼の性格からして、失敗するだろう。		からして = from evidence; ばかりか = additional	contrast-derived	失敗するだろう	からして = from evidence; ばかりか = additional	からして = inference from fact	失敗するだろう vs ばかりか失敗するだろう	[sound:9d95962ea010.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:intro confusable-with:ばかりか失敗するだろう frequency:top10k source:shin-kanzen
この法律施行にあたって、注意が必要。		にあたって = upon; ばかりでなく = not only X but Y	contrast-derived	注意が必要	にあたって = upon; ばかりでなく = not only X but Y	にあたって = temporal context	注意が必要 vs ばかりでなく注意が必要	[sound:af572ed71380.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:standard confusable-with:ばかりでなく注意が必要 frequency:low source:shin-kanzen
どちらにせよ、結果は同じ。		にせよ = whether; ばかりでなく = not only X but Y	contrast-derived	結果は同じ	にせよ = whether; ばかりでなく = not only X but Y	にせよ = either/or	結果は同じ vs ばかりでなく結果は同じ	[sound:29254df41324.mp3]	module:04-n2 jlpt:n2 point:formal-causal-contrast point:formal-causal complexity:intro confusable-with:ばかりでなく結果は同じ source:shin-kanzen
