#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::04 - N2 Grammar::Recognition
#
雨が降っているということだ。	あめがふっているということだ。	It is the case that it is raining.	ということだ (it is that)	V + ということだ	Formal statement of fact	State of affair X	ということになる: result from	[sound:aec85b93f947.mp3]	module:04-n2 jlpt:n2 point:formal-explicative
彼は医者であるということだ。	かれはいしゃであるということだ。	He is a doctor, it seems.	ということだ	Copula + ということだ	Formal reported fact	The situation is X	ということになる: result from	[sound:3234a4dc2d59.mp3]	module:04-n2 jlpt:n2 point:formal-explicative
試験に合格したということだ。	しけんにごうかくしたということだ。	It appears he passed the exam.	ということだ	V + ということだ	Formal reported information	Word is that X happened	ということになる: result from	[sound:82d1945a1fc6.mp3]	module:04-n2 jlpt:n2 point:formal-explicative
明日は休館だということだ。	あしたはきゅうかんだということだ。	It is closed tomorrow, I'm told.	ということだ	Copula + ということだ	Formal reported fact	Report says X	ということになる: result from	[sound:0e74858b191f.mp3]	module:04-n2 jlpt:n2 point:formal-explicative
プロジェクトが延期されたということだ。	ぷろじぇくとがえんきされたということだ。	The project has been postponed, it appears.	ということだ	V + ということだ	Formal reported event	Word is that project postponed	ということになる: result from	[sound:0411b4f27975.mp3]	module:04-n2 jlpt:n2 point:formal-explicative
この政策は失業を減らすということになる。	このせいさくはしつぎょうをへらすということになる。	This policy results in reducing unemployment.	ということになる (results in)	V + ということになる	Formal consequence	X leads to Y	ということだ: reported fact	[sound:337b49fa7e8d.mp3]	module:04-n2 jlpt:n2 point:formal-explicative
契約を破棄すればペナルティを払うということになる。	けいやくをはきすればぺなるてぃーをはらうということになる。	If we break the contract, we would have to pay a penalty.	ということになる	V + ということになる	Formal logical consequence	If X then must Y	ということだ: reported fact	[sound:d1d86c594d5f.mp3]	module:04-n2 jlpt:n2 point:formal-explicative
結婚するということになれば、人生が変わる。	けっこんするということになれば、じんせいがかわる。	If it should come to marriage, life changes.	ということになる	V + ということになる	Formal conditional result	If X happens, life changes	ということだ: reported fact	[sound:063a92d505bc.mp3]	module:04-n2 jlpt:n2 point:formal-explicative
毎日運動するということになると、健康が改善される。	まいにちうんどうするということになると、けんこうがかいぜんされる。	When it comes to exercising daily, health improves.	ということになる	V + ということになる	Formal consequence	If X becomes habit, Y improves	ということだ: reported fact	[sound:0f3d33f6bbb4.mp3]	module:04-n2 jlpt:n2 point:formal-explicative
権力を握るということになれば、責任も大きくなる。	けんりょくをにぎるということになれば、せきにんもおおきくなる。	If one comes to hold power, responsibility becomes greater.	ということになる	V + ということになる	Formal consequence	With power comes X responsibility	ということだ: reported fact	[sound:78dbd1f6c468.mp3]	module:04-n2 jlpt:n2 point:formal-explicative
