#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::04 - N2 Grammar::Recognition
#
友達や同僚を誘う。		formal listing	contrast-derived	や	formal listing	や = formal, とか = casual	や vs とか	[sound:c9c16affa77b.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:intro confusable-with:とか frequency:top10k source:shin-kanzen
コーヒーとか紅茶とか飲みたい。		informal enumeration	contrast-derived	とか・とか	informal enumeration	とか = casual, や = formal	とか・とか vs や・や	[sound:6886f8cd38bc.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:や・や frequency:top1k source:shin-kanzen
走ったり歩いたりして運動する。		rhythm pattern	contrast-derived	たり・たり	rhythm pattern	たり = specific actions, やら = loose listing	たり・たり vs やら・やら	[sound:9258b40c54f5.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:やら・やら frequency:top5k source:shin-kanzen
彼は優秀どころか完璧だ。		escalation beyond degree	contrast-derived	どころか	escalation beyond degree	どころか = exceeds, どころではない = can't afford	どころか vs どころではない	[sound:4fde2672dacb.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:intro confusable-with:どころではない frequency:top10k source:shin-kanzen
このご時世、遊んでいるどころではない。		can't afford to do	contrast-derived	どころではない	can't afford to do	どころではない = impossible, どころか = escalation	どころではない vs どころか	[sound:ab179755a9e7.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:どころか frequency:top10k source:shin-kanzen
仕事ばかりか、プライベートも充実している。		informal not-only expansion	contrast-derived	ばかりか	informal not-only expansion	ばかりか = casual, ばかりでなく = formal	ばかりか vs ばかりでなく	[sound:b1cf61d6343a.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:ばかりでなく frequency:low source:shin-kanzen
努力ばかりでなく、才能も必要だ。		formal not-only expansion	contrast-derived	ばかりでなく	formal not-only expansion	ばかりでなく = formal, ばかりか = casual	ばかりでなく vs ばかりか	[sound:ca36137a26bd.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:ばかりか frequency:top10k source:shin-kanzen
疲れて眠くてしかたがない。		irresistible helplessness	contrast-derived	てしかたがない	irresistible helplessness	しかたがない = forced, たまらない = intensity	てしかたがない vs てたまらない	[sound:f4f093f27411.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:てたまらない frequency:top10k source:shin-kanzen
その香りは良くてたまらない。		unbearable sensation	contrast-derived	てたまらない	unbearable sensation	たまらない = intense, しかたがない = helpless	てたまらない vs てしかたがない	[sound:7414b95fe726.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:standard confusable-with:てしかたがない frequency:top10k source:shin-kanzen
子どもまでが笑った。		inclusive extent even	contrast-derived	まで	inclusive extent even	まで = extent, ばかりか = expansion	まで vs ばかりか	[sound:09f462c54f40.mp3]	module:04-n2 jlpt:n2 point:listing-extremity complexity:intro confusable-with:ばかりか frequency:top5k source:shin-kanzen
