#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::04 - N2 Grammar::Recognition
#
それほど難しくない。	それほどむずかしくない。	not difficult	cloze-derived	not difficult	not difficult	not difficult		[sound:10a2f91e5fd1.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top10k source:shin-kanzen
時間ほど大切なものはない。	じかんほどたいせつなものはない。	precious	cloze-derived	precious	precious	precious		[sound:cca8fdba55a5.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top1k source:shin-kanzen
この本ほど面白い本はない。	このほんほどおもしろいほんはない。	interesting	cloze-derived	interesting	interesting	interesting		[sound:c17e89ccec6b.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top1k source:shin-kanzen
苦労したほど、成長する。	くろうしたほど、せいちょうする。	grow	cloze-derived	grow	grow	grow		[sound:49fa193af390.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top10k source:shin-kanzen
年を取るほど、知恵が増える。	ねんをとるほど、ちえがふえる。	wisdom	cloze-derived	wisdom	wisdom	wisdom		[sound:eed0058923a5.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top10k source:shin-kanzen
くらい難しい試験はない。	くらいむずかしいしけんはない。	difficult	cloze-derived	difficult	difficult	difficult		[sound:ce9041181f5e.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top5k source:shin-kanzen
ぐらい緊張したことはない。	ぐらいきんちょうしたことはない。	nervous	cloze-derived	nervous	nervous	nervous		[sound:be3ed9a9f6bc.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top10k source:shin-kanzen
それくらい簡単にはいかない。	それくらいかんたんにはいかない。	easy	cloze-derived	easy	easy	easy		[sound:3cbac7828529.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:standard frequency:top5k source:shin-kanzen
そのぐらい大切なことだ。	そのぐらいたいせつなことだ。	important	cloze-derived	important	important	important		[sound:70716edd0b02.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top1k source:shin-kanzen
ばかりか、逆効果だった。	ばかりか、ぎゃくこうかだった。	counterproductive	cloze-derived	counterproductive	counterproductive	counterproductive		[sound:a63be80d1544.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top10k source:shin-kanzen
そればかりでなく、危険でもある。	そればかりでなく、きけんでもある。	dangerous	cloze-derived	dangerous	dangerous	dangerous		[sound:540f3a905814.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:standard frequency:top5k source:shin-kanzen
時間ばかり過ぎてしまった。	じかんばかりすぎてしまった。	passed	cloze-derived	passed	passed	passed		[sound:fb3f3993c034.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top1k source:shin-kanzen
だけに、期待が大きい。	だけに、きたいがおおきい。	expectation	cloze-derived	expectation	expectation	expectation		[sound:50a1fc7a70f5.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top10k source:shin-kanzen
