#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::04 - N2 Grammar::Recognition
#
子どもが泣いたかと思うと、次の瞬間には笑っていた。	こどもがないたかとおもうと、つぎのしゅんかんにはわらっていた。	The child cried, and the next moment was smiling.						[sound:d378d65cee41.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
彼が部屋を出たかと思ったら、もう帰ってきた。	かれがへやをでたかとおもったら、もうかえってきた。	He left the room, and then came back.						[sound:f60cbd9f6d21.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
試験を受けたかと思うと、もう発表の時期だ。	しけんをうけたかとおもうと、もうはっぴょうのじきだ。	It feels like I just took the exam, and announcement time is here.						[sound:602f4f202b6b.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
年が明けたかと思うと、もう春だ。	ねんがあけたかとおもうと、もうはるだ。	New Year just started, and it's already spring.						[sound:b0fad9c8aa9b.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
話しかけたやいなや、彼は黙った。	はなしかけたやいなや、かれはだまった。	The moment I spoke, he went silent.						[sound:7abec9d5c7d1.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
ドアを開いたやいなや、猫が走り出した。	どあをひらいたやいなや、ねこがはしりだした。	The instant I opened the door, the cat ran out.						[sound:c50a73c42a7a.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
歌い始めたやいなや、観客は静まった。	うたいはじめたやいなや、かんきゃくはしずまった。	The moment she began singing, the audience hushed.						[sound:928b8b4d21bd.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
手を上げたがはやいか、先生が呼んだ。	てをあげたがはやいか、せんせいがよんだ。	No sooner did I raise my hand than the teacher called on me.						[sound:bfff31521be3.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
目を開いたがはやいか、朝だった。	めをひらいたがはやいか、あさだった。	The moment I opened my eyes, it was morning.						[sound:33ac9087e29d.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
走り出したがはやいか、転んでしまった。	はしりだしたがはやいか、ころんでしまった。	Barely started running when I fell.						[sound:9bab431ef088.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
電話が鳴ったとたんに、彼は答えた。	でんわがなったとたんに、かれはこたえた。	The phone rang, and he answered at once.						[sound:cf970717239b.mp3]	module:04-n2 jlpt:n2 point:temporal-formal
