#separator:tab
#html:true
#columns:Text	Reading	Hint	Audio	Tags
#notetype:Cloze
#deck:Japanese Grammar::04 - N2 Grammar::Cloze
#
それほど{{c1::難しくない}}。	それほど{{c1::むずかしくない}}。	not difficult	[sound:10a2f91e5fd1.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top10k source:shin-kanzen
時間ほど{{c1::大切}}なものはない。	じかんほど{{c1::たいせつ}}なものはない。	precious	[sound:cca8fdba55a5.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top1k source:shin-kanzen
この本ほど{{c1::面白い}}本はない。	このほんほど{{c1::おもしろい}}ほんはない。	interesting	[sound:c17e89ccec6b.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top1k source:shin-kanzen
苦労したほど、{{c1::成長}}する。	くろうしたほど、{{c1::せいちょう}}する。	grow	[sound:49fa193af390.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top10k source:shin-kanzen
年を取るほど、{{c1::知恵}}が増える。	ねんをとるほど、{{c1::ちえ}}がふえる。	wisdom	[sound:eed0058923a5.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top10k source:shin-kanzen
くらい{{c1::難しい}}試験はない。	くらい{{c1::むずかしい}}しけんはない。	difficult	[sound:ce9041181f5e.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top5k source:shin-kanzen
ぐらい{{c1::緊張}}したことはない。	ぐらい{{c1::きんちょう}}したことはない。	nervous	[sound:be3ed9a9f6bc.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top10k source:shin-kanzen
それくらい{{c1::簡単}}にはいかない。	それくらい{{c1::かんたん}}にはいかない。	easy	[sound:3cbac7828529.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:standard frequency:top5k source:shin-kanzen
そのぐらい{{c1::大切}}なことだ。	そのぐらい{{c1::たいせつ}}なことだ。	important	[sound:70716edd0b02.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top1k source:shin-kanzen
ばかりか、{{c1::逆効果}}だった。	ばかりか、{{c1::ぎゃくこうか}}だった。	counterproductive	[sound:a63be80d1544.mp3]	module:04-n2 jlpt:n2 point:extent-inference complexity:intro frequency:top10k source:shin-kanzen
