#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::04 - N2 Grammar::Recognition
#
それほど難しくない。	それほどむずかしくない。	It's not that difficult.						[sound:10a2f91e5fd1.mp3]	module:04-n2 jlpt:n2 point:extent-degree
時間ほど大切なものはない。	じかんほどたいせつなものはない。	There's nothing as precious as time.						[sound:cca8fdba55a5.mp3]	module:04-n2 jlpt:n2 point:extent-degree
この本ほど面白い本はない。	このほんほどおもしろいほんはない。	There's no book as interesting as this one.						[sound:c17e89ccec6b.mp3]	module:04-n2 jlpt:n2 point:extent-degree
苦労したほど、成長する。	くろうしたほど、せいちょうする。	The more you struggle, the more you grow.						[sound:49fa193af390.mp3]	module:04-n2 jlpt:n2 point:extent-degree
年を取るほど、知恵が増える。	ねんをとるほど、ちえがふえる。	The older you get, the wiser you become.						[sound:eed0058923a5.mp3]	module:04-n2 jlpt:n2 point:extent-degree
くらい難しい試験はない。	くらいむずかしいしけんはない。	I've never seen such a difficult exam.						[sound:ce9041181f5e.mp3]	module:04-n2 jlpt:n2 point:extent-degree
ぐらい緊張したことはない。	ぐらいきんちょうしたことはない。	I've never been so nervous.						[sound:be3ed9a9f6bc.mp3]	module:04-n2 jlpt:n2 point:extent-degree
それくらい簡単にはいかない。	それくらいかんたんにはいかない。	It doesn't go that easily.						[sound:3cbac7828529.mp3]	module:04-n2 jlpt:n2 point:extent-degree
そのぐらい大切なことだ。	そのぐらいたいせつなことだ。	It's that important.						[sound:70716edd0b02.mp3]	module:04-n2 jlpt:n2 point:extent-degree
ばかりか、逆効果だった。	ばかりか、ぎゃくこうかだった。	Not only that, it was counterproductive.						[sound:a63be80d1544.mp3]	module:04-n2 jlpt:n2 point:extent-degree
そればかりでなく、危険でもある。	そればかりでなく、きけんでもある。	Not only that, but it's also dangerous.						[sound:540f3a905814.mp3]	module:04-n2 jlpt:n2 point:extent-degree
時間ばかり過ぎてしまった。	じかんばかりすぎてしまった。	Only time passed.						[sound:fb3f3993c034.mp3]	module:04-n2 jlpt:n2 point:extent-degree
だけに、期待が大きい。	だけに、きたいがおおきい。	Precisely because of that, expectations are high.						[sound:50a1fc7a70f5.mp3]	module:04-n2 jlpt:n2 point:extent-degree
子どもだけに、注意が必要。	こどもだけに、ちゅういがひつよう。	Especially being a child, caution is needed.						[sound:1ec87aecf8b3.mp3]	module:04-n2 jlpt:n2 point:extent-degree
専門家だけに、意見が貴重。	せんもんかだけに、いけんがきちょう。	Being an expert, their opinion is valuable.						[sound:65bb12eae22b.mp3]	module:04-n2 jlpt:n2 point:extent-degree
新入社員だけに、失敗を恐れるべき。	しんにゅうしゃいんだけに、しっぱいをおそれるべき。	As a new employee, you should be careful about mistakes.						[sound:2011495c7520.mp3]	module:04-n2 jlpt:n2 point:extent-degree
にしても、結果は同じだ。	にしても、けっかはおなじだ。	Even if so, the result is the same.						[sound:c1c4de8df2e7.mp3]	module:04-n2 jlpt:n2 point:extent-degree
何にしても、頑張るしかない。	なににしても、がんばるしかない。	No matter what, I can only do my best.						[sound:9059a1f2db4f.mp3]	module:04-n2 jlpt:n2 point:extent-degree
どちらにしても、最後は本人の決断。	どちらにしても、さいごはほんにんのけつだん。	Either way, it's ultimately the person's decision.						[sound:72b8757e5ebe.mp3]	module:04-n2 jlpt:n2 point:extent-degree
どんなにしても、無理は無理だ。	どんなにしても、むりはむりだ。	No matter how hard, impossible is impossible.						[sound:fc2b1dba0c70.mp3]	module:04-n2 jlpt:n2 point:extent-degree
いかにしても、この状況は避けられない。	いかにしても、このじょうきょうはさけられない。	There's no way to avoid this situation.						[sound:e8dc4d14d7e5.mp3]	module:04-n2 jlpt:n2 point:extent-degree
たとえどんなにしても、諦めない。	たとえどんなにしても、あきらめない。	No matter what, I won't give up.						[sound:8bc86685ab41.mp3]	module:04-n2 jlpt:n2 point:extent-degree
わりに安い。	わりにやすい。	It's relatively cheap.						[sound:7343c6e29294.mp3]	module:04-n2 jlpt:n2 point:extent-degree
わりに簡単だった。	わりにかんたんだった。	It was relatively easy.						[sound:9fd2b4596e47.mp3]	module:04-n2 jlpt:n2 point:extent-degree
年の割に、元気だ。	ねんのわりに、げんきだ。	For his age, he's energetic.						[sound:1931d039c228.mp3]	module:04-n2 jlpt:n2 point:extent-degree
わりには、静かだ。	わりには、しずかだ。	For a city, it's quiet.						[sound:2a1c3606a460.mp3]	module:04-n2 jlpt:n2 point:extent-degree
他の国の割に、物価が安い。	ほかのくにのわりに、ぶっかがやすい。	Compared to other countries, prices are low.						[sound:ee8fd30ed3f4.mp3]	module:04-n2 jlpt:n2 point:extent-degree
期待の割に、良くなかった。	きたいのわりに、よくなかった。	It wasn't as good as expected.						[sound:2a661ef108f5.mp3]	module:04-n2 jlpt:n2 point:extent-degree
難易度の割に、簡単だった。	なんいどのわりに、かんたんだった。	It was easier than the difficulty level suggested.						[sound:47fadd1bbad7.mp3]	module:04-n2 jlpt:n2 point:extent-degree
努力の割に、成果がない。	どりょくのわりに、せいかがない。	There's little result despite the effort.						[sound:cd9df8316047.mp3]	module:04-n2 jlpt:n2 point:extent-degree
