#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::04 - N2::Production
#
The child cried, and the next moment was smiling.	V-ta + かと思うと / V-ta + かと思ったら	こどもがないたかとおもうと、つぎのしゅんかんにはわらっていた。	子どもが泣いたかと思うと、次の瞬間には笑っていた。	Immediately after — 'no sooner...than' — rapid succession	[sound:d378d65cee41.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:top10k source:shin-kanzen
He left the room, and then came back.	V-ta + かと思うと / V-ta + かと思ったら	かれがへやをでたかとおもったら、もうかえってきた。	彼が部屋を出たかと思ったら、もう帰ってきた。	Immediately after — 'no sooner...than' — rapid succession	[sound:f60cbd9f6d21.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:top10k source:shin-kanzen
It feels like I just took the exam, and announcement time is here.	V-ta + かと思うと / V-ta + かと思ったら	しけんをうけたかとおもうと、もうはっぴょうのじきだ。	試験を受けたかと思うと、もう発表の時期だ。	Immediately after — 'no sooner...than' — rapid succession	[sound:602f4f202b6b.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:top10k source:shin-kanzen
New Year just started, and it's already spring.	V-ta + かと思うと / V-ta + かと思ったら	ねんがあけたかとおもうと、もうはるだ。	年が明けたかと思うと、もう春だ。	Immediately after — 'no sooner...than' — rapid succession	[sound:b0fad9c8aa9b.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:top5k source:shin-kanzen
The moment I spoke, he went silent.	V-ta + やいなや	はなしかけたやいなや、かれはだまった。	話しかけたやいなや、彼は黙った。	Instantaneous — 'the moment/instant' — immediate consequence	[sound:7abec9d5c7d1.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:top5k source:shin-kanzen
The instant I opened the door, the cat ran out.	V-ta + やいなや	どあをひらいたやいなや、ねこがはしりだした。	ドアを開いたやいなや、猫が走り出した。	Instantaneous — 'the moment/instant' — immediate consequence	[sound:c50a73c42a7a.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:top10k source:shin-kanzen
The moment she began singing, the audience hushed.	V-ta + やいなや	うたいはじめたやいなや、かんきゃくはしずまった。	歌い始めたやいなや、観客は静まった。	Instantaneous — 'the moment/instant' — immediate consequence	[sound:928b8b4d21bd.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:top10k source:shin-kanzen
No sooner did I raise my hand than the teacher called on me.	V-ta + がはやいか	てをあげたがはやいか、せんせいがよんだ。	手を上げたがはやいか、先生が呼んだ。	No sooner than — 'hardly had X when Y' — swift succession	[sound:bfff31521be3.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:top1k source:shin-kanzen
The moment I opened my eyes, it was morning.	V-ta + がはやいか	めをひらいたがはやいか、あさだった。	目を開いたがはやいか、朝だった。	No sooner than — 'hardly had X when Y' — swift succession	[sound:33ac9087e29d.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:top1k source:shin-kanzen
Barely started running when I fell.	V-ta + がはやいか	はしりだしたがはやいか、ころんでしまった。	走り出したがはやいか、転んでしまった。	No sooner than — 'hardly had X when Y' — swift succession	[sound:9bab431ef088.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:top10k source:shin-kanzen
The phone rang, and he answered at once.	V-ta + とたん / V-ta + とたんに	でんわがなったとたんに、かれはこたえた。	電話が鳴ったとたんに、彼は答えた。	The instant/moment — 'at the very moment' — immediate consequence	[sound:cf970717239b.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:top5k source:shin-kanzen
The weather changed, and the temperature dropped immediately.	V-ta + とたん / V-ta + とたんに	てんきがかわったとたん、きおんがさがった。	天気が変わったとたん、気温が下がった。	The instant/moment — 'at the very moment' — immediate consequence	[sound:d7a6aad43aa7.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:top10k source:shin-kanzen
The movie started, and everyone became silent at once.	V-ta + とたん / V-ta + とたんに	えいががはじまったとたんに、みんながしずかになった。	映画が始まったとたんに、みんなが静かになった。	The instant/moment — 'at the very moment' — immediate consequence	[sound:38c75c9f4bd5.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:top1k source:shin-kanzen
The moment I got the doctor's diagnosis, I felt relieved.	V-ta + とたん / V-ta + とたんに	いしゃのしんだんがでたとたん、あんしんした。	医者の診断が出たとたん、安心した。	The instant/moment — 'at the very moment' — immediate consequence	[sound:57f49e7bab06.mp3]	module:04-n2 jlpt:n2 point:temporal-formal complexity:standard frequency:low source:shin-kanzen
