#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar (Strict)::04 - N2 Grammar::Recognition

諸君は努力すべしと言われた。	しょくんはどりょくすべしといわれた。	べし: Obligation.	べし	Obligation	Classical obligation; modern: 〜べき	You should strive	古典的義務。	[sound:f709cafca604.mp3]	module:04-n2 jlpt:n2 point:ざる complexity:standard frequency:low source:shin-kanzen
学問を修むべし。	がくもんをおさむべし。	べし: Obligation.	べし	Obligation	Classical obligation; modern: 〜べき	One must study learning	修養指示。	[sound:87c1ff8590a0.mp3]	module:04-n2 jlpt:n2 point:ざる complexity:intro frequency:top10k source:shin-kanzen
この秘密は守るべし。	このひみつはまもるべし。	べし: Obligation.	べし	Obligation	Classical obligation; modern: 〜べき	Must keep this secret	厳格な義務。	[sound:1bf083753ea7.mp3]	module:04-n2 jlpt:n2 point:ざる complexity:intro frequency:top10k source:shin-kanzen
人を傷つくべからず。	にんをきずつくべからず。	べからず: Prohibition.	べからず	Prohibition	Classical prohibition; modern: べきではない	Must not hurt people	禁止表現。	[sound:56bde85e2dc9.mp3]	module:04-n2 jlpt:n2 point:ざる complexity:intro frequency:top10k source:shin-kanzen
嘘をつくべからず。	うそをつくべからず。	べからず: Prohibition.	べからず	Prohibition	Classical prohibition; modern: べきではない	Must not lie	倫理的禁止。	[sound:84d37f438b13.mp3]	module:04-n2 jlpt:n2 point:ざる complexity:intro frequency:top5k source:shin-kanzen
君に従うべし。	くんにしたがうべし。	べし: Obligation.	べし	Obligation	Classical obligation; modern: 〜べき	You must obey	従属指令。	[sound:a9eca42ec4a0.mp3]	module:04-n2 jlpt:n2 point:ざる complexity:intro frequency:top10k source:shin-kanzen
早く行動すべき時が来た。	はやくこうどうすべきときがきた。	べし: Obligation.	べし	Obligation	Classical obligation; modern: 〜べき	Time has come to act quickly	行動指示。	[sound:12b69f380a3b.mp3]	module:04-n2 jlpt:n2 point:ざる complexity:intro frequency:top10k source:shin-kanzen
そんなことは起こるまじ。	そんなことはおこるまじ。	まじ: Negative assumption.	まじ	Negative assumption	Classical unlikely; modern: まい	Impossible	蓋然性否定。	[sound:a026e1055d53.mp3]	module:04-n2 jlpt:n2 point:ざる complexity:intro frequency:top10k source:shin-kanzen
彼がそれを知るまじき理由がある。	かれがそれをしるまじきりゆうがある。	まじ: Negative assumption.	まじ	Negative assumption	Classical unlikely; modern: まい	No way he knows	知識の否定。	[sound:d336caeaad0c.mp3]	module:04-n2 jlpt:n2 point:ざる complexity:standard frequency:top5k source:shin-kanzen
失敗することはあるまじ。	しっぱいすることはあるまじ。	まじ: Negative assumption.	まじ	Negative assumption	Classical unlikely; modern: まい	Failure unthinkable	否定の強調。	[sound:1a03d5d48b95.mp3]	module:04-n2 jlpt:n2 point:ざる complexity:intro frequency:top5k source:shin-kanzen
