#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::04 - N2 Grammar::Recognition

そこに行ったらいいよ	そこにいったらいいよ	That place is great, you know.	assertion/recommendation	Sentence + よ (assertion: informing or insisting)	adds emphasis/assertion	seeks no response	vs ね	[sound:3654606dba81.mp3]	pos:sfp register:casual module:04-n2 point:とも complexity:intro source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
明日が締め切りだよ	あしたがしめきりだよ	Tomorrow's the deadline, you know.	assertion	Sentence + よ (assertion: informing or insisting)	states fact emphatically	asserts knowledge	vs な	[sound:0a13df424dcf.mp3]	pos:sfp register:casual module:04-n2 point:とも complexity:intro frequency:low source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
本当に面白いよ	ほんとうにおもしろいよ	It's really interesting, you know.	assertion	Sentence + よ (assertion: informing or insisting)	emphasizes truth	speaker conviction	vs ね	[sound:0db5ce4d8c73.mp3]	pos:sfp register:casual module:04-n2 point:とも complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
大変だったよ	たいへんだったよ	It was tough, let me tell you.	assertion/experience	Sentence + よ (assertion: informing or insisting)	reports experience	emphasizes difficulty	vs な	[sound:8b5e3240302f.mp3]	pos:sfp register:casual module:04-n2 point:とも complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
天気がいいね	てんきがいいね	The weather's nice, isn't it?	agreement-seeking	Sentence + ね (seeking agreement; soft assertion)	seeks agreement	shared observation	vs よ	[sound:4cb4fdd913fc.mp3]	pos:sfp register:casual module:04-n2 point:とも complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
美味しいね	おいしいね	It's delicious, right?	agreement-seeking	Sentence + ね (seeking agreement; soft assertion)	seeks confirmation	shared taste experience	vs よ	[sound:47052257b70e.mp3]	pos:sfp register:casual module:04-n2 point:とも complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
大事なことだね	だいじなことだね	That's important, isn't it?	agreement-seeking	Sentence + ね (seeking agreement; soft assertion)	seeks agreement on value	shared judgment	vs よ	[sound:008751329351.mp3]	pos:sfp register:casual module:04-n2 point:とも complexity:intro frequency:top5k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
疲れたね	つかれたね	We're tired, aren't we?	agreement-seeking	Sentence + ね (seeking agreement; soft assertion)	seeks shared experience	acknowledges fatigue	vs よ	[sound:5bb8893f83e7.mp3]	pos:sfp register:casual module:04-n2 point:とも complexity:intro frequency:top10k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
面白いよね	おもしろいよね	It's interesting, isn't it?	combo: assertion+agreement	Sentence + よね (asserting while seeking agreement)	combines よ + ね	asserts + seeks agreement	vs よ or ね alone	[sound:adb0bd3f967a.mp3]	pos:sfp register:casual module:04-n2 point:とも complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
大変だよね	たいへんだよね	That's tough, right?	combo: assertion+agreement	Sentence + よね (asserting while seeking agreement)	confirms shared difficulty	emphasizes sympathy	vs ね	[sound:62f5efdc484d.mp3]	pos:sfp register:casual module:04-n2 point:とも complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
新しいよね	あたらしいよね	It's new, isn't it?	combo: assertion+agreement	Sentence + よね (asserting while seeking agreement)	confirms observation	seeks nod	vs よ or ね alone	[sound:a398310d1d2c.mp3]	pos:sfp register:casual module:04-n2 point:とも complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
美しいよね	うつくしいよね	It's beautiful, isn't it?	combo: assertion+agreement	Sentence + よね (asserting while seeking agreement)	asserts beauty + seeks agreement	aesthetic judgment	vs よ or ね alone	[sound:df6b9180eb2f.mp3]	pos:sfp register:casual module:04-n2 point:とも complexity:intro frequency:top5k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
行くよな	いくよな	I'm going, you know.	assertion (male)	Sentence + よな (masculine: asserting while seeking agreement)	male assertive statement	emphasizes intent	vs ね (female)	[sound:c2794c09ebd4.mp3]	pos:sfp register:masculine module:04-n2 point:とも complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
大変だよな	たいへんだよな	It's tough, isn't it.	agreement (male)	Sentence + よな (masculine: asserting while seeking agreement)	male agreement-seeking	male bonding	vs ね	[sound:d6f1d6c8df68.mp3]	pos:sfp register:masculine module:04-n2 point:とも complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
面白いわ	おもしろいわ	That's interesting, isn't it.	assertion (female)	Sentence + わ (feminine: soft assertion or realization)	female emphatic statement	female perspective	vs よ	[sound:a1e79780ad09.mp3]	pos:sfp register:feminine module:04-n2 point:とも complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
疲れちゃったわ	つかれちゃったわ	I'm worn out, you see.	assertion (female)	Sentence + わ (feminine: soft assertion or realization)	female dramatic emphasis	feminine expression	vs よ	[sound:b93e49fc4381.mp3]	pos:sfp register:feminine module:04-n2 point:とも complexity:intro frequency:top10k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
大阪弁やわ	おおさかべんやわ	It's Osaka dialect, you know.	assertion (Kansai)	Sentence + わ (feminine: soft assertion or realization)	Kansai feminine/casual	regional marker	vs よ	[sound:3c9a0e996f56.mp3]	pos:sfp register:casual module:04-n2 point:とも complexity:intro frequency:top10k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
綺麗だわ	きれいだわ	It's pretty, you know.	assertion (female/Kansai)	Sentence + わ (feminine: soft assertion or realization)	feminine/Kansai emphasis	aesthetic judgment	vs よ	[sound:f18ec33645ce.mp3]	pos:sfp register:feminine module:04-n2 point:とも complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
面白いぞ	おもしろいぞ	That's interesting, let me tell you.	assertion (rough/male)	Sentence + ぞ (masculine: strong assertion; warning)	rough masculine assertion	emphatic male speech	vs よ	[sound:6ac28ac49a88.mp3]	pos:sfp register:masculine module:04-n2 point:とも complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
気をつけろぞ	きをつけろぞ	Watch out, I tell you.	warning (rough/male)	Sentence + ぞ (masculine: strong assertion; warning)	rough imperative assertion	forceful caution	vs よ	[sound:63a680dc850b.mp3]	pos:sfp register:masculine module:04-n2 point:とも complexity:intro frequency:top5k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
頑張るぜ	がんばるぜ	I'll do my best.	determination (male)	Sentence + ぜ (masculine: casual assertion; invitation)	rough male suggestion/intent	masculine energy	vs よ	[sound:632337a63859.mp3]	pos:sfp register:masculine module:04-n2 point:とも complexity:intro frequency:top5k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
行くぜ	いくぜ	Let's go!	suggestion (rough/male)	Sentence + ぜ (masculine: casual assertion; invitation)	invites action roughly	male group dynamics	vs よ	[sound:d9acfd793d0a.mp3]	pos:sfp register:masculine module:04-n2 point:とも complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n2 source:shin-kanzen
