#separator:tab
#html:true
#columns:Text	Reading	Hint	Audio	Tags
#notetype:Cloze
#deck:Japanese Grammar::06 - Keigo::Cloze

メール末尾に{{c1::よろしくお願いいたします}}と書きます。	よろしくおねがいいたします	business: write at email end	[sound:b220e084d4db.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
弊社が長年{{c1::お世話になっております}}。	おせわになっております	business gratitude: long relationship	[sound:06330b68b7c4.mp3]	module:06-keigo point:business-phrases complexity:intro frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
ご注文の件は{{c1::かしこまりました}}。	かしこまりました	business: understood order	[sound:065cbcfdb625.mp3]	module:06-keigo point:business-phrases complexity:intro frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
その提案内容を{{c1::承知いたしました}}。	しょうちいたしました	business: understood proposal	[sound:fc5b8a9f8edc.mp3]	module:06-keigo point:business-phrases complexity:intro frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
お迷惑おかけして{{c1::申し訳ございません}}。	もうしわけございません	business: sincerely apologize	[sound:fdbc89ce42b7.mp3]	module:06-keigo point:business-phrases complexity:intro frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
本日のミーティングより{{c1::失礼いたします}}。	しつれいいたします	business: excuse myself from meeting	[sound:26e291341cd0.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
お返事ですが{{c1::お手数ですが}}お確認ください。	おてすうですが	business: if not too much trouble	[sound:d5c8fbf97146.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
初回のご取引が始まる際に{{c1::どうぞよろしくお願いいたします}}。	どうぞよろしくおねがいいたします	business: initial transaction	[sound:9ee3d819828f.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
ご購入前に{{c1::いかがでしょうか}}ご質問ありませんか。	いかがでしょうか	business: any questions	[sound:54a5f440a311.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
ご契約の内容で{{c1::ご不明な点はございませんか}}。	ごふめいなてんはございませんか	business: unclear points check	[sound:90cc8f3022df.mp3]	module:06-keigo point:business-phrases complexity:intro frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
ご指摘の件で大変{{c1::恐れ入りますが}}確認をさせてください。	おそれいりますが	business: very sorry to trouble	[sound:a546b030766f.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
今回のご支援について{{c1::こちらこそありがとうございます}}。	こちらこそありがとうございます	business: we thank you too	[sound:e741978069c4.mp3]	module:06-keigo point:business-phrases complexity:intro frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
ご多忙中にご対応いただき{{c1::お忙しいところありがとうございます}}。	おいそがしいところありがとうございます	business: thank you despite busy	[sound:5bee200d94cd.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
お疲れの中ご参加ください{{c1::大変恐れ入りますが}}。	たいへんおそれいりますが	business: very sorry to ask	[sound:6888afc8c4a8.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
何かご不明な部分が{{c1::ございましたら}}お知らせください。	ございましたら	business: if any questions	[sound:ca2ddbcefee0.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
ご多忙かとは思いますが{{c1::お忙しいでしょうか}}？	おいそがしいでしょうか	business: are you busy	[sound:2f2334508656.mp3]	module:06-keigo point:business-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
最初のステップは{{c1::こちらをご覧ください}}。	こちらをごらんください	business: please look here	[sound:67d04fa30f3e.mp3]	module:06-keigo point:business-phrases complexity:intro frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
