#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::06 - Keigo (Honorifics)::Recognition
#
よろしいですか。		でしょうか is more polite than ですか.	contrast-derived	よろしいでしょうか	でしょうか is more polite than ですか.	Use でしょうか for politeness.	よろしいですか vs よろしいでしょうか	[sound:8cabe9375fd0.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:よろしいですか source:dictionary-of-jp-grammar sense:keigo-alternatives
される。		いらっしゃる (honor) > passive される alone.	contrast-derived	いらっしゃる	いらっしゃる (honor) > passive される alone.	Honorific > bare passive.	される vs いらっしゃる	[sound:70bbb70ef1ae.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:される source:dictionary-of-jp-grammar sense:keigo-alternatives
お・になる。		お・になる (honor action) > お・です (polite adj).	contrast-derived	お・になる	お・になる (honor action) > お・です (polite adj).	Honor action > polite adjective.	お・です vs お・になる	[sound:7f3dd573b5d2.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:お・です source:dictionary-of-jp-grammar sense:keigo-alternatives
お忙しいです。		Bikago + でしょうか = max politeness.	contrast-derived	お忙しいでしょうか	Bikago + でしょうか = max politeness.	Bikago + でしょうか = formal.	忙しいです vs お忙しいでしょうか	[sound:c7cb7d13856c.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:忙しいです frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
申し訳ありません。		ございません > ありません in apology.	contrast-derived	申し訳ございません	ございません > ありません in apology.	ございません for apologies.	申し訳ありません vs 申し訳ございません	[sound:73384f9e4937.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:申し訳ありません frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
ご説明します。		Bikago + いたす = strong humility.	contrast-derived	ご説明いたします	Bikago + いたす = strong humility.	Bikago + いたす = humble.	説明します vs ご説明いたします	[sound:70dc55f420ac.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:説明します frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
召し上がってください。		Honor verb > plain verb.	contrast-derived	召し上がってください	Honor verb > plain verb.	Honor verbs show respect.	食べてください vs 召し上がってください	[sound:9a9dbc04cdef.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:食べてください frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
拝見します。		Special humble + いたす = max.	contrast-derived	拝見いたします	Special humble + いたす = max.	Humble verb + いたす = formal.	見ます vs 拝見いたします	[sound:d0712ac13c84.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:見ます frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
お読みになりました。		Honor pattern > plain verb.	contrast-derived	お読みになりました	Honor pattern > plain verb.	Honor pattern = respect.	読みました vs お読みになりました	[sound:dc00698852d1.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:読みました frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
ご存じだ。		Special honor > plain.	contrast-derived	ご存じだ	Special honor > plain.	Special honor verbs.	知っている vs ご存じだ	[sound:fce5d2128fc7.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:知っている source:dictionary-of-jp-grammar sense:keigo-alternatives
お世話になっています。		ている < ており in formality.	contrast-derived	お世話になっております	ている < ており in formality.	ており > ている.	お世話になっています vs お世話になっております	[sound:f21415606ae1.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:お世話になっています frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
ご理解ください。		いただけますか > ください.	contrast-derived	ご理解いただけますか	いただけますか > ください.	いただけますか = respectful.	理解してください vs ご理解いただけますか	[sound:b4201657105c.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:理解してください frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
いかがですか。		いかが + でしょうか = max.	contrast-derived	いかがでしょうか	いかが + でしょうか = max.	いかがでしょうか = formal.	どうですか vs いかがでしょうか	[sound:ce65af9e600b.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:どうですか source:dictionary-of-jp-grammar sense:keigo-alternatives
承知しました。		承知いたした > わかった.	contrast-derived	承知いたしました	承知いたした > わかった.	承知 = formal.	わかりました vs 承知いたしました	[sound:733c121cc509.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:わかりました frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
お返事をお願いします。		いただきたい > ください.	contrast-derived	お返事をいただきたいです	いただきたい > ください.	いただきたい = humble.	返事をしてください vs お返事をいただきたいです	[sound:216f03ac3ce6.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:返事をしてください frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
ご不明な点があります。		ございます > あります.	contrast-derived	ご不明な点がございます	ございます > あります.	ございます = formal.	不明な点があります vs ご不明な点がございます	[sound:5e90434a7d68.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:不明な点があります frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
お待たせしてしまいました。		いたした = formal apology.	contrast-derived	お待たせいたしました	いたした = formal apology.	いたした > しまった.	待たせてしまいました vs お待たせいたしました	[sound:d2d96dc52236.mp3]	module:06-keigo point:keigo-stacking complexity:standard confusable-with:待たせてしまいました source:dictionary-of-jp-grammar sense:keigo-alternatives
拝見させていただきます。		拝見 + させていただく = triple.	contrast-derived	拝見させていただきます	拝見 + させていただく = triple.	Double stacking (special humble + permission request) = formal.	見させていただきます vs 拝見させていただきます	[sound:8067d90d04cd.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:見させていただきます frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
お忙しいところありがとう。		Bikago + ございます = formal.	contrast-derived	お忙しいところありがとうございます	Bikago + ございます = formal.	Bikago + ございます.	忙しいところありがとう vs お忙しいところありがとうございます	[sound:65213504d9bb.mp3]	module:06-keigo point:keigo-stacking complexity:standard confusable-with:忙しいところありがとう frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
ご質問があります。		Bikago + ございますか.	contrast-derived	ご質問がございますか	Bikago + ございますか.	Bikago + ございますか.	質問があります vs ご質問がございますか	[sound:af2379406438.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:質問があります frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
お返しです。		でございます > です.	contrast-derived	こちらがお返しでございます	でございます > です.	でございます = formal.	返しです vs こちらがお返しでございます	[sound:256f1fbb5e44.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:返しです source:dictionary-of-jp-grammar sense:keigo-alternatives
申し訳ない。		ございません > ない.	contrast-derived	申し訳ございません	ございません > ない.	ございません = formal.	申し訳ない vs 申し訳ございません	[sound:27a771681c52.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:申し訳ない frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
失礼。		いたします > bare word.	contrast-derived	失礼いたします	いたします > bare word.	いたします = formal.	失礼 vs 失礼いたします	[sound:a0e5b6033e19.mp3]	module:06-keigo point:keigo-stacking complexity:intro confusable-with:失礼 frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
本当にご迷惑をおかけいたしました。		いたした > した in apology.	contrast-derived	おかけいたしました	いたした > した in apology.	Humble いたす = formal.	ご迷惑をおかけしました。 vs 本当にご迷惑をおかけいたしました。	[sound:93f54fc0cdcb.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
ご対応させていただきましたが。		させていただく + が = softer.	contrast-derived	させていただきましたが	させていただく + が = softer.	Adding が = softer tone.	対応しましたが。 vs ご対応させていただきましたが。	[sound:a0c0e5b92307.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
何らかのご不都合がございましたら。		ございました > あった in formality.	contrast-derived	ございましたら	ございました > あった in formality.	ございました = formal.	何かの不都合があったら。 vs 何らかのご不都合がございましたら。	[sound:728f57b0b35b.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
お力添えのほどよろしくお願いいたします。		のほど pattern = max formality.	contrast-derived	のほどよろしくお願いいたします	のほど pattern = max formality.	のほど = formal pattern.	協力をよろしくお願いします。 vs お力添えのほどよろしくお願いいたします。	[sound:474df6153327.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
お返事をいただけましたら幸いです。		ましたら > たら in formality.	contrast-derived	いただけましたら幸いです	ましたら > たら in formality.	ましたら = formal.	お返事をいただけたら幸いです。 vs お返事をいただけましたら幸いです。	[sound:99083a89ed6a.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
ご質問のほどよろしくお願いいたします。		のほど + いたします = max formal.	contrast-derived	のほどよろしくお願いいたします	のほど + いたします = max formal.	のほど pattern.	ご質問をよろしくお願いします。 vs ご質問のほどよろしくお願いいたします。	[sound:f5b0b0f77a4f.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
お力添えいただけましたら嬉しいです。		ましたら + お力添え + でございます = ultra formal.	contrast-derived	いただけましたら嬉しいです	ましたら + お力添え + でございます = ultra formal.	ましたら = formal.	助けていただけたら嬉しいです。 vs お力添えいただけましたら嬉しいです。	[sound:2d20a7953752.mp3]	module:06-keigo point:keigo-stacking complexity:standard frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
