#separator:tab
#html:true
#columns:Audio	Prompt	Answer	Reading	EN	Tags
#notetype:Dictation
#deck:Japanese Grammar::06 - Keigo::Dictation
#
[sound:e1ef2f1b2f82.mp3]	よろしくお願いいたします。	よろしくお願いいたします。	よろしくおねがいいたします。	Please help me / Best regards.	module:06-keigo point:business-set-phrases complexity:standard frequency:top10k source:dictionary-of-jp-grammar point:module-dictation_dictation
[sound:4ef57b12ba4a.mp3]	ご不明な点___ございませんか。	ご不明な点はございませんか。	ごふめいなてんはございませんか。	Are there any unclear points?	module:06-keigo point:business-set-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar point:module-dictation_dictation
[sound:f7fe55ae2712.mp3]	こちらこそあり___とうございます。	こちらこそありがとうございます。	こちらこそありがとうございます。	Thank you too (reciprocal).	module:06-keigo point:business-set-phrases complexity:standard source:dictionary-of-jp-grammar point:module-dictation_dictation
[sound:de08ee67f0d7.mp3]	大変恐れ入ります___。	大変恐れ入りますが。	たいへんおそれいりますが。	I'm very sorry to trouble you.	module:06-keigo point:business-set-phrases complexity:intro frequency:low source:dictionary-of-jp-grammar point:module-dictation_dictation complexity:standard
[sound:73f8368083ec.mp3]	何かご不明な点___ございましたら。	何かご不明な点がございましたら。	なにかごふめいなてんがございましたら。	If you have any unclear points.	module:06-keigo point:business-set-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar point:module-dictation_dictation
[sound:5ab081f46a72.mp3]	こちら___ご覧ください。	こちらをご覧ください。	こちらをごらんください。	Please look at this.	module:06-keigo point:business-set-phrases complexity:intro source:dictionary-of-jp-grammar point:module-dictation_dictation complexity:standard
[sound:1dcd9fb73f3e.mp3]	ご不明な点___ついてお聞かせください。	ご不明な点についてお聞かせください。	ごふめいなてんについておきかせください。	Please tell me if there are unclear points.	module:06-keigo point:business-set-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar point:module-dictation_dictation
[sound:e0ee71d1ce16.mp3]	どちらでもかまいません___。	どちらでもかまいませんが。	どちらでもかまいませんが。	Either is fine, but.	module:06-keigo point:business-set-phrases complexity:standard source:dictionary-of-jp-grammar point:module-dictation_dictation
[sound:4f045262bebe.mp3]	いらっしゃいませ。	いらっしゃいませ。	いらっしゃいませ。	Welcome (store greeting).	module:06-keigo point:customer-service-phrases complexity:intro source:dictionary-of-jp-grammar point:module-dictation_dictation complexity:standard
[sound:7def632fb9f8.mp3]	ちょうだいいただいてもよろしい___しょうか。	ちょうだいいただいてもよろしいでしょうか。	ちょうだいいただいてもよろしいでしょうか。	May I take your order?	module:06-keigo point:customer-service-phrases complexity:standard source:dictionary-of-jp-grammar point:module-dictation_dictation
[sound:690a0ea409a0.mp3]	予約___承ります。	予約を承ります。	よやくをうけたまわります。	I will take your reservation.	module:06-keigo point:customer-service-phrases complexity:intro frequency:top5k source:dictionary-of-jp-grammar point:module-dictation_dictation complexity:standard
[sound:94a15fae10a0.mp3]	ご証明書___拝見いたします。	ご証明書を拝見いたします。	ごしょうめいしょをはいけんいたします。	I will humbly view your ID.	module:06-keigo point:customer-service-phrases complexity:standard frequency:top10k source:dictionary-of-jp-grammar point:module-dictation_dictation
[sound:ef2c6a90ace4.mp3]	レジにてお会計___お願いいたします。	レジにてお会計をお願いいたします。	れじにておかいけいをおねがいいたします。	Please proceed to the register for payment.	module:06-keigo point:customer-service-phrases complexity:standard frequency:top10k source:dictionary-of-jp-grammar point:module-dictation_dictation
[sound:9468dea9799f.mp3]	ご注文___お伺いいたします。	ご注文をお伺いいたします。	ごちゅうもんをおうかがいいたします。	May I take your order?	module:06-keigo point:customer-service-phrases complexity:standard frequency:top10k source:dictionary-of-jp-grammar point:module-dictation_dictation
[sound:07c8d10bd58f.mp3]	こちら___お手洗いでございます。	こちらがお手洗いでございます。	こちらがおてあらいでございます。	This is the restroom.	module:06-keigo point:customer-service-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar point:module-dictation_dictation
[sound:1a08f70e9799.mp3]	お食事___いかがでしょうか。	お食事はいかがでしょうか。	おしょくじはいかがでしょうか。	How is your meal?	module:06-keigo point:customer-service-phrases complexity:standard frequency:top5k source:dictionary-of-jp-grammar point:module-dictation_dictation
[sound:b82243ae42fc.mp3]	させていただく。	させていただく。	させていただく。	I humbly request permission to do.	module:06-keigo point:humble-elevation-stacking complexity:intro source:dictionary-of-jp-grammar point:module-dictation_dictation complexity:standard
[sound:2ce803fd53a6.mp3]	させていただいてもよろしい___しょうか。	させていただいてもよろしいでしょうか。	させていただいてもよろしいでしょうか。	May I humbly do this?	module:06-keigo point:humble-elevation-stacking complexity:standard source:dictionary-of-jp-grammar point:module-dictation_dictation
[sound:e8c1b0dcf416.mp3]	たまわる。	たまわる。	たまわる。	I humbly receive (archaic).	module:06-keigo point:humble-elevation-stacking complexity:intro source:dictionary-of-jp-grammar point:module-dictation_dictation complexity:standard
[sound:ed731e70fd21.mp3]	させていただきました。	させていただきました。	させていただきました。	I humbly did.	module:06-keigo point:humble-elevation-stacking complexity:intro source:dictionary-of-jp-grammar point:module-dictation_dictation complexity:standard
[sound:7ce85ab81407.mp3]	そのようなことをさせていただけると___。	そのようなことをさせていただけるとは。	そのようなことをさせていただけるとは。	I can scarcely believe I am permitted to do such a thing.	module:06-keigo point:humble-elevation-stacking complexity:standard source:dictionary-of-jp-grammar point:module-dictation_dictation
