#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::06 - Keigo::Recognition

いらっしゃいませ。	いらっしゃいませ。	Welcome (store greeting).	顧客対応敬語	いらっしゃる+ませ	store welcome	greeting	[sound:4f045262bebe.mp3]	[sound:4f045262bebe.mp3]	module:06-keigo point:customer-service-phrases complexity:intro source:dictionary-of-jp-grammar sense:keigo-alternatives
ちょうだいいただいてもよろしいでしょうか。	ちょうだいいただいてもよろしいでしょうか。	May I take your order?	顧客対応敬語	ちょうだい+いただく+てもよろしい+でしょうか	order inquiry	question	[sound:7def632fb9f8.mp3]	[sound:7def632fb9f8.mp3]	module:06-keigo point:customer-service-phrases complexity:standard source:dictionary-of-jp-grammar sense:keigo-alternatives
予約を承ります。	よやくをうけたまわります。	I will take your reservation.	顧客対応敬語	予約+承る	reservation acknowledgment	acknowledgment	[sound:690a0ea409a0.mp3]	[sound:690a0ea409a0.mp3]	module:06-keigo point:customer-service-phrases complexity:intro frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
ご証明書を拝見いたします。	ごしょうめいしょをはいけんいたします。	I will humbly view your ID.	顧客対応敬語	ご証明書+拝見+いたす	ID check	checking	[sound:94a15fae10a0.mp3]	[sound:94a15fae10a0.mp3]	module:06-keigo point:customer-service-phrases complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
レジにてお会計をお願いいたします。	れじにておかいけいをおねがいいたします。	Please proceed to the register for payment.	顧客対応敬語	レジ+お会計+おねがい+いたす	payment instruction	instruction	[sound:ef2c6a90ace4.mp3]	[sound:ef2c6a90ace4.mp3]	module:06-keigo point:customer-service-phrases complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
ご注文をお伺いいたします。	ごちゅうもんをおうかがいいたします。	May I take your order?	顧客対応敬語	ご注文+お伺い+いたす	order taking	taking	[sound:9468dea9799f.mp3]	[sound:9468dea9799f.mp3]	module:06-keigo point:customer-service-phrases complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
こちらがお手洗いでございます。	こちらがおてあらいでございます。	This is the restroom.	顧客対応敬語	こちら+お手洗い+でございます	location direction	direction	[sound:07c8d10bd58f.mp3]	[sound:07c8d10bd58f.mp3]	module:06-keigo point:customer-service-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
お食事はいかがでしょうか。	おしょくじはいかがでしょうか。	How is your meal?	顧客対応敬語	お食事+いかが+でしょうか	food inquiry	inquiry	[sound:1a08f70e9799.mp3]	[sound:1a08f70e9799.mp3]	module:06-keigo point:customer-service-phrases complexity:standard frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
こちらでお待ちください。	こちらでおまちください。	Please wait here.	顧客対応敬語	こちら+お待ち+ください	waiting instruction	instruction	[sound:6c153713d9a6.mp3]	[sound:6c153713d9a6.mp3]	module:06-keigo point:customer-service-phrases complexity:intro source:dictionary-of-jp-grammar sense:keigo-alternatives
お飲物はいかがなさいますか。	おのみものはいかがなさいますか。	What would you like to drink?	顧客対応敬語	お飲物+いかが+なさる+ます+か	drink offering	offering	[sound:7ef9f63e9bc0.mp3]	[sound:7ef9f63e9bc0.mp3]	module:06-keigo point:customer-service-phrases complexity:standard frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
追加のご注文をお受けいたします。	ついかのごちゅうもんをおうけいたします。	I will take additional orders.	顧客対応敬語	追加+ご注文+お受け+いたす	additional order	receiving	[sound:6c227265abac.mp3]	[sound:6c227265abac.mp3]	module:06-keigo point:customer-service-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
恐れ入りますがお席にお進みください。	おそれいりますがおせきにおすすみください。	Sorry to trouble you; please proceed to your seat.	顧客対応敬語	恐れ入る+お席+お進み+ください	seating instruction	instruction	[sound:db9fd32d3494.mp3]	[sound:db9fd32d3494.mp3]	module:06-keigo point:customer-service-phrases complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
