#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar (Strict)::05 - N1 Grammar::Recognition

彼は医者たる資格を持つ。	かれはいしゃたるしかくをもつ。	たる: Formal as/capacity.	たる	Formal as/capacity	Marks role formally	Has qualifications as doctor	資格標示。	[sound:668b24da893a.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
勇士たる者は…。	ゆうしたるものは…。	たる: Formal as/capacity.	たる	Formal as/capacity	Marks role formally	A brave person shall	主体性表示。	[sound:1473b1c04575.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
大人たるべき責任。	おとなたるべきせきにん。	たる: Formal as/capacity.	たる	Formal as/capacity	Marks role formally	Responsibility as adult	年齢的義務。	[sound:99fcd3e65b88.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
彼のごとき人物は稀だ。	かのごときじんぶつはまれだ。	ごとき: Like/as if.	ごとき	Like/as if	Marks similarity; literary	A person like him is rare	類似表現。	[sound:ae5aaa835cfb.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:low source:shin-kanzen
春のごとく新しい気持ち。	はるのごとくあたらしいきもち。	ごとき: Like/as if.	ごとき	Like/as if	Marks similarity; literary	Fresh feeling like spring	比喩表現。	[sound:54a1c00a4142.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top5k source:shin-kanzen
太陽のごとき輝く。	たいようのごときかがやく。	ごとき: Like/as if.	ごとき	Like/as if	Marks similarity; literary	Shines like sun	比喩強調。	[sound:f29ba5a3944a.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
王のごとき振る舞い。	おうのごときふるまい。	ごとき: Like/as if.	ごとき	Like/as if	Marks similarity; literary	Bearing like a king	尊厳的。	[sound:d6e4645a32ab.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
兵隊のごとく行進する。	へいたいのごとくこうしんする。	ごとく: Like/as.	ごとく	Like/as	Marks similarity; adverbial form	March like soldiers	行為比喩。	[sound:57310d866111.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:low source:shin-kanzen
羽のごとく軽い。	はねのごとくかるい。	ごとく: Like/as.	ごとく	Like/as	Marks similarity; adverbial form	Light as feather	属性比喩。	[sound:a41bc78f14ba.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
火のごとく燃える。	ひのごとくもえる。	ごとく: Like/as.	ごとく	Like/as	Marks similarity; adverbial form	Burns like fire	激烈的。	[sound:f0d1c1424b40.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
水のごとく流れる。	みずのごとくながれる。	ごとく: Like/as.	ごとく	Like/as	Marks similarity; adverbial form	Flows like water	流動的。	[sound:ba2d5a0f241e.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
彼の話はもの語りのごとく。	かのはなしはものかたりのごとく。	ごとく: Like/as.	ごとく	Like/as	Marks similarity; adverbial form	His story is like a tale	物語性。	[sound:e6aadef3882b.mp3]	module:05-n1 jlpt:n1 point:たる complexity:standard frequency:top5k source:shin-kanzen
行けばよかったのに。	いけばよかったのに。	ものを: Would have/regret.	ものを	Would have/regret	Marks counterfactual regret	Should have gone	後悔表現。	[sound:41f932c703ed.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro source:shin-kanzen
彼が来ていれば。	かれがきていれば。	ものを: Would have/regret.	ものを	Would have/regret	Marks counterfactual regret	Wish he had come	条件付き後悔。	[sound:d7c19675994a.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
もっと早く知っていたら。	もっとはやくしっていたら。	ものを: Would have/regret.	ものを	Would have/regret	Marks counterfactual regret	If only I'd known earlier	時間的後悔。	[sound:5636486934c2.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro source:shin-kanzen
そんなことができるものか。	そんなことができるものか。	ものか: No way/vehement.	ものか	No way/vehement	Vehement interrogative negation	Impossible	強硬否定。	[sound:e1a73971be8c.mp3]	module:05-n1 jlpt:n1 point:たる complexity:standard source:shin-kanzen
彼が来るはずがない。	かれがくるはずがない。	ものか: No way/vehement.	ものか	No way/vehement	Vehement interrogative negation	No way he'll come	蓋然性否定。	[sound:b61b5396729a.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top5k source:shin-kanzen
そんな簡単なはずがあるか。	そんなかんたんなはずがあるか。	ものか: No way/vehement.	ものか	No way/vehement	Vehement interrogative negation	Can't be that easy	難易度否定。	[sound:285ce60726c3.mp3]	module:05-n1 jlpt:n1 point:たる complexity:standard frequency:top5k source:shin-kanzen
できるものなら見せてみろ。	できるものならみせてみろ。	ものなら: If you can.	ものなら	If you can	Challenges/intense conditional	Show me if you can	挑戦形。	[sound:eac2753c76e8.mp3]	module:05-n1 jlpt:n1 point:たる complexity:standard source:shin-kanzen
本当なら良いのに。	ほんとうならよいのに。	ものなら: If you can.	ものなら	If you can	Challenges/intense conditional	If only it were true	願望的条件。	[sound:3720c83767a5.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
行けるものなら行ってみろ。	いけるものならいってみろ。	ものなら: If you can.	ものなら	If you can	Challenges/intense conditional	Try going if you can	不可能性挑戦。	[sound:199039a4d2df.mp3]	module:05-n1 jlpt:n1 point:たる complexity:standard source:shin-kanzen
この状況とあっては仕方がない。	このじょうきょうとあってはしかたがない。	とあっては: Given/exceptional.	とあっては	Given/exceptional	Marks exceptional circumstance	Given this, unavoidable	例外的状況。	[sound:65bb2da00360.mp3]	module:05-n1 jlpt:n1 point:たる complexity:standard frequency:top10k source:shin-kanzen
そうとあっては行くしかない。	そうとあってはいくしかない。	とあっては: Given/exceptional.	とあっては	Given/exceptional	Marks exceptional circumstance	Given that, must go	必然的選択。	[sound:d0b5878d83ae.mp3]	module:05-n1 jlpt:n1 point:たる complexity:standard frequency:top1k source:shin-kanzen
緊急とあってはやむを得ない。	きんきゅうとあってはやむをえない。	とあっては: Given/exceptional.	とあっては	Given/exceptional	Marks exceptional circumstance	Given emergency, unavoidable	緊急対応。	[sound:df717ee13f46.mp3]	module:05-n1 jlpt:n1 point:たる complexity:standard frequency:low source:shin-kanzen
AもしくはBを選びなさい。	AもしくはBをえらびなさい。	もしくは: Or formal.	もしくは	Or formal	Formal alternative; written	Choose A or B	選択肢提示。	[sound:716d76063634.mp3]	module:05-n1 jlpt:n1 point:たる complexity:standard source:shin-kanzen
雨あるいは雪が降るだろう。	あめあるいはゆきがふるだろう。	あるいは: Or formal.	あるいは	Or formal	Formal alternative; literary	Rain or snow will fall	蓋然性提示。	[sound:0ae597edf898.mp3]	module:05-n1 jlpt:n1 point:たる complexity:standard frequency:top1k source:shin-kanzen
何かはたまた誰かが来るだろう。	なにかはたまただれかがくるだろう。	はたまた: Or poetic.	はたまた	Or poetic	Poetic/literary alternative	Something or someone coming	不確定性。	[sound:53e4aecb94a2.mp3]	module:05-n1 jlpt:n1 point:たる complexity:standard frequency:top10k source:shin-kanzen
月曜もしくは火曜に来ます。	げつようもしくはかようにきます。	もしくは: Or formal.	もしくは	Or formal	Formal alternative; written	Coming Monday or Tuesday	日時選択。	[sound:2a43cb5adfee.mp3]	module:05-n1 jlpt:n1 point:たる complexity:standard frequency:top10k source:shin-kanzen
読むあるいは見ることができる。	よむあるいはみることができる。	あるいは: Or formal.	あるいは	Or formal	Formal alternative; literary	Can read or watch	行為選択。	[sound:bc8be55a9506.mp3]	module:05-n1 jlpt:n1 point:たる complexity:standard frequency:top1k source:shin-kanzen
健康あるいは幸福が必要。	けんこうあるいはこうふくがひつよう。	あるいは: Or formal.	あるいは	Or formal	Formal alternative; literary	Health or happiness necessary	選択的必要。	[sound:7f47e9ee9e68.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
食べてはたまた飲むか。	たべてはたまたのむか。	はたまた: Or poetic.	はたまた	Or poetic	Poetic/literary alternative	Eat or drink	行為決定。	[sound:5866c34d6704.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top1k source:shin-kanzen
赤もしくは青色がいい。	あかもしくはあおいろがいい。	もしくは: Or formal.	もしくは	Or formal	Formal alternative; written	Red or blue color is good	色彩選択。	[sound:d2c3235c1dbb.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top1k source:shin-kanzen
静かあるいは騒々しい。	しずかあるいはそーぞーしい。	あるいは: Or formal.	あるいは	Or formal	Formal alternative; literary	Quiet or noisy	状態選択。	[sound:d8561e32c38f.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:low source:shin-kanzen
昔はたまた今の話。	むかしはたまたいまのはなし。	はたまた: Or poetic.	はたまた	Or poetic	Poetic/literary alternative	Stories of old or now	時代選択。	[sound:0775019bc45a.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top5k source:shin-kanzen
医者たる資格のない。	いしゃたるしかくのない。	たる: Formal as/capacity.	たる	Formal as/capacity	Marks role formally	Without doctor qualifications	資格欠落。	[sound:cccc57ca7788.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
医者たる資格		Formal role marker	contrast-derived	たる	Formal role marker	〜たる more formal/literary	医者である資格 vs 医者たる資格	[sound:0976869dceff.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
勇士たる者		Formal identification	contrast-derived	たる	Formal identification	〜たる emphasizes identity	勇士である者 vs 勇士たる者	[sound:1324de1ea0c4.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
月のごとし		Formal comparison	contrast-derived	ごとし	Formal comparison	〜ごとし is literary form	月のようだ vs 月のごとし	[sound:4f0b46b15a59.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top5k source:shin-kanzen
太陽のごとき輝き		Literary simile	contrast-derived	ごとき	Literary simile	〜ごとき marks formal likeness	太陽のような輝き vs 太陽のごとき輝き	[sound:ec46bcbaac80.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
行けばよかったのに		Regret/contrast	contrast-derived	ものを	Regret/contrast	〜ものを emphasizes regret	行けばよかったのに vs 行けばよかったのに	[sound:f84f6a2747ef.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro source:shin-kanzen
来ていれば		Counterfactual	contrast-derived	ものを	Counterfactual	〜ものを marks wish	来ていれば vs 来ていれば	[sound:21e15adb665f.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
大人たる責任		Formal role	contrast-derived	たる	Formal role	〜たる marks duty	大人である責任 vs 大人たる責任	[sound:c4a4e1755e3f.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
春のごとく		Literary adverbial	contrast-derived	ごとく	Literary adverbial	〜ごとく is adverbial form	春のように vs 春のごとく	[sound:3408f6a9d19e.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top1k source:shin-kanzen
王のごとき振る舞い		Literary simile	contrast-derived	ごとき	Literary simile	〜ごとき in noun phrase	王のような振る舞い vs 王のごとき振る舞い	[sound:33236960ecf9.mp3]	module:05-n1 jlpt:n1 point:たる complexity:intro frequency:top10k source:shin-kanzen
