#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar::05 - N1 Grammar::Contrast

彼の成功を心から祈っ___。	てたまらない	ずにはおかない	てやまない	てやまない = cannot help but/continually	Continually pray for his success	[sound:3e4270fb18cd.mp3]	module:05-n1 jlpt:n1 register:literary point:てやまない pos:expr frequency:top10k complexity:standard source:shin-kanzen
その思いは消え___。	てたまらない	ずにはおかない	てやまない	てやまない = persist/never cease	That feeling persists	[sound:f784b22168e3.mp3]	module:05-n1 jlpt:n1 register:literary point:てやまない pos:expr complexity:standard source:shin-kanzen
その美しさに心奪われ___。	てやまない	ずにはおかない	てたまらない	てたまらない = cannot bear/irresistibly	Cannot bear that beauty	[sound:370eb1383539.mp3]	module:05-n1 jlpt:n1 register:literary point:てやまない pos:expr frequency:low complexity:standard source:shin-kanzen
その風景を見___気分だ。	てやまない	ずにはおかない	てたまらない	てたまらない = unbearably/irresistibly	Can't help seeing that landscape	[sound:2a2379b5b803.mp3]	module:05-n1 jlpt:n1 register:literary point:てやまない pos:expr frequency:top10k complexity:standard source:shin-kanzen
その行為を黙視せ___。	てやまない	てたまらない	ずにはおかない	ずにはおかない = cannot help but/must not leave	Cannot overlook that action	[sound:25f636232f2d.mp3]	module:05-n1 jlpt:n1 register:literary point:てやまない pos:expr frequency:low complexity:standard source:shin-kanzen
その不正を見过ごさ___。	てやまない	てたまらない	ずにはおかない	ずにはおかない = cannot help but notice/address	Cannot help but address that injustice	[sound:a5045e5f032c.mp3]	module:05-n1 jlpt:n1 register:literary point:てやまない pos:expr frequency:top10k complexity:standard source:shin-kanzen
その希望を持ち続け___。	てたまらない	ずにはおかない	てやまない	てやまない = hold steadfast/constantly	Hold that hope steadfastly	[sound:f7a7e151c255.mp3]	module:05-n1 jlpt:n1 register:literary point:てやまない pos:expr frequency:top10k complexity:standard source:shin-kanzen
その感動は忘れ___。	てたまらない	ずにはおかない	てやまない	てやまない = never forget/persist	Never forget that emotion	[sound:7450a24bf35a.mp3]	module:05-n1 jlpt:n1 register:literary point:てやまない pos:expr frequency:top10k complexity:standard source:shin-kanzen
その困難を前にし___焦燥感。	てやまない	ずにはおかない	てたまらない	てたまらない = unbearable/irresistible	Unbearable impatience at that difficulty	[sound:eef264575d28.mp3]	module:05-n1 jlpt:n1 register:literary point:てやまない pos:expr frequency:top10k complexity:standard source:shin-kanzen
その声に心が引かれ___。	てやまない	ずにはおかない	てたまらない	てたまらない = irresistibly drawn	Irresistibly drawn to that voice	[sound:2f902fc41ce6.mp3]	module:05-n1 jlpt:n1 register:literary point:てやまない pos:expr frequency:top5k complexity:standard source:shin-kanzen
