#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar (Strict)::05 - N1 Grammar::Recognition

彼が来たや否や皆が黙った。	かれがきたやひやみながだまった。	や否や: No sooner/as soon as.	や否や	No sooner/as soon as	No sooner X than Y	All went silent instantly	即座の出来事。	[sound:bb8c7090b0a2.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
ドアを開けたや否や光が入った。	どあをひらけたやひやひかりがいっった。	や否や: No sooner/as soon as.	や否や	No sooner/as soon as	No sooner X than Y	Light poured in instantly	瞬時の変化。	[sound:66169e81583b.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
彼が話したや否や反発があった。	かれがはなしたやひやはんぱつがあった。	や否や: No sooner/as soon as.	や否や	No sooner/as soon as	No sooner X than Y	Opposition arose instantly	瞬時的反応。	[sound:69b107d3160b.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:low source:shin-kanzen
彼は歩きながらに考えた。	かれはあるきながらにかんがえた。	ながらに: While literary.	ながらに	While literary	While doing X; literary form	He thought while walking	並行行為。	[sound:e065cde4a80f.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:intro frequency:top10k source:shin-kanzen
学びながらにして成長した。	まなびながらにしてせいちょうした。	ながらにして: While literary.	ながらにして	While literary	While doing X; literary form	Grew while learning	同時的発展。	[sound:a01895bc8709.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
若き日にして既に才能を示した。	わかきにちにしてすでにさいのうをしめした。	にして: At time of; manner.	にして	At time of; manner	Marks time or manner; literary	Already showed talent when young	時点標示。	[sound:614412a282a9.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
一瞬にして全てが変わった。	いっしゅんにしてすべてがかわった。	にして: At time of; manner.	にして	At time of; manner	Marks time or manner; literary	Everything changed in instant	瞬時的変化。	[sound:7a6cbc844b73.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
戦いの最中にあって冷静さを保つ。	たたかいのさいちゅうにあってれいせいさをたもつ。	にあって: In/during.	にあって	In/during	During; in situation	Keep calm during battle	状況下での行為。	[sound:d927f62ff721.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:low source:shin-kanzen
困難な時代にあって歩み続けた。	こんなんなじだいにあってあゆみつづけた。	にあって: In/during.	にあって	In/during	During; in situation	Continued in difficult times	困難克服。	[sound:af2d68b4bfbb.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:low source:shin-kanzen
子供なりに精一杯頑張った。	こどもなりにせいいっぱいがんばった。	なりに: In own way.	なりに	In own way	Each in own manner	Did best as child	限定的最善。	[sound:ebbf2c675df8.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top5k source:shin-kanzen
その状況なりに対応した。	そのじょうきょうなりにたいおうした。	なりに: In own way.	なりに	In own way	Each in own manner	Responded to situation	状況適応。	[sound:97401efce7d7.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:intro frequency:low source:shin-kanzen
努力なくして成功はない。	どりょくなくしてせいこうはない。	なくして: Without.	なくして	Without	Marks necessary condition	No success without effort	必要条件強調。	[sound:c032890755e7.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:intro frequency:top10k source:shin-kanzen
愛なくしては生きられない。	あいなくしてはいきられない。	なくしては: Without.	なくしては	Without	Marks necessary condition	Can't live without love	存在的必要。	[sound:c29ae79e8efb.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
そうともなれば行かねばならぬ。	そうともなればいかねばならぬ。	ともなれば: If becomes such.	ともなれば	If becomes such	When circumstances emerge	Must go if so	条件的必然。	[sound:5665ac330264.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard source:shin-kanzen
戦争ともなると違う話だ。	せんそうともなるとちがうはなしだ。	ともなると: When comes to.	ともなると	When comes to	When condition emerges	Different if becomes war	限定的異なり。	[sound:a7890c871425.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:intro frequency:top5k source:shin-kanzen
彼が来たや否や議論が始まった。	かれがきたやひやぎろんがはじまった。	や否や: No sooner/as soon as.	や否や	No sooner/as soon as	No sooner X than Y	Debate started right away	瞬時的開始。	[sound:9f8ccc424ad2.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
火がついたや否や燃え広がった。	ひがついたやひやもえひろがった。	や否や: No sooner/as soon as.	や否や	No sooner/as soon as	No sooner X than Y	Fire spread instantly	瞬時的拡大。	[sound:7c26880bb1ab.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
見つけたや否や誰もが走ってきた。	みつけたやひやだれもがはしってきた。	や否や: No sooner/as soon as.	や否や	No sooner/as soon as	No sooner X than Y	Everyone came running	瞬時的集結。	[sound:03d97c44abfb.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
読みながらにして理解した。	よみながらにしてりかいした。	ながらにして: While literary.	ながらにして	While literary	While doing X; literary form	Understood while reading	読解同時。	[sound:7916e19f8e33.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
聞きながらにして学んだ。	ききながらにしてまなんだ。	ながらにして: While literary.	ながらにして	While literary	While doing X; literary form	Learned while listening	学習同時。	[sound:b0dcb2ea51fd.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:intro frequency:top10k source:shin-kanzen
その日にして終わりだ。	そのにちにしておわりだ。	にして: At time of; manner.	にして	At time of; manner	Marks time or manner; literary	That day marks the end	時点的終焉。	[sound:d6ab054ff1cc.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:intro frequency:top5k source:shin-kanzen
暗黒の時代にあって光を求めた。	あんこくのじだいにあってひかりをもとめた。	にあって: In/during.	にあって	In/during	During; in situation	Sought light in dark times	希望追求。	[sound:87dad89c4152.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top5k source:shin-kanzen
平和の時代なりに進歩した。	へいわのじだいなりにしんぽした。	なりに: In own way.	なりに	In own way	Each in own manner	Made progress in peace time	時代的進展。	[sound:ccb7b0fbb095.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
知識なくして判断できない。	ちしきなくしてはんだんできない。	なくして: Without.	なくして	Without	Marks necessary condition	Can't judge without knowledge	判断的必要。	[sound:3de2025e7cb9.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
結婚ともなると人生が変わる。	けっこんともなるとじんせいがかわる。	ともなると: When comes to.	ともなると	When comes to	When condition emerges	Life changes when married	人生的変化。	[sound:567a46298fc5.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
彼がそう言ったや否や反論した。	かれがそういったやひやはんろんした。	や否や: No sooner/as soon as.	や否や	No sooner/as soon as	No sooner X than Y	Countered right away	瞬時的反駁。	[sound:7261b0f18041.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:standard frequency:top10k source:shin-kanzen
走りながらにして呼んだ。	はしりながらにしてよんだ。	ながらにして: While literary.	ながらにして	While literary	While doing X; literary form	Called while running	行動同時。	[sound:9968131bb297.mp3]	module:05-n1 jlpt:n1 point:や否や complexity:intro source:shin-kanzen
