#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::05 - N1 Grammar::Recognition

年上だからといって、必ずしも先輩とは限らない。	としうえだからといって、かならずしもせんぱいとはかぎらない。	Just because someone is older doesn't mean they're necessarily a senior.	とは限らない	noun + とは + 限らない	とは: formal definitional/contrastive marker — characterizes or redefines X	possibility	hierarchy	[sound:fc89f3599ebc.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top10k source:shin-kanzen
今日が最後とは限りません。	きょうがさいごとはかぎりません。	Today isn't necessarily the last time.	とは限りません	noun + とは + 限りません	とは: formal definitional/contrastive marker — characterizes or redefines X	future open	hope	[sound:25fa927e4a73.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:low source:shin-kanzen
給料は安いとは言うものの、やりがいがある。	きゅうりょうはやすいとはいうものの、やりがいがある。	Although the salary is low, the work is fulfilling.	とは言うものの	statement + とは + いう + ものの + but	とは: formal definitional/contrastive marker — characterizes or redefines X	concessive	work	[sound:f141871acc69.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top10k source:shin-kanzen
彼は好人物とは言いがたい。	かれはこうじんぶつとはいいがたい。	It's hard to say he's a good person.	とは言いがたい	noun + とは + 言いがたい	とは: formal definitional/contrastive marker — characterizes or redefines X	judgment	character	[sound:790534b54e8e.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top10k source:shin-kanzen
時間がないので、やむを得ず途中で帰った。	じかんがないので、やむをえずとちゅうでかえった。	Because of time, I had no choice but to leave midway.	やむを得ず	reason + ので + やむを得ず + verb	やむを得ず: forced-action — no choice but to; circumstances compelled	necessity	leaving	[sound:b069d3275436.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top5k source:shin-kanzen
彼がそんなことをするよもやあるまい。	かれがそんなことをするよもやあるまい。	Surely he would never do such a thing.	よもや...まい	yomoya + verb + まい	よもや: literary strong negation — 'surely not'; emphatic disbelief	negation	action	[sound:1e763e285fe9.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top5k source:shin-kanzen
最終的な成功とは言いがたいが、進歩した。	さいしゅうてきなせいこうとはいいがたいが、しんぽした。	It's hard to call it final success, but we made progress.	とは言いがたい	noun + とは + 言いがたい + が + verb	とは: formal definitional/contrastive marker — characterizes or redefines X	qualification	progress	[sound:c21343e6487d.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top10k source:shin-kanzen
完璧とは限らないが、良い成果だ。	かんぺきとはかぎらないが、よいせいかだ。	It's not necessarily perfect, but it's a good result.	とは限らない	noun + とは + 限らない	とは: formal definitional/contrastive marker — characterizes or redefines X	qualification	outcome	[sound:472988240508.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:low source:shin-kanzen
楽しいとは言うものの、大変な仕事だ。	たのしいとはいうものの、たいへんなしごとだ。	Although it's enjoyable, it's hard work.	とは言うものの	adj + とは + いう + ものの	とは: formal definitional/contrastive marker — characterizes or redefines X	paradox	labor	[sound:70aa2772ad58.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top1k source:shin-kanzen
素人とは言いがたい彼の技術力。	しろうととはいいがたいかれのぎじゅつりょく。	His technical skill is more than just an amateur level.	とは言いがたい	noun + とは + 言いがたい + noun	とは: formal definitional/contrastive marker — characterizes or redefines X	judgment	expertise	[sound:a8e5abab78a6.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:low source:shin-kanzen
予算がないので、やむを得ずプロジェクトを中止した。	よさんがないので、やむをえずぷろじぇくとをちゅうしした。	Due to lack of budget, we had no choice but to cancel the project.	やむを得ず	noun + が + ないので + やむを得ず	やむを得ず: forced-action — no choice but to; circumstances compelled	necessity	business	[sound:c75d130b806d.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top10k source:shin-kanzen
私たちが失敗するよもやあるまい。	わたしたちがしっぱいするよもやあるまい。	Surely we won't fail.	よもや...まい	pronoun + verb + よもや + まい	よもや: literary strong negation — 'surely not'; emphatic disbelief	confidence	determination	[sound:56a223b791de.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top5k source:shin-kanzen
彼の意見とは限らない。彼女も同じかもしれない。	かれのいけんとはかぎらない。かのじょもおなじかもしれない。	It's not necessarily his opinion. she might have the same one.	とは限らない	noun + とは + 限らない	とは: formal definitional/contrastive marker — characterizes or redefines X	uncertainty	opinion	[sound:9e22cf6fa62a.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top5k source:shin-kanzen
給料が高いとは言うものの、責任も大きい。	きゅうりょうがたかいとはいうものの、せきにんもおおきい。	Although the salary is high, the responsibility is also great.	とは言うものの	noun + が + adj + とは + いう + ものの	とは: formal definitional/contrastive marker — characterizes or redefines X	trade-off	work	[sound:e18e8199610e.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top10k source:shin-kanzen
プロとは言いがたいが、いい成果を出した。	ぷろとはいいがたいが、いいせいかをだした。	It's hard to call him a pro, but he produced good results.	とは言いがたい	noun + とは + 言いがたい	とは: formal definitional/contrastive marker — characterizes or redefines X	qualification	performance	[sound:010c86cc9c3e.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:low source:shin-kanzen
資金がないので、やむを得ず規模を縮小した。	しきんがないので、やむをえずきぼをしゅくしょうした。	Due to lack of funds, we had to downsize inevitably.	やむを得ず	noun + が + ないので + やむを得ず	やむを得ず: forced-action — no choice but to; circumstances compelled	necessity	business	[sound:673c9266e71f.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:low source:shin-kanzen
こんなことが起きるよもやあるまいと思っていた。	こんなことがおきるよもやあるまいとおもっていた。	I never thought such a thing could happen.	よもや...あるまい	phrase + よもや + あるまい	よもや: literary strong negation — 'surely not'; emphatic disbelief	negation	expectation	[sound:368c2dccbe5d.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top1k source:shin-kanzen
あなたの意見とは言うものの、納得できません。	あなたのいけんとはいうものの、なっとくできません。	Although what you say, I still can't agree.	とは言うものの	noun + とは + いう + ものの + phrase	とは: formal definitional/contrastive marker — characterizes or redefines X	conflict	opinion	[sound:9787f69ffc85.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top10k source:shin-kanzen
彼がそれを知っているとは限らない。	かれがそれをしっているとはかぎらない。	It's not necessarily the case that he knows that.	とは限らない	noun + が + V + とは + 限らない	とは: formal definitional/contrastive marker — characterizes or redefines X	uncertainty	knowledge	[sound:e3df395229b9.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top5k source:shin-kanzen
素晴らしいとは言いがたいが、まあいい。	すばらしいとはいいがたいが、まあいい。	It's hard to call it wonderful, but that's okay.	とは言いがたい	adj + とは + 言いがたい + が	とは: formal definitional/contrastive marker — characterizes or redefines X	resignation	quality	[sound:680d88845aa1.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top10k source:shin-kanzen
忙しいので、やむを得ず参加できませんでした。	いそがしいので、やむをえずさんかできませんでした。	I was busy and regrettably couldn't attend.	やむを得ず	adj + ので + やむを得ず	やむを得ず: forced-action — no choice but to; circumstances compelled	necessity	event	[sound:1f03383a6d5d.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top10k source:shin-kanzen
彼がそこにいるよもやあるまい。	かれがそこにいるよもやあるまい。	Surely he won't be there.	よもや...あるまい	pronoun + が + location + に + よもや + あるまい	よもや: literary strong negation — 'surely not'; emphatic disbelief	negation	location	[sound:10dedbbdf9a8.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard frequency:top5k source:shin-kanzen
田中に報告させた。	たなかにほうこくさせた。	I made Tanaka report	contrast-derived	V-nai-stem + させた (causative: made/let someone do V)	I made Tanaka report	させた = I caused action, させられた = I was forced	させた vs させられた	[sound:3474262238f2.mp3]	module:05-n1 jlpt:n1 point:とは complexity:intro confusable-with:させられた frequency:top10k source:shin-kanzen
私は田中に報告させられた。	わたしはたなかにほうこくさせられた。	I was made to report to Tanaka	contrast-derived	V-nai-stem + させられた (causative-passive: was made to V against will)	I was made to report to Tanaka	させられた = I was forced, させた = I caused	させられた vs させた	[sound:0be7ec903c96.mp3]	module:05-n1 jlpt:n1 point:とは complexity:standard confusable-with:させた frequency:top10k source:shin-kanzen
