#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar (Strict)::05 - N1 Grammar::Recognition

昨年度に実施した大規模な改革が成果を出した。	さくねんどにじっししただいきぼなかいかくがせいかをだした。	The large-scale reform implemented in the previous fiscal year produced results.	relative clause	past modification	Big modifier chain	achievement	modification	[sound:d68939a3a780.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
長年にわたって研究してきた複雑な問題についに解決策が見つかった。	ながねんにわたってけんきゅうしてきたふくざつなもんだいについにかいけつさくがみつかった。	Finally, a solution was found to the complex problem studied for many years.	relative clause	extended modification	Long chain modifier	discovery	modification	[sound:50cae0535d31.mp3]	module:05-n1 jlpt:n1 point:という complexity:advanced frequency:top10k source:shin-kanzen
国民が強く望んできた政策がようやく実現した。	こくみんがつよくのぞんできたせいさくがようやくじつげんした。	The policy that the people have long desired finally came true.	relative clause	participial modification	Popular desire	realization	modification	[sound:727768e920e1.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
その文献において論述されたところの概念が重要である。	そのぶんけんにおいてろんじゅされたところのがいねんがじゅうようである。	The concept described in that literature is important.	〜ところの	nominalization	Described concept	literature	specification	[sound:faa1677672e0.mp3]	module:05-n1 jlpt:n1 point:という complexity:advanced frequency:low source:shin-kanzen
彼が指摘したところを改善する必要がある。	かれがしてきしたところをかいぜんするひつようがある。	We need to improve what he pointed out.	〜ところを	object scope	What he pointed out	improvement	specification	[sound:47c65392781c.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
社長の述べたところの方針に基づいて実行する。	しゃちょうのべたところのほうしんにもとづいてじっこうする。	We execute based on the policy stated by the president.	〜ところの	nominalization	President's policy	implementation	specification	[sound:f9621cc4b98f.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
その状況をした対応が求められている。	そのじょうきょうをしたたいおうがもとめられている。	A response to that situation is required.	〜とした	manner specification	Response to situation	requirement	manner	[sound:cb608833c185.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
専門的知識にして初めて理解できる内容である。	せんもんてきちしきにしてはじめてりかいできるないようである。	It is content that can only be understood with expert knowledge.	〜にして	condition+manner	Only with expertise	understanding	condition	[sound:044e299e26d6.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:top10k source:shin-kanzen
高い道徳心にして可能な判断である。	たかいどうとくしんにしてかのうなはんだんである。	It is a judgment only possible with high morality.	〜にして	condition	With high morality	judgment	condition	[sound:ed8f82baf8ac.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:top10k source:shin-kanzen
多くの人々が共感した深い思想とした著作である。	おおくのじんじんがきょうかんしたふかいしそうとしたちょさくである。	It is a work based on deep thought that many empathize with.	〜とした	basis specification	Deep thought work	literature	basis	[sound:270e78af0281.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
世界中から集まった優秀な研究者が協力する。	せかいじゅうからあつまったゆうしゅなけんきゅうしゃがきょうりょくする。	Excellent researchers gathered from around the world cooperate.	past participle	relative clause	Gathered researchers	cooperation	modification	[sound:2fe7537cfb9c.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:top10k source:shin-kanzen
政府が推進する新規事業プログラムが開始された。	せいふがすいしんするしんきじぎょうプログラムがかいしされた。	A new business program promoted by the government was launched.	present participle	relative clause	Government program	launch	modification	[sound:e26e48216110.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
その組織内で起きた多くの問題に対応する。	そのそしきないでおきたおおくのもんだいにたいおうする。	We address the many problems that occurred within that organization.	past participle	relative clause	Organization problems	problem-solving	modification	[sound:04267d0bb071.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
著者が最後に述べたところの結論は重要だ。	ちょしゃがさいごにべたところのけつろんはじゅうようだ。	The conclusion stated by the author at the end is important.	nominalization	〜ところの	Author's conclusion	importance	specification	[sound:1445ea247f81.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:top10k source:shin-kanzen
専門家が指摘したところを十分に検討する。	せんもんかがしてきしたところをじゅうぶんにけんとうする。	We carefully consider what the expert pointed out.	object scope	〜ところを	Expert's points	deliberation	specification	[sound:2090c2ad5717.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
新しい戦略にして初めて成功できた。	あたらしいせんりゃくにしてはじめてせいこうできた。	Only with the new strategy were we able to succeed.	condition	〜にして	With new strategy	success	condition	[sound:cf05c74226c6.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:top10k source:shin-kanzen
強い意志にして為し遂げることができた。	つよいいしにしてなしとげることができた。	Only with strong will were we able to accomplish it.	condition	〜にして	With strong will	accomplishment	condition	[sound:abb6bb0aaaa7.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
その理論を基礎とした新しい分析方法である。	そのりろんをきそとしたあたらしいぶんせきほうほうである。	It is a new analysis method based on that theory.	basis specification	〜とした	New method	analysis	basis	[sound:f0da92c13033.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
複数の観点からした多角的な検討が必要だ。	ふくすうのかんてんからしただかくてきなけんとうがひつようだ。	Multi-faceted examination from multiple perspectives is necessary.	viewpoint specification	〜からした	Multi-perspective	examination	viewpoint	[sound:c51a030d3fcf.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
数年かけて準備した大きなプロジェクトが動き始めた。	すうねんかけてじゅんびしたおおきなプロジェクトがうごきはじめた。	A major project prepared over several years began moving.	past participle	relative clause	Major project	movement	modification	[sound:3a8f5f7a12d3.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
国際的な基準に基づいて構築されたシステムである。	こくさいてきなきじゅんにもとづいてこうちくされたシステムである。	It is a system built based on international standards.	past participle	relative clause	International system	structure	modification	[sound:f7c4784569f1.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
開発段階で明らかになった課題に対処する。	かいはつだんかいであきらかになったかだいにたいしょする。	We address issues that became clear during development.	past participle	relative clause	Development issues	problem-solving	modification	[sound:2af3b15b0f61.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
著者が最初に述べたところの主張は今も有効だ。	ちょしゃがさいしょにべたところのしゅちょうはいまもゆうこうだ。	The claim initially stated by the author remains valid.	nominalization	〜ところの	Author's claim	validity	specification	[sound:10e839b907a4.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:top10k source:shin-kanzen
研究チームが示したところの可能性を探る。	けんきゅうチームがしめしたところのかのうせいをさぐる。	We explore the possibilities shown by the research team.	nominalization	〜ところの	Shown possibilities	exploration	specification	[sound:ace3a964b0e0.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
改革の必要性を認識させたところを基に改善する。	かいかくのひつようせいをにんしきさせたところをもとにかいぜんする。	We improve based on what led to recognizing the need for reform.	object scope	〜ところを	Reform foundation	improvement	specification	[sound:1af5d6daefbf.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
最新の知識にして初めて理解可能な内容だ。	さいしんのちしきにしてはじめてりかいかのうなないようだ。	It is content only understandable with the latest knowledge.	condition	〜にして	With latest knowledge	understanding	condition	[sound:dcccee5e0889.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:top10k source:shin-kanzen
高度な技術にして成し遂げられた成果である。	こうどなぎじゅつにしてなしとげられたせいかである。	It is an achievement accomplished only with advanced technology.	condition	〜にして	With advanced technology	achievement	condition	[sound:425c96a2e9a3.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
多くの関係者の支援とした計画である。	おおくのかんけいしゃのしえんとしたけいかくである。	It is a plan supported by many stakeholders.	basis specification	〜とした	Stakeholder plan	planning	basis	[sound:ca46abf57601.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:top10k source:shin-kanzen
複雑な背景を持つ事件とした詳細な調査が必要だ。	ふくざつなはいけいをもつじけんとしたしょうさいなちょうさがひつようだ。	Detailed investigation is needed for an incident with complex background.	basis specification	〜とした	Complex incident	investigation	basis	[sound:c09b42f7d4e7.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
国民の強い要望からした政策転換であった。	こくみんのつよいようぼうからしたせいさくてんかんであった。	It was a policy shift resulting from strong public demand.	source specification	〜からした	Public demand	shift	source	[sound:306ff5cfe159.mp3]	module:05-n1 jlpt:n1 point:という complexity:standard frequency:low source:shin-kanzen
