#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::02 - N4 Grammar::Production

Child was forced to get vaccinated.	子どもは医者に予防接種をさせられた。	こどもはいしゃによぼうせっしゅをさせられた。	子どもは医者に予防接種をさせられた。	させられた: forced + suffered — child was made to get injection; unwilling, endured	[sound:ab9586244d47.mp3]	module:02-n4 jlpt:n4 point:causative-passive complexity:advanced source:shin-kanzen frequency:top10k
Workers were forced to work long hours.	労働者は長時間働かされた。	ろうどうしゃはちょうじかんはたらかされた。	労働者は長時間働かされた。	させられた: forced labor endured — workers made to work long hours against will	[sound:b27bad4b2589.mp3]	module:02-n4 jlpt:n4 point:causative-passive complexity:advanced source:shin-kanzen frequency:top10k
I am forced by mother to clean.	私は母に掃除させられている。	わたしはははにそうじさせられている。	私は母に掃除させられている。	させられている: habitual forced endurance — regularly made to clean; ongoing resentment	[sound:62e341015293.mp3]	module:02-n4 jlpt:n4 point:causative-passive complexity:advanced source:shin-kanzen frequency:top1k
Athletes were forced to practice.	選手は練習をさせられた。	せんしゅはれんしゅうをさせられた。	選手は練習をさせられた。	させられた: institutional compulsion — athlete made to practice; authority imposes	[sound:f4cf1917a9d2.mp3]	module:02-n4 jlpt:n4 point:causative-passive complexity:advanced source:shin-kanzen frequency:top10k
Students are forced to do homework.	生徒たちは宿題をさせられている。	せいとたちはしゅくだいをさせられている。	生徒たちは宿題をさせられている。	させられている: educational coercion — students habitually given homework; passive role	[sound:8cc5a711266e.mp3]	module:02-n4 jlpt:n4 point:causative-passive complexity:advanced source:shin-kanzen frequency:top1k
He is forced to write reports daily.	彼は毎日報告書を書かされている。	かれはまいにちほうこくしょをかかされている。	彼は毎日報告書を書かされている。	させられている: workplace compulsion — made to write daily; continuing imposition	[sound:60c8ee40abc8.mp3]	module:02-n4 jlpt:n4 point:causative-passive complexity:advanced source:shin-kanzen frequency:top10k
Employee was left waiting at home.	社員は家で待たされてしまった。	しゃいんはいえでまたされてしまった。	社員は家で待たされてしまった。	させられた: social pressure compliance — was made to apologize; forced to yield	[sound:a414e16d6df0.mp3]	module:02-n4 jlpt:n4 point:causative-passive complexity:advanced source:shin-kanzen frequency:top1k
Patient was forced to take new medicine.	患者は新薬を飲ませられた。	かんじゃはしんやくをのませられた。	患者は新薬を飲ませられた。	させられた: authority command endured — made to stop; no choice but to comply	[sound:c08c3822caca.mp3]	module:02-n4 jlpt:n4 point:causative-passive complexity:advanced source:shin-kanzen frequency:top10k
Soldiers were forced to march.	兵士は行進させられた。	へいしはこうしんさせられた。	兵士は行進させられた。	させられた: emotional manipulation — made to feel something; forced inner state	[sound:956c9435318a.mp3]	module:02-n4 jlpt:n4 point:causative-passive complexity:advanced source:shin-kanzen frequency:low
Student was forced to stand in classroom.	生徒は教室で立たされた。	せいとはきょうしつでたたされた。	生徒は教室で立たされた。	させられた: unexpected compulsion — circumstances forced an unwanted action	[sound:fb7f69e2d964.mp3]	module:02-n4 jlpt:n4 point:causative-passive complexity:advanced source:shin-kanzen frequency:top1k
