#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::02 - N4 Grammar::Production

I made the child eat vegetables.	子供に野菜を食べさせた。	こどもにやさいをたべさせた。	子供に野菜を食べさせた。	使役: forced action — parent compels child to eat; child has no choice	[sound:89a23c09c9d4.mp3]	module:02-n4 jlpt:n4 point:causative source:shin-kanzen frequency:top1k complexity:intro
The teacher makes students do homework.	学生に宿題をさせている。	がくせいにしゅくだいをさせている。	学生に宿題をさせている。	使役: habitual imposition — teacher regularly assigns homework as obligation	[sound:2232aef2bf4e.mp3]	module:02-n4 jlpt:n4 point:causative source:shin-kanzen frequency:top1k complexity:intro
I let my child choose freely.	子供に好きなことをさせている。	こどもにすきなことをさせている。	子供に好きなことをさせている。	使役 (permissive): allow free choice — parent permits child to do preferred activity	[sound:82fb2e7342ff.mp3]	module:02-n4 jlpt:n4 point:causative source:shin-kanzen frequency:top1k complexity:standard
Please let the students ask questions.	学生に質問させてください。	がくせいにしつもんさせてください。	学生に質問させてください。	使役 (permission): request-causative — asking another to allow speaker's action	[sound:981db8f94da4.mp3]	module:02-n4 jlpt:n4 point:causative source:shin-kanzen frequency:top1k complexity:standard
I let him choose freely.	彼に自由に選ばせた。	かれにじゆうにえらばせた。	彼に自由に選ばせた。	使役 (permission): grant autonomy — allow person to choose freely; non-coercive	[sound:9444e44981e7.mp3]	module:02-n4 jlpt:n4 point:causative source:shin-kanzen frequency:top5k complexity:intro
I let my wife invite friends over.	妻に友人を招待させた。	つまにゆうじんをしょうたいさせた。	妻に友人を招待させた。	使役 (delegate): assign task downward — superior delegates action to spouse	[sound:0c0b37e15ac8.mp3]	module:02-n4 jlpt:n4 point:causative source:shin-kanzen frequency:top10k complexity:intro
The coach ordered the players to play the match.	選手たちに試合をさせろ。	せんしゅたちにしあいをさせろ。	選手たちに試合をさせろ。	使役 (forced): coercion with emotion — made to laugh/cry; emotional state induced	[sound:52f54d8c919e.mp3]	module:02-n4 jlpt:n4 point:causative source:shin-kanzen frequency:top10k complexity:intro
The parent put the child to sleep.	親が子供を寝かせた。	おやがこどもをねかせた。	親が子供を寝かせた。	使役 (permissive): enabling expression — give permission for action to proceed	[sound:4ebd9845cdac.mp3]	module:02-n4 jlpt:n4 point:causative source:shin-kanzen frequency:top5k complexity:intro
She made him wait for an hour.	彼女が彼を待たせた。	かのじょがかれをまたせた。	彼女が彼を待たせた。	使役 (forced wait): subject made object wait — kept him waiting	[sound:4128453625b4.mp3]	module:02-n4 jlpt:n4 point:causative source:shin-kanzen frequency:top5k complexity:intro
The director made the actor recite lines.	監督が役者に台詞を言わせた。	かんとくがやくしゃにせりふをいわせた。	監督が役者に台詞を言わせた。	使役 (causal): indirect cause — speaker causes condition through their action	[sound:951a6344bf14.mp3]	module:02-n4 jlpt:n4 point:causative source:shin-kanzen frequency:low complexity:standard
The store manager made the part-timer clean up.	店長がアルバイトを掃除させた。	てんちょうがあるばいとをそうじさせた。	店長がアルバイトを掃除させた。	使役: authority imposition — manager compels subordinate's action	[sound:2702d052462e.mp3]	module:02-n4 jlpt:n4 point:causative source:shin-kanzen frequency:top1k complexity:standard
Please let me explain.	説明させてください。	せつめいさせてください。	説明させてください。	使役 (request-permission): humble request — please let me explain	[sound:8e59df7e03cb.mp3]	module:02-n4 jlpt:n4 point:causative source:shin-kanzen frequency:top5k complexity:intro
May I humbly ask you a question?	質問させていただけますか。	しつもんさせていただけますか。	質問させていただけますか。	使役 (humble request): ていただく + 使役 — may I be permitted to ask	[sound:c7e0822d62f8.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard source:shin-kanzen frequency:top1k
Please let me try once.	一度試させてもらえますか。	いちどためさせてもらえますか。	一度試させてもらえますか。	使役 (humble request): could I be allowed to try just once	[sound:534bf973b6e3.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard source:shin-kanzen frequency:top5k
I made him run around the track.	彼を走らせた。	かれをはしらせた。	彼を走らせた。	使役 (direct command): made/let him run — direct causation by speaker	[sound:aca9ca249f9b.mp3]	module:02-n4 jlpt:n4 point:causative source:shin-kanzen frequency:top5k complexity:intro
