#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar::02 - N4 Grammar::Contrast

子どもは医者に予防接種を___。	させられた	させた	させられた	child as victim	させられた = passive	[sound:ab9586244d47.mp3]	module:02-n4 jlpt:n4 point:causative-passive frequency:top10k complexity:standard confusable-with:させた source:shin-kanzen
労働者は長時間働かされた。	させられた	させた	させられた	workers suffer	させられた = unwilling	[sound:b27bad4b2589.mp3]	module:02-n4 jlpt:n4 point:causative-passive frequency:top10k complexity:standard confusable-with:させた source:shin-kanzen
私は母に掃除___。	させられている	させている	させられている	forced ongoing	させられている = suffering	[sound:62e341015293.mp3]	module:02-n4 jlpt:n4 point:causative-passive frequency:top1k complexity:standard confusable-with:させている source:shin-kanzen
選手は練習を___。	させられた	させた	させられた	athlete perspective	させられた = endure	[sound:f4cf1917a9d2.mp3]	module:02-n4 jlpt:n4 point:causative-passive frequency:top10k complexity:intro confusable-with:させた source:shin-kanzen
生徒たちは宿題を___。	させられている	させている	させられている	students as victims	させられている = burden	[sound:8cc5a711266e.mp3]	module:02-n4 jlpt:n4 point:causative-passive frequency:top1k complexity:standard confusable-with:させている source:shin-kanzen
彼は毎日報告書を___。	書かされている	書かせている	書かされている	forced daily task	させられている = suffering	[sound:60c8ee40abc8.mp3]	module:02-n4 jlpt:n4 point:causative-passive frequency:top10k complexity:standard confusable-with:書かせている source:shin-kanzen
社員は家で待たされてしまった。	待たされた	待たせた	待たされた	unfair waiting	させられた = victim	[sound:a414e16d6df0.mp3]	module:02-n4 jlpt:n4 point:causative-passive frequency:top1k complexity:standard confusable-with:待たせた source:shin-kanzen
患者は新薬を___。	飲ませられた	飲ませた	飲ませられた	patient forced	させられた = endure	[sound:c08c3822caca.mp3]	module:02-n4 jlpt:n4 point:causative-passive frequency:top10k complexity:standard confusable-with:飲ませた source:shin-kanzen
兵士は行進___。	させられた	させた	させられた	military order	させられた = comply	[sound:956c9435318a.mp3]	module:02-n4 jlpt:n4 point:causative-passive frequency:low complexity:intro confusable-with:させた source:shin-kanzen
生徒は教室で___。	立たされた	立たせた	立たされた	punishment perspective	させられた = punishment	[sound:fb7f69e2d964.mp3]	module:02-n4 jlpt:n4 point:causative-passive frequency:top1k complexity:intro confusable-with:立たせた source:shin-kanzen
