#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::02 - N4 Grammar::Recognition

雪が降ろうとしているところだ。	ゆきがふろうとしているところだ。	It is about to start snowing.	たところだ (just-completed)	V-dict + ところだ (about to V; just about to happen)	Imminent action	-るところだ: about to happen — -ているところだ: in the middle of happening	-るところだ vs -ているところだ	[sound:958bc365fa46.mp3]	module:02-n4 jlpt:n4 point:たところだ complexity:standard confusable-with:ているところだ frequency:top1k source:shin-kanzen
今、彼女が散歩しているところだ。	いま、かのじょがさんぽしているところだ。	She is taking a walk right now.	たところだ (just-completed)	V-ている + ところだ (in the middle of V; right now)	Ongoing action	-ているところだ: ongoing action — -たところだ: just finished	-ているところだ vs -たところだ	[sound:387e4057a640.mp3]	module:02-n4 jlpt:n4 point:たところだ complexity:standard confusable-with:たところだ frequency:top5k source:shin-kanzen
彼は病院から出たところだ。	かれはびょういんからでたところだ。	He has just left the hospital.	たところだ (just-completed)	V-た + ところだ (just finished V; just a moment ago)	Recent completion	-たところだ: just left — -るところだ: about to leave	-たところだ vs -るところだ	[sound:a8bcc22c1bca.mp3]	module:02-n4 jlpt:n4 point:たところだ complexity:standard confusable-with:るところだ frequency:top10k source:shin-kanzen
夕食を食べ終わったところです。	ゆうしょくをたべおわったところです。	I have just finished eating dinner.	たところだ (just-completed)	V-た + ところだ (just finished V; just a moment ago)	Recent completion	-たところ: just finished — -ているところ: eating right now	-たところだ vs -ているところです	[sound:bbc598d66e02.mp3]	module:02-n4 jlpt:n4 point:たところだ complexity:standard confusable-with:ているところです source:shin-kanzen
彼の報告が終わるところだ。	かれのほうこくがおわるところだ。	His report is about to finish.	たところだ (just-completed)	V-dict + ところだ (about to V; just about to happen)	Imminent action	-るところ: about to finish — -ているところ: in the middle of finishing	-るところだ vs -ているところだ	[sound:3c5ccd00a731.mp3]	module:02-n4 jlpt:n4 point:たところだ complexity:standard confusable-with:ているところだ frequency:top10k source:shin-kanzen
彼女は空港に着いたばかりだ。	かのじょはくうこうについたばかりだ。	She has just arrived at the airport.	たところだ (just-completed)	V-た + ところだ (just finished V; just a moment ago)	Recent completion	-たばかり: stresses immediacy — -たところだ: neutral recent completion	-たばかり vs -たところだ	[sound:62e7bd24fc1a.mp3]	module:02-n4 jlpt:n4 point:たところだ complexity:standard confusable-with:たばかり frequency:top5k source:shin-kanzen
昼食を食べたばかりなので、まだお腹いっぱいです。	ちゅうしょくをたべたばかりなので、まだおなかいっぱいです。	Since I just ate lunch, I'm still full.	たところだ (just-completed)	V-た + ばかり (just finished V; very recently)	Emphatic recency	-たばかり: literally just now — -たところ: both work but -たばかり stresses extreme recency	-たばかり vs -たところだ	[sound:c848abe520ce.mp3]	module:02-n4 jlpt:n4 point:たところだ complexity:standard confusable-with:たところだ frequency:top10k source:shin-kanzen
コンサートが終わったばかりだ。	こんさーとがおわったばかりだ。	The concert just ended.	たところだ (just-completed)	V-た + ばかり (just finished V; very recently)	Emphatic recency	-たばかり: super recent ("barely finished") — -たところだ: recently finished	-たばかり vs -たところだ	[sound:53c4213692aa.mp3]	module:02-n4 jlpt:n4 point:たところだ complexity:standard confusable-with:たところだ source:shin-kanzen
医学部を卒業したばかりだから、まだ医者になっていない。	いがくぶをそつぎょうしたばかりだから、まだいしゃになっていない。	Since I just graduated from medical school, I haven't become a doctor yet.	たところだ (just-completed)	V-た + ばかり (just finished V; very recently)	Emphatic recency	-たばかり: extreme recency — for neutral "just finished", use -たところだ	-たばかり vs -たところだ	[sound:a9b9c85f461c.mp3]	module:02-n4 jlpt:n4 point:たところだ complexity:advanced confusable-with:たところだ frequency:top5k source:shin-kanzen
会社を辞めたばかりだから、今は無職だ。	かいしゃをやめたばかりだから、いまはむしょくだ。	Since I just quit my job, I'm currently unemployed.	たところだ (just-completed)	V-た + ばかり (just finished V; very recently)	Emphatic recency	-たばかり: "literally just left" — more emphatic than -たところだ	-たばかり vs -たところだ	[sound:fddd4a046f69.mp3]	module:02-n4 jlpt:n4 point:たところだ complexity:standard confusable-with:たところだ frequency:top10k source:shin-kanzen
