#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar (Strict)::02 - N4 Grammar::Recognition

先生がいらっしゃいます。	せんせいがいらっしゃいます。	The teacher is here (honorific).	尊敬語	いらっしゃる	honorific existence	exist/come/go	[sound:4628b61b4fa1.mp3]	[sound:4628b61b4fa1.mp3]	module:02-n4 point:いらっしゃる complexity:intro frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
お客様が召し上がってください。	おきゃくさまがめしあがってください。	Please have (something to eat/drink).	尊敬語	召し上がる	honorific eating/drinking	eat/drink	[sound:2062ad0996f6.mp3]	[sound:2062ad0996f6.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
その絵をご覧になりましたか。	そのえをごらんになりましたか。	Did you look at that picture?	尊敬語	ご覧になる	honorific viewing	see/view	[sound:20b29e16083a.mp3]	[sound:20b29e16083a.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
先生が仰いました。	せんせいがぎょういました。	The teacher said.	尊敬語	おっしゃる	honorific speaking	say/speak	[sound:be5ee600b696.mp3]	[sound:be5ee600b696.mp3]	module:02-n4 point:いらっしゃる complexity:intro frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
先生がお書きになりました。	せんせいがおかきになりました。	The teacher wrote it.	尊敬語	お・になる	honorific + stem + になる	write	[sound:4100774244d7.mp3]	[sound:4100774244d7.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
お父さんがおられます。	おとうさんがおられます。	Father is here (archaic).	尊敬語	おられる	archaic honorific existence	exist	[sound:14600ebb6eb2.mp3]	[sound:14600ebb6eb2.mp3]	module:02-n4 point:いらっしゃる complexity:intro frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
どうぞ召し上がってください。	どうぞめしあがってください。	Please go ahead and eat.	尊敬語	召し上がる	invitation to eat	eat	[sound:c0a926978472.mp3]	[sound:c0a926978472.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
お父さんがお帰りになりました。	おとうさんがおかえりになりました。	Father returned home.	尊敬語	お・になる	honorific returning	return	[sound:e8ea819bb6c6.mp3]	[sound:e8ea819bb6c6.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
先生がご存じです。	せんせいがごぞんじです。	The teacher knows.	尊敬語	ご存じだ	honorific knowing	know	[sound:4b8dc92f97c3.mp3]	[sound:4b8dc92f97c3.mp3]	module:02-n4 point:いらっしゃる complexity:intro frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
母がお考えになりました。	ははがおかんがえになりました。	Mother considered.	尊敬語	お・になる	honorific thinking	think	[sound:4180ada5a787.mp3]	[sound:4180ada5a787.mp3]	module:02-n4 point:いらっしゃる complexity:intro frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
先生はお読みになりました。	せんせいはおよみになりました。	The teacher read it.	尊敬語	お・になる	honorific reading	read	[sound:2c6ce06a1f03.mp3]	[sound:2c6ce06a1f03.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
赤ちゃんがお生まれになりました。	あかちゃんがおうまれになりました。	A baby was born.	尊敬語	お・になる	honorific birth	be born	[sound:1a965968bb1c.mp3]	[sound:1a965968bb1c.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
医者さんがおっしゃいました。	いしゃさんがおっしゃいました。	The doctor said.	尊敬語	おっしゃる	honorific speaking	say	[sound:eea354e18e61.mp3]	[sound:eea354e18e61.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
田中さんがいらっしゃいました。	たなかさんがいらっしゃいました。	Tanaka came.	尊敬語	いらっしゃる	honorific arrival	come	[sound:d805c26ed5be.mp3]	[sound:d805c26ed5be.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
雨がお降りになります。	あめがおおりになります。	It will rain.	尊敬語	お・になる	honorific weather	fall (rain)	[sound:9b6e87a0eb2f.mp3]	[sound:9b6e87a0eb2f.mp3]	module:02-n4 point:いらっしゃる complexity:intro frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
先生がお作りになりました。	せんせいがおつくりになりました。	The teacher made it.	尊敬語	お・になる	honorific creation	make	[sound:72c6e42223a4.mp3]	[sound:04ffd4f2ff5f.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:low source:dictionary-of-jp-grammar sense:keigo-alternatives
お客様がお待ちです。	おきゃくさまがおまちです。	The guest is waiting.	尊敬語	お・です	honorific waiting	wait	[sound:edc88c9ce34a.mp3]	[sound:edc88c9ce34a.mp3]	module:02-n4 point:いらっしゃる complexity:intro frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
上司がご覧になります。	じょうしがごらんになります。	My boss will look.	尊敬語	ご・になる	honorific viewing	see	[sound:0b5a093c82a0.mp3]	[sound:0b5a093c82a0.mp3]	module:02-n4 point:いらっしゃる complexity:intro frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
社長がお話しになりました。	しゃちょうがおはなしになりました。	The president spoke.	尊敬語	お・になる	honorific speaking	speak	[sound:0bcd1d4e4fe6.mp3]	[sound:0bcd1d4e4fe6.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
先輩がくださいました。	せんぱいがおくださいました。	The senior gave (it).	尊敬語	下さる	honorific giving	give	[sound:9e6f12801ab0.mp3]	[sound:54436fffceef.mp3]	module:02-n4 point:いらっしゃる complexity:intro frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
先生がお休みになります。	せんせいがおやすみになります。	The teacher will take a rest.	尊敬語	お・になる	honorific resting	rest	[sound:d91e77f990a3.mp3]	[sound:d91e77f990a3.mp3]	module:02-n4 point:いらっしゃる complexity:intro frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
お母さんがお見えになりました。	おかあさんがおみえになりました。	Mother appeared.	尊敬語	お見えになる	honorific appearing	appear	[sound:d6b803e5f80e.mp3]	[sound:d6b803e5f80e.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
社員がお越しになりました。	しゃいんがおこしになりました。	An employee came.	尊敬語	お越しになる	honorific coming	come	[sound:a062a6ffadfd.mp3]	[sound:a062a6ffadfd.mp3]	module:02-n4 point:いらっしゃる complexity:standard source:dictionary-of-jp-grammar sense:keigo-alternatives
先生がお忙しいです。	せんせいがおいそがしいです。	The teacher is busy.	尊敬語	お・です	honorific adjective	busy	[sound:c7f99e1c1da7.mp3]	[sound:c7f99e1c1da7.mp3]	module:02-n4 point:いらっしゃる complexity:intro frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
お父さんがいらっしゃらない。	おとうさんがいらっしゃらない。	Father is not here.	尊敬語	いらっしゃる	negative honorific	not exist	[sound:54d5a517a977.mp3]	[sound:54d5a517a977.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
田中さんがお住みになります。	たなかさんがおすみになります。	Tanaka lives (in).	尊敬語	お・になる	honorific living	live	[sound:614152140868.mp3]	[sound:614152140868.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
先生がお受けになりました。	せんせいがおうけになりました。	The teacher accepted.	尊敬語	お・になる	honorific accepting	accept	[sound:4634a2dfbef7.mp3]	[sound:4634a2dfbef7.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
お医者さんがおられました。	おいしゃさんがおられました。	The doctor was there.	尊敬語	おられる	archaic honorific past	exist (past)	[sound:0428aa85d9ed.mp3]	[sound:0428aa85d9ed.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
先輩がお誘いになりました。	せんぱいがおさそいになりました。	The senior invited.	尊敬語	お・になる	honorific inviting	invite	[sound:7ee7b536ca4d.mp3]	[sound:7ee7b536ca4d.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
企業がお立ちになりました。	きぎょうがおたちになりました。	The company was established.	尊敬語	お・になる	honorific establishment	stand/establish	[sound:119a4002d0bb.mp3]	[sound:119a4002d0bb.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top10k source:dictionary-of-jp-grammar sense:keigo-alternatives
お客さんが召し上がられました。	おきゃくさんがめしあがられました。	The customer ate.	尊敬語	召し上がられる	passive honorific eating	eat (passive)	[sound:f40559e8f8da.mp3]	[sound:f40559e8f8da.mp3]	module:02-n4 point:いらっしゃる complexity:standard frequency:top5k source:dictionary-of-jp-grammar sense:keigo-alternatives
先生がお持ちになります。	せんせいがおもちになります。	The teacher has/carries.	尊敬語	お・になる	honorific having	have/carry	[sound:27a8aa71caac.mp3]	[sound:27a8aa71caac.mp3]	module:02-n4 point:いらっしゃる complexity:intro frequency:top1k source:dictionary-of-jp-grammar sense:keigo-alternatives
