#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar::02 - N4 Grammar::Contrast

家に帰ったら、___ vs 帰れば、___。	シャワーを浴びる	一番いい	シャワーを浴びる	たら = event narrative	たら = what happened	[sound:9226d4b3bb9d.mp3]	module:02-n4 jlpt:n4 register:neutral point:たら pos:expr frequency:top1k complexity:standard confusable-with:一番いい source:shin-kanzen sense:conditionals
ドアを開けたら、___ vs 開ければ、___。	猫がいた	いつもそう	猫がいた	たら = specific event	たら = what occurred	[sound:0900941d96b5.mp3]	module:02-n4 jlpt:n4 register:neutral point:たら pos:expr frequency:top1k complexity:standard confusable-with:いつもそう source:shin-kanzen sense:conditionals
彼女に電話したら、___ vs 電話すれば、___。	すぐに答えた	いつも応答する	すぐに答えた	たら = narrative event	たら = actual outcome	[sound:ec1747df3981.mp3]	module:02-n4 jlpt:n4 register:neutral point:たら pos:expr frequency:top5k complexity:standard confusable-with:いつも応答する source:shin-kanzen sense:conditionals
外を見たら、___ vs 見れば、___。	雪が降っていた	見えるはずだ	雪が降っていた	たら = discovery	たら = what I saw	[sound:b218c5b9d930.mp3]	module:02-n4 jlpt:n4 register:neutral point:たら pos:expr frequency:top1k complexity:standard confusable-with:見えるはずだ source:shin-kanzen sense:conditionals
授業が始まったら、___ vs 始まれば、___。	先生が遅刻した	他の学生も来ている	先生が遅刻した	たら = narrative	たら = specific instance	[sound:0838aa26ba05.mp3]	module:02-n4 jlpt:n4 register:neutral point:たら pos:expr frequency:top1k complexity:standard confusable-with:他の学生も来ている source:shin-kanzen sense:conditionals
テレビをつけたら、___ vs つければ、___。	ニュースが流れていた	見ることができる	ニュースが流れていた	たら = what occurred	たら = what happened then	[sound:ed263c688b8c.mp3]	module:02-n4 jlpt:n4 register:neutral point:たら pos:expr frequency:top1k complexity:standard confusable-with:見ることができる source:shin-kanzen sense:conditionals
駅に着いたら、___ vs 着けば、___。	雨が降っていた	人がたくさんいるはず	雨が降っていた	たら = specific discovery	たら = what was there	[sound:ee2bdbf7c499.mp3]	module:02-n4 jlpt:n4 register:neutral point:たら pos:expr frequency:top1k complexity:standard confusable-with:人がたくさんいるはず source:shin-kanzen sense:conditionals
携帯を確認したら、___ vs 確認すれば、___。	メッセージがあった	見ることができる	メッセージがあった	たら = narrative discovery	たら = actual situation	[sound:23596cf0d3d5.mp3]	module:02-n4 jlpt:n4 register:neutral point:たら pos:expr frequency:top10k complexity:standard confusable-with:見ることができる source:shin-kanzen sense:conditionals
目が覚めたら、___ vs 覚めれば、___。	もう昼だった	必ず朝がある	もう昼だった	たら = specific event	たら = what occurred	[sound:ce661949d1a3.mp3]	module:02-n4 jlpt:n4 register:neutral point:たら pos:expr frequency:top1k complexity:standard confusable-with:必ず朝がある source:shin-kanzen sense:conditionals
手紙を読んだら、___ vs 読めば、___。	全部わかった	内容がわかるはず	全部わかった	たら = narrative result	たら = actual understanding	[sound:8cb011e477a6.mp3]	module:02-n4 jlpt:n4 register:neutral point:たら pos:expr frequency:top1k complexity:standard confusable-with:内容がわかるはず source:shin-kanzen sense:conditionals
毎日走___、体が強くなります。	ると	れば	ると	と = automatic natural consequence	Daily running naturally strengthens body	[sound:2fbcbe2c8e48.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:れば frequency:low source:shin-kanzen
毎日走___、体が強くなります。	ると	れば	れば	ば = hypothetical generalization	If you run daily (generic), body would strengthen	[sound:fb797b78108c.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:ると frequency:low source:shin-kanzen
お金があ___、旅行に行きたいです。	れば	たら	れば	ば = open-ended hypothetical	If money existed (situation), would want to travel	[sound:1d1fdfa7f894.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:たら frequency:top10k source:shin-kanzen
お金があっ___、旅行に行きたいです。	れば	たら	たら	たら = specific instance hypothetical	In one scenario: if had money, would travel	[sound:ab94e84d8748.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:れば frequency:top10k source:shin-kanzen
朝起き___、外は雨でした。	た	たら	たら	たら = narrative point in time discovery	When I woke, found rain (narrative shift)	[sound:b9cc3a627701.mp3]	module:02-n4 jlpt:n4 point:たら complexity:intro confusable-with:た frequency:top1k source:shin-kanzen complexity:standard
朝起きて、外は雨でした。	たら	ると	たら	たら used in past narrative when discovery occurred	Waking up revealed: rain outside	[sound:b8405bb94c16.mp3]	module:02-n4 jlpt:n4 point:たら complexity:intro confusable-with:ると frequency:top1k source:shin-kanzen
忙しけれ___、休んでください。	なら	ば	ば	ば = hypothetical generalization	Generic: if ever busy (hypothetical), should rest	[sound:b836fca32400.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:なら source:shin-kanzen
忙しい___、休んでください。	なら	ば	なら	なら = presupposition: you ARE busy → advice	Topic-conditional: given that you're busy, rest	[sound:fbecc48cf274.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:ば frequency:top1k source:shin-kanzen
水を100℃に熱すと、沸きます。	す	すれば	す	と = automatic scientific result	Heating water to 100°C automatically boils it	[sound:853af10748d5.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:すれば frequency:top5k source:shin-kanzen
毎日勉強___、上手になります。	すれば	したら	すれば	ば = generic hypothetical habit	If you habitually studied (hypothetical), would improve	[sound:64a9c0710749.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:したら frequency:top1k source:shin-kanzen
薬を飲ん___、気分が良くなりました。	だら	だ	だら	たら = when-then discovery	When took medicine, felt better (narrative)	[sound:ec88c3cc5585.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:だ frequency:top5k source:shin-kanzen
都会に住む___、便利です。	なら	ば	なら	なら = topic-conditional: the premise is city living	Given city living (topic), convenient	[sound:b4cd2fcd3da1.mp3]	module:02-n4 jlpt:n4 point:たら complexity:intro confusable-with:ば frequency:top10k source:shin-kanzen complexity:standard
実はこのボタンを押すと、ライトがつきます。	す	したら	す	と = automatic mechanical result	Pressing button automatically turns on light	[sound:052467a26fc7.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:したら frequency:top10k source:shin-kanzen
このボタンを押___、ライトがつきました。	したら	すると	したら	たら = narrative: when pressed, light turned on	When pressed (narrative past), light came on	[sound:72ea6d3a76bc.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:すると frequency:top1k source:shin-kanzen
走れ___、疲れます。	ば	なら	ば	ば = hypothetical generic consequence	If you run (generic hypothetical), get tired	[sound:8d98cf78ae16.mp3]	module:02-n4 jlpt:n4 point:たら complexity:intro confusable-with:なら frequency:top10k source:shin-kanzen
走る___、疲れます。	なら	ば	なら	なら = presupposition: given running (topic), tired result	Topic = running → tired (not hypothetical)	[sound:80ed6cb674ac.mp3]	module:02-n4 jlpt:n4 point:たら complexity:intro confusable-with:ば frequency:top10k source:shin-kanzen
実は冬___と、雪が降ります。	になる	になれば	になる	と = automatic seasonal consequence	When winter arrives (automatic), snow falls	[sound:25cd496fc00c.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:になれば frequency:top10k source:shin-kanzen
冬___ば、雪が降ります。	になれ	になると	になれ	ば = hypothetical seasonal condition	If winter were to occur (hypothetical), snow would fall	[sound:499798039832.mp3]	module:02-n4 jlpt:n4 point:たら complexity:intro confusable-with:になると frequency:top1k source:shin-kanzen
病気だ___、病院に行ってください。	ったら	なら	ったら	たら = if in specific instance you're sick, go	Specific scenario: if you got sick, hospital	[sound:c727de5e5dc5.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:なら frequency:top1k source:shin-kanzen
実は病気___、病院に行ってください。	らば	なら	なら	なら = presupposition: given you're sick (topic), hospital	Topic = illness → hospital (stated as given)	[sound:ccb364351b6d.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:らば frequency:top10k source:shin-kanzen
実は角を曲がっ___、駅が見えます。	たら	た	たら	たら = narrative temporal shift	When you turn corner (past tense narrative), station visible	[sound:a2db8ac120f4.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:た frequency:top10k source:shin-kanzen
角を曲がる___、駅が見えます。	た	たら	と	と = automatic discovery upon turning	Turning corner reveals: station appears	[sound:8d517966499c.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard frequency:top1k source:shin-kanzen
京都に行く___、清水寺は外せません。	なら	ば	なら	なら = presupposition topic-conditional	Given trip to Kyoto (topic), Kiyomizu essential	[sound:1b725805f766.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:ば frequency:top5k source:shin-kanzen
毎日読書すれ___、語彙が増えます。	ば	たら	ば	ば = generic positive consequence	If you read daily (hypothetical), vocabulary grows	[sound:a8ea7d1e44f8.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:たら frequency:low source:shin-kanzen
冷蔵庫を開け___、牛乳がありました。	たら	たら	たら	たら = past narrative discovery	When opened fridge (past narrative), milk was there	[sound:ec9408e7e7f5.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:たら frequency:top1k source:shin-kanzen
春___と、花が咲きます。	になる	になれば	になる	と = automatic seasonal phenomenon	When spring arrives (automatic), flowers bloom	[sound:2ca502f474de.mp3]	module:02-n4 jlpt:n4 point:たら complexity:intro confusable-with:になれば frequency:top1k source:shin-kanzen
友達に会っ___、誘ってください。	たら	たら	たら	たら = if scenario you meet friend, invite	Meeting a friend (condition): invite them	[sound:81d7ed9118f0.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:たら frequency:top1k source:shin-kanzen
実は値段が安け___、買うかもしれません。	れば	たら	れば	ば = generic hypothetical tendency	If price were low (hypothetical), might buy	[sound:2fe4c15e748b.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:たら frequency:top10k source:shin-kanzen
忙しい人___、休憩が大切です。	ら	なら	なら	なら = presupposition about busy people	Given busy person (topic), breaks are essential	[sound:40466cf5d1fd.mp3]	module:02-n4 jlpt:n4 point:たら complexity:standard confusable-with:ら frequency:top10k source:shin-kanzen
