#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::02 - N4 Grammar::Production

If it rains, I won't go.	雨が降れば、行きません。	あめがふれば、いきません。	雨が降れば、行きません。	ば: specific hypothetical — if THIS event happens, speaker won't go	[sound:ae1e49e24daf.mp3]	module:02-n4 jlpt:n4 point:ば complexity:standard source:shin-kanzen sense:conditional-alternatives frequency:top10k complexity:intro
If you study daily, you'll improve.	毎日勉強すれば、上手になります。	まいにちべんきょうすれば、じょうずになります。	毎日勉強すれば、上手になります。	ば: generic study-consequence — repeated practice reliably produces skill	[sound:64a9c0710749.mp3]	module:02-n4 jlpt:n4 point:ば complexity:advanced source:shin-kanzen sense:conditional-alternatives frequency:top1k complexity:standard
If you have money, you can travel.	お金があれば、旅行に行けます。	おきんがあれば、りょこうにいけます。	お金があれば、旅行に行けます。	ば: enabling condition — having resource makes the action achievable	[sound:892b573e3c44.mp3]	module:02-n4 jlpt:n4 point:ば complexity:advanced source:shin-kanzen sense:conditional-alternatives frequency:top10k complexity:standard
If you're busy, please rest.	忙しければ、休んでください。	いそがしければ、やすんでください。	忙しければ、休んでください。	ば: advice trigger — if condition holds, this action is recommended	[sound:b836fca32400.mp3]	module:02-n4 jlpt:n4 point:ば complexity:standard source:shin-kanzen sense:conditional-alternatives
If you run, you'll get tired.	走れば、疲れます。	はしれば、つかれます。	走れば、疲れます。	ば: physiological consequence — running produces tiredness; reliable chain	[sound:8d98cf78ae16.mp3]	module:02-n4 jlpt:n4 point:ば complexity:standard source:shin-kanzen sense:conditional-alternatives frequency:top10k complexity:intro
If the price is low, I might buy.	値段が安ければ、買うかもしれません。	ねだんがやすければ、かうかもしれません。	値段が安ければ、買うかもしれません。	ば: conditional tendency — low price MIGHT persuade; not full certainty	[sound:a6a715611094.mp3]	module:02-n4 jlpt:n4 point:ば complexity:advanced source:shin-kanzen sense:conditional-alternatives frequency:top5k complexity:standard
If you heat water to 100°C, it boils.	水を100℃に熱すれば、沸きます。	みずをひゃくどにねっすれば、わきます。	水を100℃に熱すれば、沸きます。	ば: physical-law condition — precise temperature threshold triggers boiling	[sound:0f8f9d411074.mp3]	module:02-n4 jlpt:n4 point:ば complexity:advanced source:shin-kanzen sense:conditional-alternatives frequency:top5k complexity:standard
If that's so, I agree.	そうであれば、賛成です。	そうであれば、さんせいです。	そうであれば、賛成です。	ば: logical agreement — if premise X holds, speaker affirms conclusion Y	[sound:cb6ff7f800a7.mp3]	module:02-n4 jlpt:n4 point:ば complexity:standard source:shin-kanzen sense:conditional-alternatives frequency:top10k complexity:intro
If you eat too much, you'll gain weight.	食べ過ぎれば、太ります。	たべすぎれば、ふとります。	食べ過ぎれば、太ります。	ば: dietary consequence — excess intake causes weight gain; general law	[sound:6dade57735d3.mp3]	module:02-n4 jlpt:n4 point:ば complexity:advanced source:shin-kanzen sense:conditional-alternatives complexity:intro
If the weather is nice, let's go hiking.	天気がよければ、ハイキングに行きましょう。	てんきがよければ、はいきんぐにいきましょう。	天気がよければ、ハイキングに行きましょう。	ば: weather-dependent plan — good weather enables proposed shared activity	[sound:0415bfa941db.mp3]	module:02-n4 jlpt:n4 point:ば complexity:advanced source:shin-kanzen sense:conditional-alternatives frequency:top10k complexity:standard
