#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::02 - N4 Grammar::Recognition

猫は動物です。	ねこはどうぶつです。	As for cats, they are animals.	topic-predicate	N + は + Pred	General topic statement	Topic scope, broad generalization	exhaustive-subject が	[sound:cef99300323c.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top1k source:curated-jpgram source:shin-kanzen
私は行きません。	わたしはいきません。	As for me, I won't go.	topic-negation	N + は + NEG	Negation with topic	Topic precedes negation naturally	exhaustive-subject が	[sound:0c031ce2b91b.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top10k source:curated-jpgram source:shin-kanzen
この本は面白い。	このほんはおもしろい。	This book is interesting.	topic-adjective	N + は + ADJ	Adjective predicate topic	X is... quality assessment	exhaustive-subject が	[sound:c3d09aae5392.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top1k source:curated-jpgram source:shin-kanzen
誰が来ましたか。	だれがきましたか。	Who came?	exhaustive-subject	N + が + V	Exhaustive subject / focus	"Answer ""who/what"" questions"	topic-marker は	[sound:9f4ff6cf5689.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top10k source:curated-jpgram source:shin-kanzen
雨が降っています。	あめがふっています。	Rain is falling.	existential-subject	N + が + exist-V	Existential/actual event	Events actually happening now	topic-marker は	[sound:86cc2bb01330.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top1k source:curated-jpgram source:shin-kanzen
私は魚が好きです。	わたしはさかながすきです。	As for me, fish are likeable.	object-of-predicate	N + が (inside predicate)	Object of emotive predicate	Like/hate/want take が object	direct-object を	[sound:eacacde53719.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top1k source:curated-jpgram source:shin-kanzen
彼が来たら電話します。	かれがきたらでんわします。	If he comes, I'll call.	subordinate-clause	N + が (in clause)	Focus in embedded clause	Focus shifts with が in subclauses	topic-marker は	[sound:0db3e4c3e31f.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top10k source:curated-jpgram source:shin-kanzen
水を飲みます。	みずをのみます。	I drink water.	direct-object	N + を + V-trans	Transitive object	Object of action verb	particle-ni に	[sound:bd38bfe895a7.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top1k source:curated-jpgram source:shin-kanzen
道を歩きます。	みちをあるきます。	I walk along the street.	path-traversal	N (path) + を + motion-V	Path/route traversed	Movement through space	location-destination に	[sound:92a21bb184ea.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top1k source:curated-jpgram source:shin-kanzen
一時間を費やします。	いちじかんをついやします。	I spend one hour.	time-duration	N (time) + を + V-trans	Time span as object	Duration measured in を	time-point に	[sound:e0d2a76c9f55.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top10k source:curated-jpgram source:shin-kanzen
英語を話します。	えいごをはなします。	I speak English.	language-object	Language + を + speak-V	Language as direct object	Languages take を with speak/study	particle-ni に	[sound:1c60ef8e7139.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top1k source:curated-jpgram source:shin-kanzen
猫が部屋に います。	ねこがへやにいます。	The cat is in the room.	location-existence	Loc + に + exist-V	Location of being/existence	Static location: 「に + ます」	destination へ	[sound:556ca1263f0e.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top1k source:curated-jpgram source:shin-kanzen
学校に行きます。	がっこうにいきます。	I go to school.	destination	N + に + go-V	Goal/destination of motion	Direction of movement	location-existence に	[sound:4204447274de.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top10k source:curated-jpgram source:shin-kanzen
先生に聞きます。	せんせいにききます。	I ask the teacher.	indirect-object	N (person) + に + V-trans	Recipient/target of action	Give/ask/teach take に	direct-object を	[sound:17af7fc50b1d.mp3]	module:02-n4 jlpt:n4 point:まで complexity:intro frequency:top1k source:curated-jpgram source:shin-kanzen
