#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::02 - N4 Grammar::Recognition

猫がいます。	ねこがいます。	There is a cat.	existence-animate	A がいます	animate existence (living things)	animals/people	ない	[sound:50172ce2ea62.mp3]	module:02-n4 jlpt:n4 point:ことができる complexity:intro frequency:top1k source:shin-kanzen
机がいますか？	つくえがいますか。	Is there a desk?	existence-animate-question	A が + います + か	question animate existence	question form	ない	[sound:b502281a9e97.mp3]	module:02-n4 jlpt:n4 point:ことができる complexity:intro frequency:top1k source:shin-kanzen
ペンがあります。	ぺんがあります。	There is a pen.	existence-inanimate	A が + あります	inanimate existence (objects)	things/objects	ない	[sound:3c4dbc6d1978.mp3]	module:02-n4 jlpt:n4 point:ことができる complexity:intro frequency:top1k source:shin-kanzen
友達がいっぱいいます。	ともだちがいっぱいいます。	There are lots of friends.	existence-many	A が + いっぱい + います	many animate things	quantity	ない	[sound:a45c7d087e57.mp3]	module:02-n4 jlpt:n4 point:ことができる complexity:intro frequency:top1k source:shin-kanzen
部屋に椅子があります。	へやにいすがあります。	There is a chair in the room.	existence-location	場所に + A が + あります	location + existence	where	ない	[sound:4658d564e794.mp3]	module:02-n4 jlpt:n4 point:ことができる complexity:intro frequency:top1k source:shin-kanzen
私は猫が好きです。	わたしはねこがすきです。	I like cats.	preference-like	A は B が好きです	like/preference	animals	嫌い	[sound:7eb51044f0f3.mp3]	module:02-n4 jlpt:n4 point:ことができる complexity:intro frequency:top1k source:shin-kanzen
兄は野菜が嫌いです。	あにはやさいがきらいです。	Older brother dislikes vegetables.	preference-dislike	A は B が嫌い	dislike/hate	food	好き	[sound:6bb43b8fa4c8.mp3]	module:02-n4 jlpt:n4 point:ことができる complexity:intro frequency:top1k source:shin-kanzen
子どもはゲームが好きです。	こどもはげーむがすきです。	Children like games.	preference-child	child + game + like	preference active	activities	嫌い	[sound:b3f624a0d434.mp3]	module:02-n4 jlpt:n4 point:ことができる complexity:standard frequency:top10k source:shin-kanzen
犬は散歩が好きですか？	いぬはさんぽがすきですか。	Does the dog like walks?	preference-question	Noun + が + 好き + ですか (preference question)	question preference	question	嫌い	[sound:a8bfe1987cef.mp3]	module:02-n4 jlpt:n4 point:ことができる complexity:intro frequency:top1k source:shin-kanzen
私も同じに好きです。	わたしもおなじにすきです。	I like the same thing.	preference-same	same + like	shared preference	agreement	嫌い	[sound:3269a33775f0.mp3]	module:02-n4 jlpt:n4 point:ことができる complexity:intro frequency:top1k source:shin-kanzen
日本語が分かります。	にほんごがわかります。	I understand Japanese.	understand-language	言語が分かります	language understanding	languages	分かりません	[sound:974aeefb2391.mp3]	module:02-n4 jlpt:n4 point:ことができる complexity:intro frequency:top10k source:shin-kanzen
