#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::02 - N4 Grammar::Recognition

面白いよ。	おもしろいよ。	よ asserts strongly; ね seeks agreement.	contrast-derived	Sentence + よ (assertion: informing or insisting)	よ asserts strongly; ね seeks agreement.	よ = my opinion; ね = shared?	面白いね。 vs 面白いよ。	[sound:97cccc914669.mp3]	module:02-n4 point:かしら complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
大変だよ。	たいへんだよ。	よ emphasizes difficulty emphatically.	contrast-derived	Sentence + よ (assertion: informing or insisting)	よ emphasizes difficulty emphatically.	よ = heavy emphasis; ね = softer	大変だね。 vs 大変だよ。	[sound:501e4f541bd7.mp3]	module:02-n4 point:かしら complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
面白いよね。	おもしろいよね。	Combo of よ (assert) + ね (seek agreement).	contrast-derived	Sentence + よね (asserting while seeking agreement)	Combo of よ (assert) + ね (seek agreement).	よね = strongest connection	面白いよ。 vs 面白いね。	[sound:c160cb7ef8d4.mp3]	module:02-n4 point:かしら complexity:intro frequency:top1k source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
だぜ。	だぜ。	Rough male assertion vs standard よ.	contrast-derived	V-plain + だ + ぜ (masculine casual: strong assertion)	Rough male assertion vs standard よ.	だぜ = rough male; よ = neutral	よ。 vs だぜ。	[sound:5c8623d53452.mp3]	module:02-n4 point:かしら complexity:intro source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
ぞ。	ぞ。	Rough old-style assertion vs modern よ.	contrast-derived	Sentence + ぞ (masculine: strong assertion; warning)	Rough old-style assertion vs modern よ.	ぞ = archaic/rough; よ = modern	よ。 vs ぞ。	[sound:c6baa0a4610b.mp3]	module:02-n4 point:かしら complexity:intro source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
うん。	うん。	Basic agreement vs neutral acknowledgment.	contrast-derived	うん	Basic agreement vs neutral acknowledgment.	うん = affirmation; そう = understanding	そう。 vs うん。	[sound:d357e9e0ee2c.mp3]	module:02-n4 point:かしら complexity:intro source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
なるほど。	なるほど。	Intellectual acknowledgment vs simple understanding.	contrast-derived	なるほど	Intellectual acknowledgment vs simple understanding.	なるほど = insight; そう = basic	そう。 vs なるほど。	[sound:d92566ab8563.mp3]	module:02-n4 point:かしら complexity:intro source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
たしかに。	たしかに。	Strong concurrence vs simple agreement.	contrast-derived	たしかに	Strong concurrence vs simple agreement.	たしかに = validates point; うん = agrees	うん。 vs たしかに。	[sound:1221f8d155f8.mp3]	module:02-n4 point:かしら complexity:intro source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
のよ。	のよ。	Female explanation vs female simple assertion.	contrast-derived	V-plain/Adj + の + よ (feminine: assertion with insistence)	Female explanation vs female simple assertion.	のよ = reason; わよ = statement	わよ。 vs のよ。	[sound:b08e245dff22.mp3]	module:02-n4 point:かしら complexity:intro source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
わね。	わね。	Female dialect agreement vs neutral agreement.	contrast-derived	Sentence + わね (feminine: soft assertion + empathy-seeking)	Female dialect agreement vs neutral agreement.	わね = Kansai/feminine; ね = standard	ね。 vs わね。	[sound:b4c5597cd5a0.mp3]	module:02-n4 point:かしら complexity:intro source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
かしら。	かしら。	Female wondering vs standard question.	contrast-derived	V-plain / N + かしら (feminine: I wonder; uncertainty)	Female wondering vs standard question.	かしら = feminine musing; か = direct query	か。 vs かしら。	[sound:5fc307bbbc3f.mp3]	module:02-n4 point:かしら complexity:intro source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
の？	の？	Female intimate question vs standard question.	contrast-derived	の	Female intimate question vs standard question.	の = intimate; か = formal/neutral	か? vs の?	[sound:90e133ebbe73.mp3]	module:02-n4 point:かしら complexity:intro source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
よ。	よ。	Assertion vs agreement-seeking.	contrast-derived	Sentence + よ (assertion: informing or insisting)	Assertion vs agreement-seeking.	よ = tells you; ね = asks you	ね。 vs よ。	[sound:521471556ba7.mp3]	module:02-n4 point:かしら complexity:intro source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
ぜ。	ぜ。	Rough suggestion vs standard assertion.	contrast-derived	Sentence + ぜ (masculine: casual assertion; invitation)	Rough suggestion vs standard assertion.	ぜ = rough/male; よ = standard	よ。 vs ぜ。	[sound:cd0f97e61943.mp3]	module:02-n4 point:かしら complexity:intro source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
わ。	わ。	Female/Kansai assertion vs standard assertion.	contrast-derived	Sentence + わ (feminine: soft assertion or realization)	Female/Kansai assertion vs standard assertion.	わ = female/regional; よ = neutral	よ。 vs わ。	[sound:b5570ad1346b.mp3]	module:02-n4 point:かしら complexity:intro source:dictionary-of-jp-grammar jlpt:n4 source:shin-kanzen
