#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::13 - L1 Interference::Recognition

田中さんに本をあげました	たなかさんにほんをあげました	I gave Tanaka a book (I→other)	contrast-derived	田中さんに本をあげました	I gave Tanaka a book (I→other)	Giving away from self	田中さんに本をくれました vs 田中さんに本をあげました	[sound:7b4eb85c75e5.mp3]	module:13-l1 point:l1-givereceive-direction frequency:top10k complexity:standard confusable-with:田中さんに本をくれました source:curated-jpgram
先生が本をくださいました	せんせいがほんをくださいました	The teacher gave me a book (other→me)	contrast-derived	先生が本をくださいました	The teacher gave me a book (other→me)	Receiving from honored person	先生が本をあげました vs 先生が本をくださいました	[sound:57dcfe84aa69.mp3]	module:13-l1 point:l1-givereceive-direction frequency:top1k complexity:standard confusable-with:先生が本をあげました source:curated-jpgram
母が私にセーターをくれました	ははがわたしにせーたーをくれました	My mother gave me a sweater	contrast-derived	母が私にセーターをくれました	My mother gave me a sweater	Receiving from family	母が私にセーターをあげました vs 母が私にセーターをくれました	[sound:c6c2fb3c2fd5.mp3]	module:13-l1 point:l1-givereceive-direction frequency:top1k complexity:standard confusable-with:母が私にセーターをあげました source:curated-jpgram
友達に本をあげました	ともだちにほんをあげました	I gave my friend a book	contrast-derived	友達に本をあげました	I gave my friend a book	Giving to peer	友達に本をくれました vs 友達に本をあげました	[sound:5a9e8fde792c.mp3]	module:13-l1 point:l1-givereceive-direction frequency:top1k complexity:intro confusable-with:友達に本をくれました source:curated-jpgram
兄に手伝ってもらいました	あににてつだってもらいました	I got my brother to help me	contrast-derived	兄に手伝ってもらいました	I got my brother to help me	Receiving help from other	兄に手伝ってあげました vs 兄に手伝ってもらいました	[sound:09152b53d0b3.mp3]	module:13-l1 point:l1-givereceive-direction frequency:top1k complexity:standard confusable-with:兄に手伝ってあげました source:curated-jpgram
兄を手伝ってあげました	あにをてつだってあげました	I helped my brother (favoring him)	contrast-derived	兄を手伝ってあげました	I helped my brother (favoring him)	Giving favor to other	兄を手伝ってもらいました vs 兄を手伝ってあげました	[sound:840ab590514d.mp3]	module:13-l1 point:l1-givereceive-direction frequency:top1k complexity:intro confusable-with:兄を手伝ってもらいました source:curated-jpgram
社長が褒めてくださいました	しゃちょうがほめてくださいました	The CEO praised me (honored→me)	contrast-derived	社長が褒めてくださいました	The CEO praised me (honored→me)	Receiving praise from superior	社長が褒めてあげました vs 社長が褒めてくださいました	[sound:2dddcdb96d00.mp3]	module:13-l1 point:l1-givereceive-direction frequency:top5k complexity:standard confusable-with:社長が褒めてあげました source:curated-jpgram
子どもに説明してあげました	こどもにせつめいしてあげました	I explained to the child (favoring them)	contrast-derived	子どもに説明してあげました	I explained to the child (favoring them)	Giving favor to lower	子どもに説明してくれました vs 子どもに説明してあげました	[sound:3ada598a266d.mp3]	module:13-l1 point:l1-givereceive-direction frequency:top5k complexity:standard confusable-with:子どもに説明してくれました source:curated-jpgram
お医者さんに診てもらいました	おいしゃさんにみてもらいました	I got examined by the doctor	contrast-derived	お医者さんに診てもらいました	I got examined by the doctor	Receiving service	お医者さんに診てあげました vs お医者さんに診てもらいました	[sound:8f6b02c7447c.mp3]	module:13-l1 point:l1-givereceive-direction frequency:top1k complexity:standard confusable-with:お医者さんに診てあげました source:curated-jpgram
先生に教えてもらいました	せんせいにおしえてもらいました	I got taught by the teacher	contrast-derived	先生に教えてもらいました	I got taught by the teacher	Receiving instruction	先生に教えてあげました vs 先生に教えてもらいました	[sound:f18bf0b92c96.mp3]	module:13-l1 point:l1-givereceive-direction frequency:top10k complexity:standard confusable-with:先生に教えてあげました source:curated-jpgram
