#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::13 - L1 Interference::Recognition

行きたくないですか	いきたくないですか	Don't you want to go? (Yes, I don't)	L1-interference (Y/N questions)	行きたくないですか	Don't you want to go? (Yes, I don't)	Right-answer negative agreement	 vs 行きたくないですか	[sound:48c027e99677.mp3]	module:13-l1 point:l1-yes-no_negative-questions frequency:top10k complexity:intro source:curated-jpgram
好きじゃないですか	すきじゃないですか	Don't you like it? (Right, I don't)	L1-interference (Y/N questions)	好きじゃないですか	Don't you like it? (Right, I don't)	Affirming negative	 vs 好きじゃないですか	[sound:c37c1477b4bb.mp3]	module:13-l1 point:l1-yes-no_negative-questions frequency:top1k complexity:intro source:curated-jpgram
時間がないですか	じかんがないですか	Don't you have time? (Correct, no time)	L1-interference (Y/N questions)	時間がないですか	Don't you have time? (Correct, no time)	Confirming absence	 vs 時間がないですか	[sound:3fc16ed84c8d.mp3]	module:13-l1 point:l1-yes-no_negative-questions frequency:top1k complexity:intro source:curated-jpgram
疲れていないですか	つかれていないですか	Aren't you tired? (Actually, I am)	L1-interference (Y/N questions)	疲れていないですか	Aren't you tired? (Actually, I am)	Disagreeing with negative	 vs 疲れていないですか	[sound:ce784ff54aaf.mp3]	module:13-l1 point:l1-yes-no_negative-questions frequency:top10k complexity:intro source:curated-jpgram
食べたくないですか	たべたくないですか	Don't you want to eat? (Right, I don't)	L1-interference (Y/N questions)	食べたくないですか	Don't you want to eat? (Right, I don't)	Affirming negative desire	 vs 食べたくないですか	[sound:1b2ba5b409cf.mp3]	module:13-l1 point:l1-yes-no_negative-questions complexity:intro source:curated-jpgram
できないですか	できないですか	Can't you do it? (No, I can't)	L1-interference (Y/N questions)	できないですか	Can't you do it? (No, I can't)	Confirming inability	 vs できないですか	[sound:9d81feb23df9.mp3]	module:13-l1 point:l1-yes-no_negative-questions complexity:intro source:curated-jpgram
知りませんか	しりませんか	Don't you know? (Right, I don't)	L1-interference (Y/N questions)	知りませんか	Don't you know? (Right, I don't)	Negative knowledge	 vs 知りませんか	[sound:58f2a2dede26.mp3]	module:13-l1 point:l1-yes-no_negative-questions complexity:intro source:curated-jpgram
来ませんか	きませんか	Aren't you coming? (No, I'm not)	L1-interference (Y/N questions)	来ませんか	Aren't you coming? (No, I'm not)	Negative future	 vs 来ませんか	[sound:890d68dcb99e.mp3]	module:13-l1 point:l1-yes-no_negative-questions frequency:top10k complexity:intro source:curated-jpgram
好きではありませんか	すきではありませんか	Is it not the case you like it? (Right)	L1-interference (Y/N questions)	好きではありませんか	Is it not the case you like it? (Right)	Formal negative	 vs 好きではありませんか	[sound:de9724b6cd4e.mp3]	module:13-l1 point:l1-yes-no_negative-questions frequency:top1k complexity:intro source:curated-jpgram
忙しくないですか	いそがしくないですか	Aren't you busy? (Actually, I am)	L1-interference (Y/N questions)	忙しくないですか	Aren't you busy? (Actually, I am)	Disagreeing negative	 vs 忙しくないですか	[sound:22cce3d43f05.mp3]	module:13-l1 point:l1-yes-no_negative-questions complexity:intro source:curated-jpgram
行かないですか	いかないですか	Aren't you going? (No, I'm not)	L1-interference (Y/N questions)	行かないですか	Aren't you going? (No, I'm not)	Negative intention	 vs 行かないですか	[sound:6ffd504cd255.mp3]	module:13-l1 point:l1-yes-no_negative-questions complexity:intro source:curated-jpgram
気に入りませんでしたか	きにいりませんでしたか	Didn't you like it? (Right, I didn't)	L1-interference (Y/N questions)	気に入りませんでしたか	Didn't you like it? (Right, I didn't)	Past negative agreement	 vs 気に入りませんでしたか	[sound:0bfeaca9b79a.mp3]	module:13-l1 point:l1-yes-no_negative-questions frequency:top5k complexity:intro source:curated-jpgram
わかりませんか	わかりませんか	Don't you understand? (No, I don't)	L1-interference (Y/N questions)	わかりませんか	Don't you understand? (No, I don't)	Negative comprehension	 vs わかりませんか	[sound:e5ac683983f5.mp3]	module:13-l1 point:l1-yes-no_negative-questions complexity:intro source:curated-jpgram
欲しくないですか	ほっしくないですか	Don't you want it? (Right, I don't)	L1-interference (Y/N questions)	欲しくないですか	Don't you want it? (Right, I don't)	Negative want	 vs 欲しくないですか	[sound:934290903bbd.mp3]	module:13-l1 point:l1-yes-no_negative-questions frequency:low complexity:intro source:curated-jpgram
興味がないですか	きょうみがないですか	Don't you have interest? (No, I don't)	L1-interference (Y/N questions)	興味がないですか	Don't you have interest? (No, I don't)	Negative interest	 vs 興味がないですか	[sound:e5cb80c3edb2.mp3]	module:13-l1 point:l1-yes-no_negative-questions frequency:top5k complexity:intro source:curated-jpgram
