1,1,J00001.wav,0,100010010,アー,ああ,嗚呼,ああ{嗚呼},2,,,アー,0,,アー,1,0,20
2,1,J00001.wav,0,100010010,アア,ああ,嗚呼,ああ{嗚呼},2,,,アー,0,,アー,1,0,20
3,2,J00002.wav,0,100020010,アー,ああ,ああ,ああ(～言う),2,,,アー,0,,アー,1,0,1
4,2,J00002.wav,0,100020010,アア,ああ,ああ,ああ(～言う),2,,,アー,0,,アー,1,0,1
5,3,J00003.wav,1,100030010,アークトー,アーク灯,アーク灯,アーク灯,5,3,,アークトーオ,0,K00003.wav,アークトー,1,0,1111
6,3,J00003.wav,1,100030010,アークトウ,アーク灯,アーク灯,アーク灯,5,3,,アークトーオ,0,K00003.wav,アークトー,1,0,1111
7,4,J00004.wav,1,100040010,アーケード,アーケード,アーケード,アーケード,5,,,アーケードオ,0,K00004.wav,アーケード,2,0,20000
8,5,J00005.wav,1,100040010,アーケード,アーケード,アーケード,アーケード,5,,,アーケードオ,0,K00005.wav,アーケード,2,0,1200
9,6,J00006.wav,1,100050010,アース,アース,アース,アース,3,,,アースオ,0,K00006.wav,アース,1,0,200
10,7,J00007.wav,1,100060010,アーチ,アーチ,アーチ,アーチ,3,,,アーチオ,0,K00007.wav,アーチ,1,0,200
11,8,J00008.wav,1,100070010,アーチェリー,アーチェリー,アーチェリー,アーチェリー,6,,,アーチェリーオ,0,K00008.wav,アーチェリー,1,0,200000
12,9,J00009.wav,1,100080010,アーチスト,アーチスト,アーチスト,アーチスト,5,3,,アーチストオ,0,K00009.wav,アーチスト,1,0,20000
13,10,J00010.wav,1,100090010,アート,アート,アート,アート,3,,,アートオ,0,K00010.wav,アート,1,0,200
14,11,J00011.wav,1,100100010,アーバンライフ,アーバンライフ,アーバンライフ,アーバンライフ,7,,,アーバンライフオ,0,K00011.wav,アーバンライフ,1,0,111200
15,12,J00012.wav,1,100110010,アーム,アーム,アーム,アーム,3,,,アームオ,0,K00012.wav,アーム,2,0,200
16,13,J00013.wav,1,100110010,アーム,アーム,アーム,アーム,3,,,アームオ,0,K00013.wav,アーム,2,0,11
17,14,J00014.wav,1,100120010,アーメン,アーメン,アーメン,アーメン,4,,,アーメンオ,0,K00014.wav,アーメン,2,0,111
18,15,J00015.wav,1,100120010,アーメン,アーメン,アーメン,アーメン,4,,,アーメンオ,0,K00015.wav,アーメン,2,0,2000
19,16,J00016.wav,1,100130010,アーモンド,アーモンド,アーモンド,アーモンド,5,,,アーモンドオ,0,K00016.wav,アーモンド,2,0,20000
20,17,J00017.wav,1,100130010,アーモンド,アーモンド,アーモンド,アーモンド,5,,,アーモンドオ,0,K00017.wav,アーモンド,2,0,1200
21,18,J00018.wav,1,100140010,アール,アール,アール,アール(100平方メートル),3,,,アールオ,0,K00018.wav,アール,1,0,200
22,19,J00019.wav,1,100150010,アールヌーボー,アールヌーボー,アールヌーボー,アールヌーボー,7,,,アールヌーボーオ,0,K00019.wav,アールヌーボー,1,0,112000
23,20,J00020.wav,1,100160010,アイ,愛,愛,愛,2,,,アイオ,0,K00020.wav,アイ,1,0,20
24,21,J00021.wav,1,100160020,アイ,相,相,相,2,,,アイオ,0,K00021.wav,アイ,1,0,20
25,22,J00022.wav,1,100160030,アイ,間,間,間(間隔),2,,,アイオ,0,K00022.wav,アイ,1,0,20
26,23,J00023.wav,1,100160040,アイ,あい,藍,あい{藍},2,,,アイオ,0,K00023.wav,アイ,1,0,20
27,24,J00024.wav,1,100160050,アイ,合い,合い,合い(～の洋服),2,,,アイノ洋服,0,K00024.wav,アイ,1,1,20
28,25,J00025.wav,1,100170010,アイアイガサ,相合い傘,相合い傘,相合い傘,6,,5,アイアイカサオ,0,K00025.wav,アイアイカサ,1,0,11120
29,26,J00026.wav,1,100180010,アイアン,アイアン,アイアン,アイアン,4,,,アイアンオ,0,K00026.wav,アイアン,2,0,111
30,27,J00027.wav,1,100180010,アイアン,アイアン,アイアン,アイアン,4,,,アイアンオ,0,K00027.wav,アイアン,2,0,2000
31,28,J00028.wav,1,100190010,アイイク,愛育,愛育,愛育,4,,,アイイクオ,0,K00028.wav,アイイク,1,0,111
32,29,J00029.wav,0,100200010,アイイレナイ,相いれない,相容れない,相いれない{容},6,,,アイイレナイ,0,,アイイレナイ,2,0,200000
33,30,J00030.wav,0,100200010,アイ・イレナイ,相いれない,相容れない,相いれない{容},7,,,アイ・イレナイ,0,,アイ・イレナイ,2,0,2000111
34,30,J00030.wav,0,100200010,アイイレナイ,相いれない,相容れない,相いれない{容},7,,,アイ・イレナイ,0,,アイ・イレナイ,2,0,2000111
35,31,J00031.wav,1,100210010,アイイロ,あい色,藍色,あい色{藍},4,,,アイイロオ,0,K00031.wav,アイイロ,1,0,111
36,32,J00032.wav,1,100220010,アイイン,合い印,合い印,合い印,4,,,アイインオ,0,K00032.wav,アイイン,1,0,111
37,33,J00033.wav,1,100220020,アイイン,愛飲,愛飲,愛飲,4,,,アイインオ,0,K00033.wav,アイイン,1,0,111
38,34,J00034.wav,1,100230010,アイウチ,相打ち,相打ち,相打ち,4,,,アイウチオ,0,K00034.wav,アイウチ,1,0,111
39,35,J00035.wav,1,100240010,アイエンカ,愛煙家,愛煙家,愛煙家,5,,,アイエンカオ,0,K00035.wav,アイエンカ,1,0,1111
40,36,J00036.wav,1,100250010,アイエンキエン,合い縁奇縁,合い縁奇縁,合い縁奇縁,7,,,アイエンキエンオ,0,K00036.wav,アイエンキエン,1,0,111200
41,37,J00037.wav,1,100260010,アイオイ,相生い,相生い,相生い(～の松),4,,,アイオイノ松,0,K00037.wav,アイオイ,1,1,111
42,38,J00038.wav,1,100270010,アイカ,哀歌,哀歌,哀歌,3,,,アイカオ,0,K00038.wav,アイカ,1,0,200
43,39,J00039.wav,1,100280010,アイカギ,合いかぎ,合い鍵,合いかぎ{鍵},4,,4,アイカキオ,0,K00039.wav,アイカキ,2,0,111
44,40,J00040.wav,1,100280010,アイカギ,合いかぎ,合い鍵,合いかぎ{鍵},4,,4,アイカキオ,0,K00040.wav,アイカキ,2,0,200
45,41,J00041.wav,1,100290010,アイカタ,相方,相方,相方,4,,,漫才の面白さは、アイカタデ決まる,8,K00041.wav,アイカタ,2,1,111
46,42,J00042.wav,1,100290020,アイカタ,合方,合方,合方,4,,,このアイカタワ三味線の聞かせどころ,2,K00042.wav,アイカタ,2,1,111
47,43,J00043.wav,1,100290010,アイカタ,相方,相方,相方,4,,,漫才の面白さは、アイカタデ決まる,8,K00043.wav,アイカタ,2,1,112
48,44,J00044.wav,1,100290020,アイカタ,合方,合方,合方,4,,,このアイカタワ三味線の聞かせどころ,2,K00044.wav,アイカタ,2,1,112
49,45,J00045.wav,1,100300010,アイガモ,あいがも,合鴨,"あいがも{合鴨,間鴨}",4,,3,アイカモオ,0,K00045.wav,アイカモ,1,0,111
50,45,J00045.wav,1,100300010,アイガモ,あいがも,間鴨,"あいがも{合鴨,間鴨}",4,,3,アイカモオ,0,K00045.wav,アイカモ,1,0,111
51,46,J00046.wav,0,100310010,アイカワラズ,相変わらず,相変わらず,相変わらず,6,,,アイカワラズ,0,,アイカワラズ,1,0,11111
52,47,J00047.wav,1,100320010,アイカン,哀感,哀感,哀感,4,,,アイカンオ,0,K00047.wav,アイカン,1,0,111
53,48,J00048.wav,1,100320020,アイカン,哀歓,哀歓,哀歓,4,,,アイカンオ,0,K00048.wav,アイカン,1,0,111
54,49,J00049.wav,1,100330010,アイガン,哀願,哀願,哀願,4,,3,アイカンオ,0,K00049.wav,アイカン,1,0,111
55,50,J00050.wav,1,100330020,アイガン,愛がん,愛玩,愛がん{玩},4,,3,アイカンオ,0,K00050.wav,アイカン,1,0,111
56,51,J00051.wav,1,100340010,アイギ,合着,合着,合着,3,,3,春と秋には、アイキオ着る,6,K00051.wav,アイキ,2,1,12
57,52,J00052.wav,1,100340010,アイギ,合着,合着,合着,3,,3,春と秋には、アイキオ着る,6,K00052.wav,アイキ,2,1,11
58,53,J00053.wav,1,100350010,アイキドー,合気道,合気道,合気道,5,,,アイキドーオ,0,K00053.wav,アイキドー,1,0,1200
59,53,J00053.wav,1,100350010,アイキドウ,合気道,合気道,合気道,5,,,アイキドーオ,0,K00053.wav,アイキドー,1,0,1200
60,54,J00054.wav,1,100360010,アイキャク,相客,相客,相客,5,,,アイキャクオ,0,K00054.wav,アイキャク,1,0,1111
61,55,J00055.wav,1,100370010,アイキョー,愛きょう,愛敬,"愛きょう{敬,嬌}",5,,,アイキョーオ,0,K00055.wav,アイキョー,1,0,1120
62,55,J00055.wav,1,100370010,アイキョー,愛きょう,愛嬌,"愛きょう{敬,嬌}",5,,,アイキョーオ,0,K00055.wav,アイキョー,1,0,1120
63,55,J00055.wav,1,100370010,アイキョウ,愛きょう,愛敬,"愛きょう{敬,嬌}",5,,,アイキョーオ,0,K00055.wav,アイキョー,1,0,1120
64,55,J00055.wav,1,100370010,アイキョウ,愛きょう,愛嬌,"愛きょう{敬,嬌}",5,,,アイキョーオ,0,K00055.wav,アイキョー,1,0,1120
65,56,J00056.wav,1,100380010,アイキョーゲン,間狂言,間狂言,間狂言,7,,6,アイキョーケンオ,0,K00056.wav,アイキョーケン,1,0,112000
66,56,J00056.wav,1,100380010,アイキョウゲン,間狂言,間狂言,間狂言,7,,6,アイキョーケンオ,0,K00056.wav,アイキョーケン,1,0,112000
67,57,J00057.wav,1,100390010,アイキョーシン,愛郷心,愛郷心,愛郷心,7,,,アイキョーシンオ,0,K00057.wav,アイキョーシン,1,0,112000
68,57,J00057.wav,1,100390010,アイキョウシン,愛郷心,愛郷心,愛郷心,7,,,アイキョーシンオ,0,K00057.wav,アイキョーシン,1,0,112000
69,58,J00058.wav,1,100400010,アイキョーモノ,愛きょう者,愛敬者,"愛きょう者{敬,嬌}",7,,,彼女は、町内一のアイキョーモノダ,8,K00058.wav,アイキョーモノ,2,1,111111
70,58,J00058.wav,1,100400010,アイキョーモノ,愛きょう者,愛嬌者,"愛きょう者{敬,嬌}",7,,,彼女は、町内一のアイキョーモノダ,8,K00058.wav,アイキョーモノ,2,1,111111
71,58,J00058.wav,1,100400010,アイキョウモノ,愛きょう者,愛敬者,"愛きょう者{敬,嬌}",7,,,彼女は、町内一のアイキョーモノダ,8,K00058.wav,アイキョーモノ,2,1,111111
72,58,J00058.wav,1,100400010,アイキョウモノ,愛きょう者,愛嬌者,"愛きょう者{敬,嬌}",7,,,彼女は、町内一のアイキョーモノダ,8,K00058.wav,アイキョーモノ,2,1,111111
73,59,J00059.wav,1,100400010,アイキョーモノ,愛きょう者,愛敬者,"愛きょう者{敬,嬌}",7,,,彼女は、町内一のアイキョーモノダ,8,K00059.wav,アイキョーモノ,2,1,111112
74,59,J00059.wav,1,100400010,アイキョーモノ,愛きょう者,愛嬌者,"愛きょう者{敬,嬌}",7,,,彼女は、町内一のアイキョーモノダ,8,K00059.wav,アイキョーモノ,2,1,111112
75,59,J00059.wav,1,100400010,アイキョウモノ,愛きょう者,愛敬者,"愛きょう者{敬,嬌}",7,,,彼女は、町内一のアイキョーモノダ,8,K00059.wav,アイキョーモノ,2,1,111112
76,59,J00059.wav,1,100400010,アイキョウモノ,愛きょう者,愛嬌者,"愛きょう者{敬,嬌}",7,,,彼女は、町内一のアイキョーモノダ,8,K00059.wav,アイキョーモノ,2,1,111112
77,60,J00060.wav,1,100410010,アイギン,愛吟,愛吟,愛吟,4,,3,アイキンオ,0,K00060.wav,アイキン,1,0,111
78,61,J00061.wav,1,100420010,アイクチ,合い口,合い口,合い口,4,3,,アイクチオ,0,K00061.wav,アイクチ,1,0,111
79,62,J00062.wav,1,100430010,アイクチ,あいくち,匕首,あいくち{匕首},4,3,,アイクチオ,0,K00062.wav,アイクチ,3,0,111
80,63,J00063.wav,1,100430010,アイクチ,あいくち,匕首,あいくち{匕首},4,3,,アイクチオ,0,K00063.wav,アイクチ,3,0,2000
81,64,J00064.wav,1,100430010,アイクチ,あいくち,匕首,あいくち{匕首},4,3,,アイクチオ,0,K00064.wav,アイクチ,3,0,200
82,65,J00065.wav,0,100440010,アイクルシイ,愛くるしい,愛くるしい,愛くるしい,6,,,アイクルシイ,0,,アイクルシイ,1,0,11120
83,66,J00066.wav,1,100450010,アイケン,愛犬,愛犬,愛犬,4,,,アイケンオ,0,K00066.wav,アイケン,1,0,111
84,67,J00067.wav,1,100460010,アイコ,愛顧,愛顧,愛顧,3,,,店の繁盛は、客のアイコニよる,8,K00067.wav,アイコ,1,1,200
85,68,J00068.wav,1,100470010,アイコ,あいこ,あいこ,あいこ(勝負なし),3,,,何度やっても、アイコデ勝負なし,7,K00068.wav,アイコ,2,1,12
86,69,J00069.wav,1,100470010,アイコ,あいこ,あいこ,あいこ(勝負なし),3,,,何度やっても、アイコデ勝負なし,7,K00069.wav,アイコ,2,1,11
87,70,J00070.wav,1,100480010,アイゴ,愛護,愛護,愛護,3,,3,アイコオ,0,K00070.wav,アイコ,1,0,200
88,71,J00071.wav,1,100490010,アイコー,愛好,愛好,愛好,4,,,アイコーオ,0,K00071.wav,アイコー,1,0,111
89,71,J00071.wav,1,100490010,アイコウ,愛好,愛好,愛好,4,,,アイコーオ,0,K00071.wav,アイコー,1,0,111
90,72,J00072.wav,1,100500010,アイコーカ,愛好家,愛好家,愛好家,5,,,アイコーカオ,0,K00072.wav,アイコーカ,1,0,1111
91,72,J00072.wav,1,100500010,アイコウカ,愛好家,愛好家,愛好家,5,,,アイコーカオ,0,K00072.wav,アイコーカ,1,0,1111
