#separator:tab
#html:true
#columns:Audio	Transcript	Reading	EN	Hint	Tags
#notetype:Listening
#deck:Japanese Grammar::09 - Sfp Aizuchi::Listening
#
[sound:22f503aaf294.mp3]	うん	うん	Yeah.	casual affirmation	pos:aizuchi register:casual module:09-sfp-aizuchi point:aizuchi-back-channels complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:065b6aca6216.mp3]	うんうん	うんうん	Uh-huh, uh-huh.	dual affirmation	pos:aizuchi register:casual module:09-sfp-aizuchi point:aizuchi-back-channels complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:c57fc98f9549.mp3]	えっ、うん	えっ、うん	Huh? Yeah.	surprised assent	pos:aizuchi register:casual module:09-sfp-aizuchi point:aizuchi-back-channels complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:dc3739e31237.mp3]	そう	そう	I see.	indicates comprehension	pos:aizuchi register:casual module:09-sfp-aizuchi point:aizuchi-back-channels complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:7a78884e192f.mp3]	そうか	そうか	Is that so?	confirms realization	pos:aizuchi register:casual module:09-sfp-aizuchi point:aizuchi-back-channels complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:e523d88822b8.mp3]	そうですか	そうですか	Is that so? (polite).	respectful surprise	pos:aizuchi register:polite module:09-sfp-aizuchi point:aizuchi-back-channels complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:3e1b9b439996.mp3]	へえー	へえー	Oh! (with emphasis).	drawn-out realization	pos:aizuchi register:casual module:09-sfp-aizuchi point:aizuchi-back-channels complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:ca903eac7468.mp3]	へえ	へえ	Oh.	gentle acknowledgment	pos:aizuchi register:casual module:09-sfp-aizuchi point:aizuchi-back-channels complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:22daff09800f.mp3]	えっ	えっ	Huh? What?	sudden surprise	pos:interjection register:casual module:09-sfp-aizuchi point:interjections complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:ca903eac7468.mp3]	へえ	へえ	Oh! (surprised).	light interest	pos:interjection register:casual module:09-sfp-aizuchi point:interjections complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:57c2d002dcf0.mp3]	ひゃー	ひゃー	Wow! / Yikes!	thrilled or scared	pos:interjection register:casual module:09-sfp-aizuchi point:interjections complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:e54c732dd519.mp3]	うわ	うわ	Whoa! / Wow!	powerful reaction	pos:interjection register:casual module:09-sfp-aizuchi point:interjections complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:629998c9e55c.mp3]	うわぁ	うわぁ	Wowww! (extended).	extended reaction	pos:interjection register:casual module:09-sfp-aizuchi point:interjections complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:c3177957e1e1.mp3]	ゲッ	げっ	Ugh! (disgust).	gross/yuck marker	pos:interjection register:casual module:09-sfp-aizuchi point:interjections complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:7caf9662ae80.mp3]	オロオロ	おろおろ	Oh no! (flustered).	flustered state	pos:interjection register:casual module:09-sfp-aizuchi point:interjections complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:9f6e0799a1ab.mp3]	あわあわ	あわあわ	Oh gosh! (nervous).	anxious state	pos:interjection register:casual module:09-sfp-aizuchi point:interjections complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:3654606dba81.mp3]	そこに行ったらいいよ	そこにいったらいいよ	That place is great, you know.	seeks no response	pos:sfp register:casual module:09-sfp-aizuchi point:sfp-core complexity:intro source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:0a13df424dcf.mp3]	明日が締め切りだよ	あしたがしめきりだよ	Tomorrow's the deadline, you know.	asserts knowledge	pos:sfp register:casual module:09-sfp-aizuchi point:sfp-core complexity:intro frequency:low source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:0db5ce4d8c73.mp3]	本当に面白いよ	ほんとうにおもしろいよ	It's really interesting, you know.	speaker conviction	pos:sfp register:casual module:09-sfp-aizuchi point:sfp-core complexity:intro frequency:top1k source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:8b5e3240302f.mp3]	大変だったよ	たいへんだったよ	It was tough, let me tell you.	emphasizes difficulty	pos:sfp register:casual module:09-sfp-aizuchi point:sfp-core complexity:intro frequency:top1k source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:4cb4fdd913fc.mp3]	天気がいいね	てんきがいいね	The weather's nice, isn't it?	shared observation	pos:sfp register:casual module:09-sfp-aizuchi point:sfp-core complexity:intro frequency:top1k source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:47052257b70e.mp3]	美味しいね	おいしいね	It's delicious, right?	shared taste experience	pos:sfp register:casual module:09-sfp-aizuchi point:sfp-core complexity:intro frequency:top1k source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:008751329351.mp3]	大事なことだね	だいじなことだね	That's important, isn't it?	shared judgment	pos:sfp register:casual module:09-sfp-aizuchi point:sfp-core complexity:intro frequency:top5k source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
[sound:5bb8893f83e7.mp3]	疲れたね	つかれたね	We're tired, aren't we?	acknowledges fatigue	pos:sfp register:casual module:09-sfp-aizuchi point:sfp-core complexity:intro frequency:top10k source:dictionary-of-jp-grammar point:module-listening_listening complexity:standard
