#separator:tab
#html:true
#columns:Text	Reading	Hint	Audio	Tags
#notetype:Cloze
#deck:Japanese Grammar::02 - N4 Grammar::Cloze

忙しい{{c1::なら}}、休んでください。	いそがしい{{c1::なら}}、やすんでください。	if busy	[sound:fbecc48cf274.mp3]	module:02-n4 jlpt:n4 point:conditional-nara frequency:top1k complexity:intro source:shin-kanzen
京都に行く{{c1::なら}}、清水寺は外せません。	きょうとにいく{{c1::なら}}、きよみずでらははずせません。	if Kyoto	[sound:1b725805f766.mp3]	module:02-n4 jlpt:n4 point:conditional-nara frequency:top5k complexity:standard source:shin-kanzen
コーヒー{{c1::なら}}その店が一番だよ。	こーひー{{c1::なら}}そのみせがいちばんだよ。	speaking of coffee	[sound:65ef80b3af8a.mp3]	module:02-n4 jlpt:n4 point:conditional-nara frequency:top1k complexity:standard source:shin-kanzen
行く{{c1::なら}}今だ。	いく{{c1::なら}}いまだ。	if you decide to go	[sound:94fdb0906c5b.mp3]	module:02-n4 jlpt:n4 point:conditional-nara frequency:top1k complexity:intro source:shin-kanzen
手伝う{{c1::なら}}真剣にやってくれ。	てつだう{{c1::なら}}しんけんにやってくれ。	if helping	[sound:3d882a1e488e.mp3]	module:02-n4 jlpt:n4 point:conditional-nara frequency:top10k complexity:standard source:shin-kanzen
本が読み{{c1::たいなら}}、図書館へ行きなさい。	ほんがよみ{{c1::たいなら}}、としょかんへいきなさい。	if wanting to read	[sound:3e89bf0b8e4c.mp3]	module:02-n4 jlpt:n4 point:conditional-nara frequency:top10k complexity:standard source:shin-kanzen
飛行機で行く{{c1::なら}}、朝が早い。	ひこうきでいく{{c1::なら}}、あさがはやい。	if taking plane	[sound:341d4098c7d7.mp3]	module:02-n4 jlpt:n4 point:conditional-nara frequency:top1k complexity:intro source:shin-kanzen
休みが欲しい{{c1::なら}}、先生に相談しなさい。	やすみがほしい{{c1::なら}}、せんせいにそうだんしなさい。	if wanting break	[sound:639fdb89f78c.mp3]	module:02-n4 jlpt:n4 point:conditional-nara frequency:top5k complexity:standard source:shin-kanzen
本が読みたい{{c1::なら}}、図書館へ行きなさい。	ほんがよみたい{{c1::なら}}、としょかんへいきなさい。	if want to read	[sound:3e89bf0b8e4c.mp3]	module:02-n4 jlpt:n4 point:conditional-nara frequency:top10k complexity:standard source:shin-kanzen
仕事{{c1::なら}}私に任せてください。	しごと{{c1::なら}}わたしにまかせてください。	if about work	[sound:da061abc5752.mp3]	module:02-n4 jlpt:n4 point:conditional-nara frequency:top1k complexity:standard source:shin-kanzen
