#separator:tab
#html:true
#columns:Text	Reading	Hint	Audio	Tags
#notetype:Cloze
#deck:Japanese Grammar::02 - N4 Grammar::Cloze

母に弁当を作って{{c1::もらった}}。	ははにべんとうをつくって{{c1::もらった}}	receive favor	[sound:0d197bd08e5f.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top10k complexity:intro
先生に論文を見て{{c1::もらった}}。	せんせいにろんぶんをみて{{c1::もらった}}	receive service	[sound:5b71be3d8a64.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top10k complexity:intro
兄に手伝って{{c1::もらった}}。	あににてつだって{{c1::もらった}}	receive help	[sound:0df135316fa0.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top1k complexity:intro
友達に説明して{{c1::あげた}}。	ともだちにせつめいして{{c1::あげた}}	give favor	[sound:ca0d1925efd7.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top5k complexity:intro
先輩に宿題を教えて{{c1::もらっています}}。	せんぱいにしゅくだいをおしえて{{c1::もらっています}}	ongoing instruction	[sound:78586e52a05f.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top10k complexity:intro
彼女に花を買って{{c1::あげた}}。	かのじょにはなをかって{{c1::あげた}}	gift giving	[sound:c36eda04cbe5.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top5k complexity:intro
子供に本を読んで{{c1::あげました}}。	こどもにほんをよんで{{c1::あげました}}	do favor	[sound:0a42c881054a.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top1k complexity:intro
店員さんに荷物を運んで{{c1::もらいました}}。	てんいんさんににもつをはこんで{{c1::もらいました}}	service	[sound:b76b204f5b87.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top10k complexity:standard
医者に見て{{c1::もらいました}}。	いしゃにみて{{c1::もらいました}}	exam	[sound:2b551150e62b.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top1k complexity:intro
先生にご指導いただいて{{c1::います}}。	せんせいにごしどういただいて{{c1::います}}	keigo	[sound:325b05be38df.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top10k complexity:standard
親友に秘密を聞いて{{c1::もらった}}。	しんゆうにひみつをきいて{{c1::もらった}}	confidence	[sound:aa6194ac7fde.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top10k complexity:intro
妻に服を買って{{c1::あげた}}。	つまにふくをかって{{c1::あげた}}	buy	[sound:bc9299e085bb.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top5k complexity:intro
同僚に報告書を見て{{c1::もらった}}。	どうりょうにほうこくしょをみて{{c1::もらった}}	review	[sound:da7e96cd61ff.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top10k complexity:intro
子供に宿題を手伝って{{c1::あげました}}。	こどもにしゅくだいをてつだって{{c1::あげました}}	help	[sound:e1661d2dc28f.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top1k complexity:intro
セキュリティに確認して{{c1::もらった}}。	せきゅりてぃにかくにんして{{c1::もらった}}	verify	[sound:a74f67c2a4aa.mp3]	module:02-n4 jlpt:n4 point:benefactive frequency:top10k complexity:standard
