#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::02 - N4 Grammar::Recognition
#
毎日走ると、体が強くなります。		と = automatic natural consequence	contrast-derived	ると	と = automatic natural consequence	Daily running naturally strengthens body	ると vs れば	[sound:2fbcbe2c8e48.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:れば frequency:low source:shin-kanzen
毎日走れば、体が強くなります。		ば = hypothetical generalization	contrast-derived	れば	ば = hypothetical generalization	If you run daily (generic), body would strengthen	ると vs れば	[sound:fb797b78108c.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:ると frequency:low source:shin-kanzen
お金があれば、旅行に行きたいです。		ば = open-ended hypothetical	contrast-derived	れば	ば = open-ended hypothetical	If money existed (situation), would want to travel	れば vs たら	[sound:1d1fdfa7f894.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:たら frequency:top10k source:shin-kanzen
お金があったら、旅行に行きたいです。		たら = specific instance hypothetical	contrast-derived	たら	たら = specific instance hypothetical	In one scenario: if had money, would travel	れば vs たら	[sound:ab94e84d8748.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:れば frequency:top10k source:shin-kanzen
朝起きたら、外は雨でした。		たら = narrative point in time discovery	contrast-derived	たら	たら = narrative point in time discovery	When I woke, found rain (narrative shift)	た vs たら	[sound:b9cc3a627701.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:intro confusable-with:た frequency:top1k source:shin-kanzen
朝起きて、外は雨でした。		たら used in past narrative when discovery occurred	contrast-derived	たら	たら used in past narrative when discovery occurred	Waking up revealed: rain outside	たら vs ると	[sound:b8405bb94c16.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:intro confusable-with:ると frequency:top1k source:shin-kanzen
忙しければ、休んでください。		ば = hypothetical generalization	contrast-derived	ば	ば = hypothetical generalization	Generic: if ever busy (hypothetical), should rest	なら vs ば	[sound:b836fca32400.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:なら source:shin-kanzen
忙しいなら、休んでください。		なら = presupposition: you ARE busy → advice	contrast-derived	なら	なら = presupposition: you ARE busy → advice	Topic-conditional: given that you're busy, rest	なら vs ば	[sound:fbecc48cf274.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:ば frequency:top1k source:shin-kanzen
水を100℃に熱すと、沸きます。		と = automatic scientific result	contrast-derived	す	と = automatic scientific result	Heating water to 100°C automatically boils it	す vs すれば	[sound:853af10748d5.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:すれば frequency:top5k source:shin-kanzen
毎日勉強すれば、上手になります。		ば = generic hypothetical habit	contrast-derived	すれば	ば = generic hypothetical habit	If you habitually studied (hypothetical), would improve	すれば vs したら	[sound:64a9c0710749.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:したら frequency:top1k source:shin-kanzen
薬を飲んだら、気分が良くなりました。		たら = when-then discovery	contrast-derived	だら	たら = when-then discovery	When took medicine, felt better (narrative)	だら vs だ	[sound:ec88c3cc5585.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:だ frequency:top5k source:shin-kanzen
都会に住むなら、便利です。		なら = topic-conditional: the premise is city living	contrast-derived	なら	なら = topic-conditional: the premise is city living	Given city living (topic), convenient	なら vs ば	[sound:b4cd2fcd3da1.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:intro confusable-with:ば frequency:top10k source:shin-kanzen
実はこのボタンを押すと、ライトがつきます。		と = automatic mechanical result	contrast-derived	す	と = automatic mechanical result	Pressing button automatically turns on light	す vs したら	[sound:052467a26fc7.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:したら frequency:top10k source:shin-kanzen
このボタンを押したら、ライトがつきました。		たら = narrative: when pressed, light turned on	contrast-derived	したら	たら = narrative: when pressed, light turned on	When pressed (narrative past), light came on	したら vs すると	[sound:72ea6d3a76bc.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:すると frequency:top1k source:shin-kanzen
走れば、疲れます。		ば = hypothetical generic consequence	contrast-derived	ば	ば = hypothetical generic consequence	If you run (generic hypothetical), get tired	ば vs なら	[sound:8d98cf78ae16.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:intro confusable-with:なら frequency:top10k source:shin-kanzen
走るなら、疲れます。		なら = presupposition: given running (topic), tired result	contrast-derived	なら	なら = presupposition: given running (topic), tired result	Topic = running → tired (not hypothetical)	なら vs ば	[sound:80ed6cb674ac.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:intro confusable-with:ば frequency:top10k source:shin-kanzen
実は冬になると、雪が降ります。		と = automatic seasonal consequence	contrast-derived	になる	と = automatic seasonal consequence	When winter arrives (automatic), snow falls	になる vs になれば	[sound:25cd496fc00c.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:になれば frequency:top10k source:shin-kanzen
冬になれば、雪が降ります。		ば = hypothetical seasonal condition	contrast-derived	になれ	ば = hypothetical seasonal condition	If winter were to occur (hypothetical), snow would fall	になれ vs になると	[sound:499798039832.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:intro confusable-with:になると frequency:top1k source:shin-kanzen
病気だったら、病院に行ってください。		たら = if in specific instance you're sick, go	contrast-derived	ったら	たら = if in specific instance you're sick, go	Specific scenario: if you got sick, hospital	ったら vs なら	[sound:c727de5e5dc5.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:なら frequency:top1k source:shin-kanzen
実は病気なら、病院に行ってください。		なら = presupposition: given you're sick (topic), hospital	contrast-derived	なら	なら = presupposition: given you're sick (topic), hospital	Topic = illness → hospital (stated as given)	らば vs なら	[sound:ccb364351b6d.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:らば frequency:top10k source:shin-kanzen
実は角を曲がったら、駅が見えます。		たら = narrative temporal shift	contrast-derived	たら	たら = narrative temporal shift	When you turn corner (past tense narrative), station visible	たら vs た	[sound:a2db8ac120f4.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:た frequency:top10k source:shin-kanzen
角を曲がると、駅が見えます。		と = automatic discovery upon turning	contrast-derived	と	と = automatic discovery upon turning	Turning corner reveals: station appears	た vs たら	[sound:8d517966499c.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard frequency:top1k source:shin-kanzen
京都に行くなら、清水寺は外せません。		なら = presupposition topic-conditional	contrast-derived	なら	なら = presupposition topic-conditional	Given trip to Kyoto (topic), Kiyomizu essential	なら vs ば	[sound:1b725805f766.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:ば frequency:top5k source:shin-kanzen
毎日読書すれば、語彙が増えます。		ば = generic positive consequence	contrast-derived	ば	ば = generic positive consequence	If you read daily (hypothetical), vocabulary grows	ば vs たら	[sound:a8ea7d1e44f8.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:たら frequency:low source:shin-kanzen
冷蔵庫を開けたら、牛乳がありました。		たら = past narrative discovery	contrast-derived	たら	たら = past narrative discovery	When opened fridge (past narrative), milk was there	たら vs たら	[sound:ec9408e7e7f5.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:たら frequency:top1k source:shin-kanzen
春になると、花が咲きます。		と = automatic seasonal phenomenon	contrast-derived	になる	と = automatic seasonal phenomenon	When spring arrives (automatic), flowers bloom	になる vs になれば	[sound:2ca502f474de.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:intro confusable-with:になれば frequency:top1k source:shin-kanzen
友達に会ったら、誘ってください。		たら = if scenario you meet friend, invite	contrast-derived	たら	たら = if scenario you meet friend, invite	Meeting a friend (condition): invite them	たら vs たら	[sound:81d7ed9118f0.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:たら frequency:top1k source:shin-kanzen
実は値段が安ければ、買うかもしれません。		ば = generic hypothetical tendency	contrast-derived	れば	ば = generic hypothetical tendency	If price were low (hypothetical), might buy	れば vs たら	[sound:2fe4c15e748b.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:たら frequency:top10k source:shin-kanzen
忙しい人なら、休憩が大切です。		なら = presupposition about busy people	contrast-derived	なら	なら = presupposition about busy people	Given busy person (topic), breaks are essential	ら vs なら	[sound:40466cf5d1fd.mp3]	module:02-n4 jlpt:n4 point:conditional complexity:standard confusable-with:ら frequency:top10k source:shin-kanzen
