#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::02 - N4 Grammar::Recognition
#

京都に行くなら、清水寺に行ってください。	きょうとにいくなら、きよみずでらにいってください。	If you're going to Kyoto, please visit Kiyomizu Temple.	Presupposition-based advice	前提 + なら + アドバイス	Advice based on context	Topic = Kyoto → temple	ば conditional (generic)	[sound:8b62b0dbd358.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:standard frequency:top5k source:shin-kanzen sense:conditionals
仕事が忙しいなら、休みを取ってください。	しごとがいそがしいなら、やすみをとってください。	If your work is busy, take a break.	Presupposition-based advice	状況 + なら + アドバイス	Advice based on context	Busy → take break	ば conditional (generic)	[sound:1822844e6f14.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:standard frequency:top1k source:shin-kanzen sense:conditionals
そうなら、仕方がありません。	そうなら、しかたがありません。	If that's the case, there's nothing we can do.	Presupposition acceptance	前提 + なら + 受け入れ	Acceptance of given	That's how it is → accept	と conditional (automatic)	[sound:93a4b4d9dfad.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:standard frequency:top5k source:shin-kanzen sense:conditionals
予算があるなら、新しい機器を買いましょう。	よさんがあるなら、あたらしいききをかいましょう。	If there's a budget, let's buy new equipment.	Presupposition-based proposal	前提 + なら + 提案	Proposal based on condition	Budget available → purchase	ば conditional (generic)	[sound:14e2b54b626a.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:standard frequency:low source:shin-kanzen sense:conditionals
興味があるなら、応募してください。	きょうみがあるなら、おうぼしてください。	If you're interested, please apply.	Presupposition-based invitation	前提 + なら + 招待	Invitation based on interest	Interest → apply	ば conditional (generic)	[sound:48fabf07b872.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:standard frequency:low source:shin-kanzen sense:conditionals
本当ならば、信じられません。	ほんとうならば、しんじられません。	If it's true, it's unbelievable.	Presupposition contrast	前提 + なら + 対比	Contrast assumption	If true → disbelief	ば conditional (generic)	[sound:da6badf26099.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:standard frequency:top1k source:shin-kanzen sense:conditionals
時間があるなら、映画を見ましょう。	じかんがあるなら、えいがをみましょう。	If you have time, let's watch a movie.	Topic-conditional proposal	前提 + なら + 提案	Presupposition-based suggestion	Topic = time → watch movie	ば conditional (generic)	[sound:574e0474658c.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:standard frequency:top1k source:shin-kanzen sense:conditionals
病気なら、病院に行ってください。	びょうきなら、びょういんにいってください。	If you're sick, please go to the hospital.	Presupposition-based advice	状態 + なら + アドバイス	Advice from condition	Sick → hospital	と conditional (automatic)	[sound:ab4f04e46a39.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:standard frequency:top1k source:shin-kanzen sense:conditionals
会議が明日なら、準備を始めましょう。	かいぎがあしたなら、じゅんびをはじめましょう。	If the meeting is tomorrow, let's start preparing.	Topic-conditional timing	時点 + なら + 行動	Timing-based action	Meeting tomorrow → prepare	ば conditional (generic)	[sound:c6594071d152.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:standard frequency:top5k source:shin-kanzen sense:conditionals
そのお金が足りないなら、借りてください。	そのおかねがたりないなら、かりてください。	If that money isn't enough, please borrow some.	Presupposition-based permission	前提 + なら + 許可	Permission from condition	Money insufficient → borrow	ば conditional (generic)	[sound:8ab263fa8d75.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:standard frequency:top10k source:shin-kanzen sense:conditionals
自分でできるなら、してください。	じぶんでできるなら、してください。	If you can do it yourself, please do it.	Presupposition-based capability	能力 + なら + 依頼	Conditional capability	If able → do yourself	ば conditional (generic)	[sound:668a9fa4fe62.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:standard frequency:top1k source:shin-kanzen sense:conditionals
子どもなら、遊ぶのが好きです。	こどもなら、あそぶのがすきです。	If you're a child, you like to play.	Topic-conditional generalization	主題 + なら + 特性	Topic-based generalization	Topic = child → likes play	ば conditional (generic)	[sound:d257f77de6f7.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:standard frequency:top5k source:shin-kanzen sense:conditionals
電車で行くなら、30分かかります。	でんしゃでいくなら、さんじゅっぷんかかります。	If you go by train, it takes 30 minutes.	Topic-conditional duration	手段 + なら + 時間	Method-based duration	By train → 30 minutes	ば conditional (generic)	[sound:2d7ed5ada1a3.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:standard frequency:top10k source:shin-kanzen sense:conditionals
そっちなら、安いです。	そっちなら、やすいです。	If it's that one, it's cheap.	Topic-conditional comparison	対象 + なら + 特性	Object-based property	That store → cheaper	ば conditional (generic)	[sound:71afd3e8c85d.mp3]	module:02-n4 jlpt:n4 point:conditional-nara complexity:intro frequency:top1k source:shin-kanzen sense:conditionals
