#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::02 - N4 Grammar::Recognition
子どもに野菜を食べさせた。	こどもにやさいをたべさせた。	I made the child eat vegetables.	Forcing causative	V + させる	Force someone to act	Parent forces child	Forcing context	[sound:b93a16a77505.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard frequency:top5k source:shin-kanzen
学生に宿題をさせている。	がくせいにしゅくだいをさせている。	I am making the students do homework.	Forcing causative ongoing	V + させている	Ongoing imposition	Habitual forcing	Shows routine	[sound:2232aef2bf4e.mp3]	module:02-n4 jlpt:n4 point:causative complexity:intro frequency:top1k source:shin-kanzen
兵士に走らせた。	へいしにはしらせた。	The commander made the soldiers run.	Forcing causative	V + させた	Forced action	Military order	Clear power dynamic	[sound:e9ac4c82d4fc.mp3]	module:02-n4 jlpt:n4 point:causative complexity:intro frequency:low source:shin-kanzen
労働者に長時間働かせるな。	ろうどうしゃにちょうじかんはたらかせるな。	Do not make workers labor for long hours.	Forcing causative negative	V + させるな	Prohibition on forcing	Warning command	Ethical objection	[sound:d8727b5f0e21.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard frequency:top10k source:shin-kanzen
医者は患者に薬を飲ませた。	いしゃはかんじゃにくすりをのませた。	The doctor made the patient take medicine.	Forcing causative	V + させた	Professional authority	Medical context	Necessary imposition	[sound:d24755a1841d.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard frequency:top10k source:shin-kanzen
子どもに好きなことをさせている。	こどもにすきなことをさせている。	I let my child do what they like.	Permissive causative	V + させている	Allow someone to act	Permission nuance	Differs from forcing	[sound:298544c2b2b3.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard frequency:top5k source:shin-kanzen
学生に質問させてください。	がくせいにしつもんさせてください。	Please let the students ask questions.	Permissive causative request	V + させてください	Request permission	Polite asking	Shows respect	[sound:981db8f94da4.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard frequency:top1k source:shin-kanzen
彼に自由に選ばせた。	かれにじゆうにえらばせた。	I let him choose freely.	Permissive causative	V + させた	Allow unrestricted choice	Freedom emphasized	Passive acceptance	[sound:9444e44981e7.mp3]	module:02-n4 jlpt:n4 point:causative complexity:intro frequency:top5k source:shin-kanzen
妻に友人を招待させた。	つまにゆうじんをしょうたいさせた。	I let my wife invite friends.	Permissive causative	V + させた	Allow spouse to host	Social context	Delegation	[sound:0c0b37e15ac8.mp3]	module:02-n4 jlpt:n4 point:causative complexity:intro frequency:top10k source:shin-kanzen
選手たちに試合をさせろ。	せんしゅたちにしあいをさせろ。	Let the athletes play the match.	Permissive causative imperative	V + させろ	Command to allow	Insistent permission	Authoritative	[sound:52f54d8c919e.mp3]	module:02-n4 jlpt:n4 point:causative complexity:intro frequency:top10k source:shin-kanzen
先生が学生に宿題をさせた。	せんせいががくせいにしゅくだいをさせた。	The teacher made students do homework.	Causative with に	V + に + させた	に for the person	Person who acts	を for object	[sound:7689484e33dd.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard frequency:top1k source:shin-kanzen
親が子どもを寝かせた。	おやがこどもをねかせた。	The parent put the child to sleep.	Causative with を	V + を + させた	を for person affected	Child as object	に for the actor	[sound:3e29971abb40.mp3]	module:02-n4 jlpt:n4 point:causative complexity:intro frequency:top5k source:shin-kanzen
彼女が彼を待たせた。	かのじょがかれをまたせた。	His girlfriend made him wait.	Causative with を	V + を + させた	を for person in object role	Action affects person	に would differ	[sound:4128453625b4.mp3]	module:02-n4 jlpt:n4 point:causative complexity:intro frequency:top5k source:shin-kanzen
監督が役者に台詞を言わせた。	かんとくがやくしゃにせりふをいわせた。	The director made the actor recite lines.	Causative with に	V + に + させた	に for the agent	Actor does speech	を for object	[sound:951a6344bf14.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard frequency:low source:shin-kanzen
店長がアルバイトを掃除させた。	てんちょうがあるばいとをそうじさせた。	The manager made the part-timer clean.	Causative with を	V + を + させた	を for person caused	Worker as object	に for who acts	[sound:2702d052462e.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard frequency:top1k source:shin-kanzen
説明させてください。	せつめいさせてください。	Please let me explain.	Permissive request form	V + させてください	Polite permission request	Self-focused	Humble tone	[sound:8e59df7e03cb.mp3]	module:02-n4 jlpt:n4 point:causative complexity:intro frequency:top5k source:shin-kanzen
質問させていただけますか。	しつもんさせていただけますか。	May I ask a question, please?	Humble polite request	V + させていただく	Respectful request	Most formal	Includes いただく	[sound:c7e0822d62f8.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard frequency:top1k source:shin-kanzen
時間をください。考えさせてください。	じかんをください。かんがえさせてください。	Please give me time. Let me think.	Permission request	V + させてください	Asking for allowance	Needs time	Common pattern	[sound:4b9cd34f8168.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard frequency:top10k source:shin-kanzen
参加させていただきたいです。	さんかさせていただきたいです。	I would like to be allowed to participate.	Humble polite desire	V + させていただきたい	Respectful allowance	Formal tone	With いただく	[sound:c089343f28ca.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard frequency:top10k source:shin-kanzen
一度試させてもらえますか。	いちどためさせてもらえますか。	Could I try it once?	Casual permission request	V + させてもらう	Informal but polite	Slightly casual	もらう for permission	[sound:534bf973b6e3.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard frequency:top5k source:shin-kanzen
彼を走らせた。	かれをはしらせた。	I made him run.	Causative of intransitive	Intransitive + させる	Force motion action	Person caused to run	を particle for person	[sound:aca9ca249f9b.mp3]	module:02-n4 jlpt:n4 point:causative complexity:intro frequency:top5k source:shin-kanzen
子どもに泣かせてしまった。	こどもになかせてしまった。	I ended up making the child cry.	Causative of intransitive	Intransitive + させてしまう	Accidental causing	Regrettable result	てしまう for regret	[sound:92d2cd046980.mp3]	module:02-n4 jlpt:n4 point:causative complexity:standard frequency:top5k source:shin-kanzen
馬を走らせる。	うまをはしらせる。	Drive the horse to run.	Causative of intransitive	Intransitive + させる	Cause motion	Animal as object	Active causation	[sound:efd123aaec95.mp3]	module:02-n4 jlpt:n4 point:causative complexity:intro frequency:top10k source:shin-kanzen
雨が止むまで待たせた。	あめがやむまでまたせた。	Made wait until rain stops.	Causative of intransitive	Intransitive + させた	Cause waiting	Delay action	を pattern	[sound:0bfb713ad1d3.mp3]	module:02-n4 jlpt:n4 point:causative complexity:intro frequency:top5k source:shin-kanzen
選手を行かせる。	せんしゅをいかせる。	Let the athlete go.	Causative of intransitive	Intransitive + させる	Permit motion	Allowance nuance	Permissive	[sound:efb34016babb.mp3]	module:02-n4 jlpt:n4 point:causative complexity:intro frequency:top10k source:shin-kanzen
