#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::02 - N4 Grammar::Recognition
猫に追われた。	ねこにおわれた。	I was chased by a cat.	Basic -られる passive	V + られる	Express what happens to you	Someone chases me	Polite: 追われました	[sound:ce47aa8173b3.mp3]	module:02-n4 jlpt:n4 point:passive complexity:intro frequency:top1k source:shin-kanzen
手紙が受け取られた。	てがみがうけとられた。	The letter was received.	Basic -られる passive	V + られる	Action to object	Document received	Polite: 受け取られました	[sound:0a5bbd580427.mp3]	module:02-n4 jlpt:n4 point:passive complexity:intro frequency:top1k source:shin-kanzen
約束が守られている。	やくそくがまもられている。	The promise is being kept.	Basic -られる passive state	V + られる	Ongoing state	State of being kept	ている for ongoing	[sound:c68dd206f9d3.mp3]	module:02-n4 jlpt:n4 point:passive complexity:intro frequency:top5k source:shin-kanzen
窓が壊された。	まどがこわされた。	The window was broken.	Basic -られる passive	V + られる	Action to object	Object broken	Polite: 壊されました	[sound:5c5616e20755.mp3]	module:02-n4 jlpt:n4 point:passive complexity:intro frequency:top1k source:shin-kanzen
報告書が提出された。	ほうこくしょがていしゅつされた。	The report was submitted.	Basic -られる passive	V + られる	Document action	Report submitted	Polite: 提出されました	[sound:637cb25523c1.mp3]	module:02-n4 jlpt:n4 point:passive complexity:intro frequency:top10k source:shin-kanzen
兄に荷物を持たれた。	あにににもつをもたれた。	I had my luggage carried by my older brother unwillingly.	Suffering passive (迷惑)	N に V + られる	Express negative impact	Unwanted inconvenience	Often implies burden	[sound:e2d7fda17515.mp3]	module:02-n4 jlpt:n4 point:passive complexity:intro frequency:top1k source:shin-kanzen
隣人が音楽を流されている。	りんじんがおんがくをながされている。	The neighbor is bothered by loud music.	Suffering passive (迷惑)	N に V + られる	Negative impact on subject	Annoyed by action	Active: 音楽を流した	[sound:44bd4a83c50a.mp3]	module:02-n4 jlpt:n4 point:passive complexity:standard frequency:top1k source:shin-kanzen
親に反対されました。	おやにはんたいされました。	My parents opposed me, which troubled me.	Suffering passive (迷惑)	N に V + られる	Negative consequence	Opposition causes trouble	Shows unwanted impact	[sound:f8f2f5540d99.mp3]	module:02-n4 jlpt:n4 point:passive complexity:intro frequency:top5k source:shin-kanzen
雨に降られた。	あめにふられた。	I was caught in the rain.	Suffering passive (迷惑)	N に V + られる	Weather inconvenience	Rain causes trouble	Common idiom	[sound:8fac69dd4eef.mp3]	module:02-n4 jlpt:n4 point:passive complexity:intro frequency:top1k source:shin-kanzen
先生に怒られた。	せんせいにいかられた。	I was scolded by the teacher, which upset me.	Suffering passive (迷惑)	N に V + られる	Negative emotional impact	Scolding troubles me	Shows impact	[sound:17cdda800acc.mp3]	module:02-n4 jlpt:n4 point:passive complexity:intro frequency:top1k source:shin-kanzen
