#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::02 - N4 Grammar::Recognition
子どもは医者に予防接種をさせられた。	こどもはいしゃによぼうせっしゅをさせられた。	The child was forced to get vaccinated by the doctor.	Causative-passive	V + させられた	Unwilling forced action	Child forced to endure	Often implies resentment	[sound:ab9586244d47.mp3]	
労働者は長時間働かされた。	ろうどうしゃはちょうじかんはたらかされた。	Workers were forced to work long hours.	Causative-passive	V + させられた	Unwilling forced labor	Workers as victims	Often negative	[sound:b27bad4b2589.mp3]	
私は母に掃除させられている。	わたしはははにそうじさせられている。	I am forced by my mother to clean.	Causative-passive ongoing	V + させられている	Habitual unwilling	Mother forces chores	State of being forced	[sound:62e341015293.mp3]	
選手は練習をさせられた。	せんしゅはれんしゅうをさせられた。	The athletes were forced to practice.	Causative-passive	V + させられた	Forced practice	Coach forces athletes	Possibly necessary	[sound:f4cf1917a9d2.mp3]	
生徒たちは宿題をさせられている。	せいとたちはしゅくだいをさせられている。	The students are forced to do homework.	Causative-passive ongoing	V + させられている	Habitual imposition	Teacher forces	Often seen as burden	[sound:8cc5a711266e.mp3]	
彼は毎日報告書を書かされている。	かれはまいにちほうこくしょをかかされている。	He is forced to write reports every day.	Causative-passive ongoing	V + させられている	Forced repetitive	Boss forces paperwork	Implies unwillingness	[sound:60c8ee40abc8.mp3]	
社員は家で待たされてしまった。	しゃいんはいえでまたされてしまった。	The employee was left waiting at home regrettably.	Causative-passive with てしまった	V + させられてしまった	Regrettable forced waiting	Kept waiting unfairly	Shows frustration	[sound:a414e16d6df0.mp3]	
患者は新薬を飲ませられた。	かんじゃはしんやくをのませられた。	The patient was forced to take the new medicine.	Causative-passive	V + させられた	Unwilling medical action	Forced to try drug	Medical authority	[sound:c08c3822caca.mp3]	
兵士は行進させられた。	へいしはこうしんさせられた。	The soldiers were forced to march.	Causative-passive	V + させられた	Forced military action	Order from command	No choice	[sound:956c9435318a.mp3]	
アルバイトは深夜まで働かされた。	あるばいとはしんやまではたらかされた。	The part-timer was forced to work until late night.	Causative-passive	V + させられた	Unwilling forced labor	Manager extends hours	Exploitation	[sound:15ef8c04b142.mp3]	
生徒は教室で立たされた。	せいとはきょうしつでたたされた。	The student was forced to stand in the classroom.	Causative-passive punishment	V + させられた	Forced standing as punishment	Teacher punishment	Disciplinary	[sound:fb7f69e2d964.mp3]	
私たちは並んで待たされた。	わたしたちはならんでまたされた。	We were forced to stand in line and wait.	Causative-passive	V + させられた	Forced queueing	Administrative procedure	Often feels unjust	[sound:59c96b2c0dee.mp3]	
選手は怪我をした状態でプレーさせられた。	せんしゅはけがをしたじょうたいでぷれーさせられた。	The athlete was forced to play while injured.	Causative-passive forced action	V + させられた	Forced despite injury	Coach ignores welfare	Unethical	[sound:d651c88ff1c5.mp3]	
従業員は給与カットを受けさせられた。	じゅうぎょういんはきゅうよかっとをうけさせられた。	Employees were forced to accept pay cuts.	Causative-passive	V + させられた	Forced to endure reduction	Company imposes	Economic hardship	[sound:67a7a21413cb.mp3]	
子どもは好きでもないことをさせられている。	こどもはすきでもないことをさせられている。	The child is forced to do things they do not like.	Causative-passive ongoing	V + させられている	Forced unwanted activity	Parent forces child	Parental constraint	[sound:6bfc715d1ae6.mp3]	
