#separator:tab
#html:true
#columns:Text	Reading	Hint	Audio	Tags
#notetype:Cloze
#deck:Japanese Grammar::02 - N4 Grammar::Cloze

毎日走{{c1::ると}}、体が強くなります。	まいにちはし{{c1::ると}}、からだがつよくなります。	if run daily	[sound:2fbcbe2c8e48.mp3]	module:02-n4 jlpt:n4 point:conditional-to frequency:low complexity:standard source:shin-kanzen
このボタンを押す{{c1::と}}、ライトがつきます。	このぼたんをおす{{c1::と}}、らいとがつきます。	when press	[sound:a68823d66625.mp3]	module:02-n4 jlpt:n4 point:conditional-to frequency:top1k complexity:standard source:shin-kanzen
春になる{{c1::と}}桜が咲く。	はるになる{{c1::と}}さくらがさく。	natural consequence of spring	[sound:150c9db97b69.mp3]	module:02-n4 jlpt:n4 point:conditional-to frequency:top10k complexity:intro source:shin-kanzen
ボタンを押す{{c1::と}}電気がつく。	ぼたんをおす{{c1::と}}でんきがつく。	when button is pressed	[sound:da4526399c86.mp3]	module:02-n4 jlpt:n4 point:conditional-to frequency:top1k complexity:standard source:shin-kanzen
夏になる{{c1::と}}蝉が鳴く。	なつになる{{c1::と}}せみがなく。	cicadas sing when summer arrives	[sound:aca6a93c76a4.mp3]	module:02-n4 jlpt:n4 point:conditional-to frequency:top1k complexity:intro source:shin-kanzen
水を熱す{{c1::と}}蒸気が出る。	みずをあつす{{c1::と}}じょうきがでる。	steam rises when water is heated	[sound:ae23dfe2af36.mp3]	module:02-n4 jlpt:n4 point:conditional-to frequency:low complexity:intro source:shin-kanzen
友達に会う{{c1::と}}嬉しい。	{{c1::と}}もだちにあうとうれしい。	happy when meeting friend	[sound:691d5249b616.mp3]	module:02-n4 jlpt:n4 point:conditional-to frequency:top5k complexity:intro source:shin-kanzen
朝日が昇る{{c1::と}}鳥が歌う。	あさひがのぼる{{c1::と}}とりがうたう。	birds sing at sunrise	[sound:6c3b0cd0b3d9.mp3]	module:02-n4 jlpt:n4 point:conditional-to frequency:top10k complexity:intro source:shin-kanzen
ドアを開ける{{c1::と}}、寒い風が入ってきた。	どあをひらける{{c1::と}}、さむいかぜがいっってきた。	cold wind enters when door opens	[sound:17de00098c87.mp3]	module:02-n4 jlpt:n4 point:conditional-to frequency:top1k complexity:standard source:shin-kanzen
その話を聞く{{c1::と}}、懐かしい思い出が蘇った。	そのはなしをきく{{c1::と}}、なつかしいおもいでがよみがった。	nostalgic memories return	[sound:516d6c48ed88.mp3]	module:02-n4 jlpt:n4 point:conditional-to frequency:low complexity:standard source:shin-kanzen
