#separator:tab
#html:true
#columns:Prompt	Target	Reading	Sample	Why	Audio	Tags
#notetype:Production
#deck:Japanese Grammar::00 - Foundation::Production

Vowel a.	あ	a	あ	sound: /a/ — pure open central vowel; no consonant; hiragana script	[sound:98fdfc0a7426.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Vowel i.	い	i	い	sound: /i/ — close front unrounded vowel; no consonant; hiragana	[sound:3c01c77f19cd.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Vowel u.	う	u	う	sound: /ɯ/ — close back unrounded vowel; compressed lips; unique Japanese	[sound:af2b29a995c7.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Vowel e.	え	e	え	sound: /e/ — mid front vowel; no consonant; hiragana	[sound:a60311a2fc88.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Vowel o.	お	o	お	sound: /o/ — mid back rounded vowel; no consonant; hiragana	[sound:ac6bc7de7112.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless velar.	か	ka	か	sound: /ka/ — voiceless velar stop /k/ + open vowel /a/	[sound:288c9e077190.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless velar.	き	ki	き	sound: /kʲi/ — voiceless velar /k/ palatalized before front vowel /i/	[sound:27acc76c0055.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless velar.	く	ku	く	sound: /kɯ/ — voiceless velar /k/ + compressed back vowel /ɯ/	[sound:ac94e112183c.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless velar.	け	ke	け	sound: /ke/ — voiceless velar stop /k/ + mid front vowel /e/	[sound:d32afeb0abe6.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless velar.	こ	ko	こ	sound: /ko/ — voiceless velar stop /k/ + mid back vowel /o/	[sound:91714b00e5a3.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	さ	sa	さ	sound: /sa/ — voiceless alveolar sibilant /s/ + /a/	[sound:7a4faed063b6.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	し	shi	し	sound: /ʃi/ — さ-row exception: palatalized to /ʃ/; romanized 'shi' not 'si'	[sound:812f45bfcf7e.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	す	su	す	sound: /sɯ/ — voiceless sibilant /s/ + compressed vowel /ɯ/	[sound:5b8252a1e93f.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	せ	se	せ	sound: /se/ — voiceless sibilant /s/ + mid front /e/	[sound:e1c730bd83c3.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	そ	so	そ	sound: /so/ — voiceless sibilant /s/ + mid back /o/	[sound:b345d8cc8368.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	た	ta	た	sound: /ta/ — voiceless alveolar stop /t/ + /a/	[sound:cf4d17f99d10.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	ち	chi	ち	sound: /tʃi/ — た-row exception: affricate /tʃ/; romanized 'chi' not 'ti'	[sound:e022bea2e9d6.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	つ	tsu	つ	sound: /tsɯ/ — た-row exception: affricate /ts/; romanized 'tsu' not 'tu'	[sound:0c414c812bd8.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	て	te	て	sound: /te/ — voiceless alveolar stop /t/ + mid front /e/	[sound:e2d970611589.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless alveolar.	と	to	と	sound: /to/ — voiceless alveolar stop /t/ + mid back /o/	[sound:a986a7bc9e03.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced nasal.	な	na	な	sound: /na/ — voiced alveolar nasal /n/ + /a/	[sound:478d2f9eb192.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced nasal.	に	ni	に	sound: /nʲi/ — voiced nasal /n/ palatalized before front vowel /i/	[sound:de3d1ecc94b2.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced nasal.	ぬ	nu	ぬ	sound: /nɯ/ — voiced nasal /n/ + compressed vowel /ɯ/	[sound:ad142ed0573d.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced nasal.	ね	ne	ね	sound: /ne/ — voiced alveolar nasal /n/ + mid front /e/	[sound:3a104bbe569e.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced nasal.	の	no	の	sound: /no/ — voiced alveolar nasal /n/ + mid back /o/	[sound:56377d14d4ef.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless labial.	は	ha	は	sound: /ha/ — voiceless glottal fricative /h/ + /a/; は can also read /wa/ as particle	[sound:1fa0519cfd09.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless labial.	ひ	hi	ひ	sound: /çi/ — は-row: fricative palatalizes to /ç/ before front /i/	[sound:469e92c9cf65.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless labial.	ふ	fu	ふ	sound: /ɸɯ/ — は-row exception: bilabial fricative /ɸ/; no English equivalent	[sound:382a438fd4c5.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless labial.	へ	he	へ	sound: /he/ — voiceless fricative /h/ + mid front /e/; can also read /e/ as particle	[sound:72c746d609d4.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless labial.	ほ	ho	ほ	sound: /ho/ — voiceless fricative /h/ + mid back /o/	[sound:5a340fe4758d.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced labial.	ま	ma	ま	sound: /ma/ — voiced bilabial nasal /m/ + /a/	[sound:400805e5a9e2.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced labial.	み	mi	み	sound: /mʲi/ — voiced nasal /m/ palatalized before front /i/	[sound:1c5425dae8c9.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced labial.	む	mu	む	sound: /mɯ/ — voiced bilabial nasal /m/ + compressed vowel /ɯ/	[sound:50029791cb9f.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced labial.	め	me	め	sound: /me/ — voiced bilabial nasal /m/ + mid front /e/	[sound:634540f05d98.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced labial.	も	mo	も	sound: /mo/ — voiced bilabial nasal /m/ + mid back /o/	[sound:3c6945772d72.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Glide y.	や	ya	や	sound: /ja/ — palatal glide /j/ (like 'y' in 'yes') + open vowel /a/	[sound:bdab1b17397d.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Glide y.	ゆ	yu	ゆ	sound: /jɯ/ — palatal glide /j/ + compressed back vowel /ɯ/	[sound:44567171f335.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Glide y.	よ	yo	よ	sound: /jo/ — palatal glide /j/ + mid back vowel /o/	[sound:6f46f7d4a286.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced alveolar.	ら	ra	ら	sound: /ra/ — voiced alveolar flap/lateral /r/; unique Japanese sound, not English r	[sound:ba7526a5c03f.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced alveolar.	り	ri	り	sound: /rʲi/ — Japanese /r/ palatalized before front vowel /i/	[sound:71d1c63e507f.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced alveolar.	る	ru	る	sound: /rɯ/ — voiced alveolar flap /r/ + compressed vowel /ɯ/	[sound:ffab9d02a311.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced alveolar.	れ	re	れ	sound: /re/ — voiced alveolar flap /r/ + mid front /e/	[sound:df82f999c7fb.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiced alveolar.	ろ	ro	ろ	sound: /ro/ — voiced alveolar flap /r/ + mid back /o/	[sound:eb766006aba2.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Glide w.	わ	wa	わ	sound: /wa/ — labial-velar glide /w/ + open vowel /a/	[sound:dedb707d8398.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Particle wo.	を	wo	を	sound: /o/ — modern pronunciation /o/; used exclusively as direct object particle	[sound:eba95ba0c666.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Moraic nasal.	ん	n	ん	sound: /N/ — syllabic nasal mora; assimilates to next consonant; no vowel	[sound:48a866bfdaf9.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Vowel a.	ア	a	ア	sound: /a/ — same phoneme as あ; katakana script used for foreign words and emphasis	[sound:1b4c4cc65ff2.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Vowel i.	イ	i	イ	sound: /i/ — same phoneme as い; katakana used for loanwords and technical terms	[sound:b284de61340b.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Vowel u.	ウ	u	ウ	sound: /ɯ/ — same phoneme as う; katakana script; compressed back vowel	[sound:86686c311378.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Vowel e.	エ	e	エ	sound: /e/ — same phoneme as え; katakana used for foreign-origin words	[sound:3707bab0c47b.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Vowel o.	オ	o	オ	sound: /o/ — same phoneme as お; katakana used for loanwords and onomatopoeia	[sound:06716d34cc81.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless velar.	カ	ka	カ	sound: /ka/ — same phoneme as か; katakana script	[sound:00ed9f08e29e.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless velar.	キ	ki	キ	sound: /kʲi/ — same phoneme as き; katakana	[sound:408ae436f0e0.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless velar.	ク	ku	ク	sound: /kɯ/ — same phoneme as く; katakana	[sound:15901a60a347.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless velar.	ケ	ke	ケ	sound: /ke/ — same phoneme as け; katakana	[sound:b50e4b46f608.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
Voiceless velar.	コ	ko	コ	sound: /ko/ — same phoneme as こ; katakana	[sound:202a6b25e725.mp3]	module:00-foundation jlpt:n5 point:kana complexity:intro source:curated-jpgram
