#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::00 - Foundation::Recognition

私はエンジニアです。	わたしはえんじにあです。	I am an engineer.	は (topic)	Topic + は + Comment	marks topic of the sentence	topic marker	は marks topic; が marks subject (new info)	[sound:dfa70ebd4659.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top1k complexity:intro
東京は大きい都市です。	とうきょうはおおきいとしです。	Tokyo is a big city.	は (topic)	Topic + は + Comment	frames what the sentence is about	frames topic	は can contrast; が introduces	[sound:db36bc07554f.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top10k complexity:intro
猫がいます。	ねこがいます。	There is a cat.	が (subject / existence)	Subject + が + Verb	marks subject; introduces new info	new info subject	が introduces; は frames known topic	[sound:50172ce2ea62.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top1k complexity:intro
誰が来ましたか。	だれがきましたか。	Who came?	が (question subject)	Q-word + が + Verb	marks unknown subject in question	unknown subject	Q-words take が as subject marker	[sound:9f4ff6cf5689.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top10k complexity:intro
本を読みます。	ほんをよみます。	I read a book.	を (direct object)	Object + を + Verb	marks direct object of transitive verb	object marker	を marks what is directly acted on	[sound:18fa3c1db17d.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top10k complexity:intro
公園を歩きます。	こうえんをあるきます。	I walk through the park.	を (traversed space)	Space + を + motion verb	marks space moved through	traversal	を with motion verbs = moving through/along space	[sound:eaa797103ff7.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top1k complexity:intro
駅に行きます。	えきにいきます。	I go to the station.	に (destination)	Place + に + go/come/return	marks destination of movement	destination	に = specific goal; へ = direction (more formal)	[sound:c7e30ba6a691.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top10k complexity:intro
三時に来てください。	さんじにきてください。	Please come at three o'clock.	に (time point)	Time + に + Verb	marks specific point in time	time point	に marks a specific time; no に with relative times (今日、明日)	[sound:736faafc4378.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top10k complexity:intro
図書館で勉強します。	としょかんでべんきょうします。	I study at the library.	で (location of action)	Place + で + action verb	marks where an action takes place	action location	で = where action happens; に = where something exists	[sound:184fbe1b42e0.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top1k complexity:intro
バスで来ました。	ばすできました。	I came by bus.	で (means / instrument)	Means + で + Verb	marks means, method, or tool	means/method	で can also mark material (木で作る), cause, total amount	[sound:ce8d9a927695.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top10k complexity:intro
東京へ向かいます。	とうきょうへむかいます。	I head toward Tokyo.	へ (direction)	Place + へ + movement verb	marks direction of movement (formal)	directional	へ = direction (literary/formal); に = destination (common)	[sound:c70de530ba0b.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top10k complexity:intro
友達と映画を見ました。	ともだちとえいがをみました。	I watched a movie with a friend.	と (with / accompaniment)	Person + と + Verb	marks companion in an action	together	と = with (reciprocal action); に = toward (person as target)	[sound:68ce5022b616.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top1k complexity:intro
私も行きます。	わたしもいきます。	I am going too.	も (also / inclusion)	Noun + も + Verb/Adj	adds to / also includes the noun	also/too	も replaces は/が/を; adds meaning (also) or (even)	[sound:a92aa6f133d2.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top10k complexity:intro
東京から来ました。	とうきょうからきました。	I came from Tokyo.	から (from / starting point)	Origin + から + Verb	marks starting point in space or time	from / since	から = starting point; まで = ending point	[sound:5fd39e7195dc.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top10k complexity:intro
雨が降っているから、傘を持ってきた。	あめがふっているから、かさをもってきた。	Because it's raining, I brought an umbrella.	から (because)	Sentence + から + Result	gives reason / cause (often speaker's subjective reason)	because	から = reason (subjective); ので = reason (objective/polite)	[sound:3ffb4f92cb0c.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top1k complexity:standard
六時まで働きます。	ろくじまではたらきます。	I work until six o'clock.	まで (until / endpoint)	Endpoint + まで + Verb	marks endpoint in time or space	until / up to	から～まで = from～to; まで alone = until endpoint	[sound:9e1d220ab027.mp3]	module:00-foundation jlpt:n5 source:shin-kanzen point:particles-core frequency:top10k complexity:intro
