#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::00 - Foundation::Recognition

飴	あめ	(hard) candy (heiban (0))	Pitch-accent 0	heiban (0)	LH: heiban (flat) — low on mora 1, high from mora 2; no downstep; most common		雨	[sound:bad670d2cb1b.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
鼻	はな	Nose (heiban (0)).	Pitch-accent 0	heiban (0)	LH: heiban (flat) — low on mora 1, high from mora 2; no downstep; most common		花	[sound:8940dd82b056.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
踏む	ふむ	To step on (heiban (0)).	Pitch-accent 0	heiban (0)	LH: heiban (flat) — low on mora 1, high from mora 2; no downstep; most common			[sound:cb853a3dc807.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
大抵	たいてい	Mostly (heiban (0)).	Pitch-accent 0	heiban (0)	LHHH: 3-mora heiban — low start, rises at mora 2, stays high across moras 2-3			[sound:314de1bca77e.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
赤い	あかい	Red (heiban (0)).	Pitch-accent 0	heiban (0)	LHH: 2-mora heiban — low onset, rises at mora 2, stays high; no downstep			[sound:b9e5f9eea82a.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
鳴る	なる	To sound (heiban (0)).	Pitch-accent 0	heiban (0)	LH: heiban (flat) — low on mora 1, high from mora 2; no downstep; most common			[sound:45794015d5f3.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
開く	あく	To open (heiban (0)).	Pitch-accent 0	heiban (0)	LH: heiban (flat) — low on mora 1, high from mora 2; no downstep; most common			[sound:119daf93eeb9.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
開ける	あける	To open (a door, etc.) (heiban (0)).	Pitch-accent 0	heiban (0)	LHH: 2-mora heiban — low onset, rises at mora 2, stays high; no downstep			[sound:8d2086f34297.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
上げる	あげる	To raise (heiban (0)).	Pitch-accent 0	heiban (0)	LHH: 2-mora heiban — low onset, rises at mora 2, stays high; no downstep			[sound:0c5229f0adec.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
沸く	わく	To grow hot (e.g. water) (heiban (0)).	Pitch-accent 0	heiban (0)	LH: heiban (flat) — low on mora 1, high from mora 2; no downstep; most common			[sound:6d1142468f08.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
漫画	まんが	Cartoon (heiban (0)).	Pitch-accent 0	heiban (0)	LHH: 2-mora heiban — low onset, rises at mora 2, stays high; no downstep			[sound:6a0b30d36103.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
遊ぶ	あそぶ	To play (games, sports) (heiban (0)).	Pitch-accent 0	heiban (0)	LHH: 2-mora heiban — low onset, rises at mora 2, stays high; no downstep			[sound:4e0d1a774877.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
聞こえる	きこえる	To be heard (heiban (0)).	Pitch-accent 0	heiban (0)	LHHH: 3-mora heiban — low start, rises at mora 2, stays high across moras 2-3			[sound:d50309a25593.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top5k source:curated-jpgram
厚い	あつい	Thick (heiban (0)).	Pitch-accent 0	heiban (0)	LHH: 2-mora heiban — low onset, rises at mora 2, stays high; no downstep			[sound:a102b13e22a5.mp3]	module:00-foundation jlpt:n5 point:pitch-accent-primer complexity:intro frequency:top1k source:curated-jpgram
