#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::11 - Classical / Literary Carryover::Recognition
#
古典文ではぬは現代のないと同じ意味である	こてんぶんではぬはげんだいのないとおなじいみである	古典否定形	cloze-derived	古典否定形	古典否定形	古典否定形		[sound:16dcd3a65147.mp3]	module:11-classical point:classical complexity:standard frequency:low source:imabi
べしは義務や推量を表す古い助動詞	べしはぎむやすいりょうをあらわすふるいじょどうし	古典当為・推量	cloze-derived	古典当為・推量	古典当為・推量	古典当為・推量		[sound:2f2f21a4218b.mp3]	module:11-classical point:classical complexity:standard frequency:low source:imabi
そうろうは古典で敬語的な述語	そうろうはこてんでけいごてきなじゅつご	古典敬語述語	cloze-derived	古典敬語述語	古典敬語述語	古典敬語述語		[sound:46bc1449cd8c.mp3]	module:11-classical point:classical complexity:intro frequency:low source:imabi
んは意志や推測を表す古典形	んはいしやすいそくをあらわすこてんかたち	古典意志・推測	cloze-derived	古典意志・推測	古典意志・推測	古典意志・推測		[sound:5cfb08200e32.mp3]	module:11-classical point:classical complexity:standard frequency:low source:imabi
ざりは古い否定完了形	ざりはふるいひていかんりょうかたち	古典否定過去	cloze-derived	古典否定過去	古典否定過去	古典否定過去		[sound:cf2704c24b47.mp3]	module:11-classical point:classical complexity:intro frequency:top10k source:imabi
たりは古い完了形で、現代ではたに相当する	たりはふるいかんりょうかたちで、げんだいではたにそうとうする	古典完了形	cloze-derived	古典完了形	古典完了形	古典完了形		[sound:334dadb7cbdc.mp3]	module:11-classical point:classical complexity:standard frequency:top10k source:imabi
あらずは古い存在否定で、ではないと同じ	あらずはふるいそんざいひていで、ではないとおなじ	古典存在否定	cloze-derived	古典存在否定	古典存在否定	古典存在否定		[sound:69f9c672ba99.mp3]	module:11-classical point:classical complexity:standard frequency:top10k source:imabi
ニュース見出しではですやますがしばしば省略される	にゅーすみだしではですやますがしばしばしょうりゃくされる	現代ニュース形	cloze-derived	現代ニュース形	現代ニュース形	現代ニュース形		[sound:d3963ec1b5ac.mp3]	module:11-classical point:classical complexity:standard frequency:low source:imabi
法律文では以上が文末近くに使われる	ほうりつぶんではいじょうがぶんまつちかくにつかわれる	法律用語	cloze-derived	法律用語	法律用語	法律用語		[sound:072ff2410c03.mp3]	module:11-classical point:classical complexity:standard frequency:top10k source:imabi
故には古い接続詞で、だからの意味	ゆえにはふるいせつぞくしで、だからのいみ	古典接続詞	cloze-derived	古典接続詞	古典接続詞	古典接続詞		[sound:c25a5f6b62fa.mp3]	module:11-classical point:classical complexity:standard frequency:low source:imabi
