#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::11 - Classical::Recognition
一期一会	いちごいちえ	one time, one meeting	四字熟語	ことわざ四字	一回限りの出会い	modern 今この瞬間を大切にする		[sound:991517c02a58.mp3]	module:11-classical point:proverbs-yojijukugo
四面楚歌	しめんそか	besieged from all sides	四字熟語	ことわざ四字	四方を囲まれた状態	modern 孤立無援の状態		[sound:e6611d33d927.mp3]	module:11-classical point:proverbs-yojijukugo
起承転結	きしょうてんけつ	four-act structure	四字熟語	ことわざ四字	作品の構成・四段階	modern 話の筋・構成		[sound:279cc6769df7.mp3]	module:11-classical point:proverbs-yojijukugo
誠心誠意	せいしんせいい	with utmost sincerity	四字熟語	ことわざ四字	心から・本気で	modern 心から・本当に		[sound:90561735abb7.mp3]	module:11-classical point:proverbs-yojijukugo
五十歩百歩	ごじゅっぽひゃっぽ	much of a muchness	四字熟語	ことわざ四字	どっちもどっち・大差ない	modern どちらも同じ・大差ない		[sound:19dcf47957e3.mp3]	module:11-classical point:proverbs-yojijukugo
薬石効なし	やくせきこうなし	medicine has no effect	四字熟語	ことわざ四字	手の施しようがない	modern 手の施しようがない・打つ手なし		[sound:020a11124be3.mp3]	module:11-classical point:proverbs-yojijukugo
一葉知秋	いちようちあき	one leaf shows autumn	四字熟語	ことわざ四字	小さなことから全体を推測	modern 小さな兆候から全体を知る		[sound:ae96fa312168.mp3]	module:11-classical point:proverbs-yojijukugo
万全の策	ばんぜんのさく	foolproof plan	四字熟語	ことわざ四字	完璧な計画・対策	modern 万全な対策・完璧な計画		[sound:996b63f53072.mp3]	module:11-classical point:proverbs-yojijukugo
龍虎相搏つ	りゅうこそううつ	dragon and tiger fight	四字熟語	ことわざ四字	強い者同士が争う	modern 強力な者同士が争う		[sound:33227ac3e94d.mp3]	module:11-classical point:proverbs-yojijukugo
天地玄黄	てんちげんこう	heaven and earth (obscure)	四字熟語	ことわざ四字	天と地の深い色	modern 天地の深い色		[sound:3a4fce021456.mp3]	module:11-classical point:proverbs-yojijukugo
