#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#
#deck:Japanese Grammar (Strict)::03 - N3 Grammar::Recognition

成長にともなって、責任も増す。	せいちょうにともなって、せきにんもます。	にともなって = accompanying	cloze-derived	にともなって = accompanying	にともなって = accompanying	にともなって = accompanying		[sound:bfcc4fb1af17.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
人口増加にともなって、都市化が進む。	じんこうぞうかにともなって、としかがすすむ。	にともなって = concomitant	cloze-derived	にともなって = concomitant	にともなって = concomitant	にともなって = concomitant		[sound:432c06722091.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
気温の上昇にともなって、病気が増えた。	きおんのじょうしょうにともなって、びょうきがふえた。	にともなって = with rise in	cloze-derived	にともなって = with rise in	にともなって = with rise in	にともなって = with rise in		[sound:946d0e299f5e.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:low source:shin-kanzen
時間の経過にしたがって、状況は変わる。	じかんのけいかにしたがって、じょうきょうはかわる。	にしたがって = as time passes	cloze-derived	にしたがって = as time passes	にしたがって = as time passes	にしたがって = as time passes		[sound:c5b0f62c1628.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:low source:shin-kanzen
指示に従って、作業を進める。	しじにしたがって、さぎょうをすすめる。	に従って = following	cloze-derived	に従って = following	に従って = following	に従って = following		[sound:2bd698d6cdd7.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
法律に従って、手続きを進めた。	ほうりつにしたがって、てつづきをすすめた。	に従って = according to law	cloze-derived	に従って = according to law	に従って = according to law	に従って = according to law		[sound:660670b17093.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:low source:shin-kanzen
計画に従って、段階的に進める。	けいかくにしたがって、だんかいてきにすすめる。	に従って = per plan	cloze-derived	に従って = per plan	に従って = per plan	に従って = per plan		[sound:4412530479d7.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:low source:shin-kanzen
仕事とともに、人間関係も深まる。	しごととともに、にんげんかんけいもふかまる。	とともに = along with	cloze-derived	とともに = along with	とともに = along with	とともに = along with		[sound:f4c3a39009b1.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
子どもの成長とともに、親も成長する。	こどものせいちょうとともに、おやもせいちょうする。	とともに = with growth	cloze-derived	とともに = with growth	とともに = with growth	とともに = with growth		[sound:c792d1b9ce9c.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
年を重ねるとともに、知恵も増す。	としをかさねるとともに、ちえもます。	とともに = as...so	cloze-derived	とともに = as...so	とともに = as...so	とともに = as...so		[sound:0b3d3f93b134.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
社会が発展するとともに、問題も複雑になる。	しゃかいがはってんするとともに、もんだいもふくざつになる。	とともに = as develops	cloze-derived	とともに = as develops	とともに = as develops	とともに = as develops		[sound:5bc626d9e43e.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
経験が増えるとともに、自信も深まる。	けいけんがふえるとともに、じしんもふかまる。	とともに = with increase	cloze-derived	とともに = with increase	とともに = with increase	とともに = with increase		[sound:411474d41f02.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
歩くにつれ、景色が変わっていった。	あるくにつれ、けしきがかわっていった。	につれ = as walk	cloze-derived	につれ = as walk	につれ = as walk	につれ = as walk		[sound:050a41a1de8c.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top5k source:shin-kanzen
時間が経つにつれて、状況は悪化していった。	じかんがたつにつれて、じょうきょうはあっかしていった。	につれて = with passage of time	cloze-derived	につれて = with passage of time	につれて = with passage of time	につれて = with passage of time		[sound:88128aa7284e.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:low source:shin-kanzen
年を重ねるにつれて、関心が変わる。	としをかさねるにつれて、かんしんがかわる。	につれて = with aging	cloze-derived	につれて = with aging	につれて = with aging	につれて = with aging		[sound:1f9ce746ad33.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
声の大きさが上がるにつれ、周囲も注目した。	こえのおおきさがあがるにつれ、しゅういもちゅうもくした。	につれ = as volume increases	cloze-derived	につれ = as volume increases	につれ = as volume increases	につれ = as volume increases		[sound:c71045a64291.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
病気が悪化するにつれて、気力も失われていった。	びょうきがあっかするにつれて、きりょくもうしなわれていった。	につれて = with deterioration	cloze-derived	につれて = with deterioration	につれて = with deterioration	につれて = with deterioration		[sound:61151c2ebafa.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:low source:shin-kanzen
どちらにせよ、結果は変わらないだろう。	どちらにせよ、けっかはかわらないだろう。	にせよ = either way	cloze-derived	にせよ = either way	にせよ = either way	にせよ = either way		[sound:5aee83fa39ca.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
誰にせよ、このルールは守るべきだ。	だれにせよ、このるーるはまもるべきだ。	にせよ = whoever	cloze-derived	にせよ = whoever	にせよ = whoever	にせよ = whoever		[sound:a9982ef5c86f.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
いつにせよ、準備が大切だ。	いつにせよ、じゅんびがたいせつだ。	にせよ = whenever	cloze-derived	にせよ = whenever	にせよ = whenever	にせよ = whenever		[sound:ac692bae38c8.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top5k source:shin-kanzen
成功するにせよ、失敗するにせよ、経験になる。	せいこうするにせよ、しっぱいするにせよ、けいけんになる。	にせよ x2 = success or failure	cloze-derived	にせよ x2 = success or failure	にせよ x2 = success or failure	にせよ x2 = success or failure		[sound:ca1e5db03b31.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
どちらにしろ、今日は休みだ。	どちらにしろ、きょうはやすみだ。	にしろ = either way	cloze-derived	にしろ = either way	にしろ = either way	にしろ = either way		[sound:17d4e2c1ca84.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top1k source:shin-kanzen
何をするにしろ、誠実さが必要だ。	なにをするにしろ、せいじつさがひつようだ。	にしろ = no matter what	cloze-derived	にしろ = no matter what	にしろ = no matter what	にしろ = no matter what		[sound:74c1adb8643f.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:low source:shin-kanzen
どこへ行くにしろ、安全が第一だ。	どこへいくにしろ、あんぜんがだいいちだ。	にしろ = wherever	cloze-derived	にしろ = wherever	にしろ = wherever	にしろ = wherever		[sound:48a57f45159f.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top5k source:shin-kanzen
英語にしろ、日本語にしろ、練習が大切だ。	えいごにしろ、にほんごにしろ、れんしゅうがたいせつだ。	にしろ x2 = English or Japanese	cloze-derived	にしろ x2 = English or Japanese	にしろ x2 = English or Japanese	にしろ x2 = English or Japanese		[sound:0de79ad52630.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
彼を放っておくわけにはいかない。	かれをほっておくわけにはいかない。	わけにはいかない = cannot leave	cloze-derived	わけにはいかない = cannot leave	わけにはいかない = cannot leave	わけにはいかない = cannot leave		[sound:5e667d550fa5.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top5k source:shin-kanzen
ここで諦めるわけにはいかない。	ここであきらめるわけにはいかない。	わけにはいかない = cannot give up	cloze-derived	わけにはいかない = cannot give up	わけにはいかない = cannot give up	わけにはいかない = cannot give up		[sound:beaf5db3f626.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
悔しさを隠さないではいられない。	くやしさをかくさないではいられない。	ないではいられない = cannot help	cloze-derived	ないではいられない = cannot help	ないではいられない = cannot help	ないではいられない = cannot help		[sound:1349acb3855e.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro source:shin-kanzen
笑わないではいられない。	わらわないではいられない。	ないではいられない = involuntary	cloze-derived	ないではいられない = involuntary	ないではいられない = involuntary	ないではいられない = involuntary		[sound:d2b8d5b2b2ab.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro source:shin-kanzen
涙が出ないではいられない状況だ。	なみだがでないではいられないじょうきょうだ。	ないではいられない = cannot suppress	cloze-derived	ないではいられない = cannot suppress	ないではいられない = cannot suppress	ないではいられない = cannot suppress		[sound:573542f6113d.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
成長にともなって、責任も増す。	せいちょうにともなって、せきにんもます。	にともなって = accompanying	cloze-derived	にともなって = accompanying	にともなって = accompanying	にともなって = accompanying		[sound:bfcc4fb1af17.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
人口増加にともなって、都市化が進む。	じんこうぞうかにともなって、としかがすすむ。	にともなって = concomitant	cloze-derived	にともなって = concomitant	にともなって = concomitant	にともなって = concomitant		[sound:432c06722091.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
気温の上昇にともなって、病気が増えた。	きおんのじょうしょうにともなって、びょうきがふえた。	にともなって = with rise in	cloze-derived	にともなって = with rise in	にともなって = with rise in	にともなって = with rise in		[sound:946d0e299f5e.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:low source:shin-kanzen
時間の経過にしたがって、状況は変わる。	じかんのけいかにしたがって、じょうきょうはかわる。	にしたがって = as time passes	cloze-derived	にしたがって = as time passes	にしたがって = as time passes	にしたがって = as time passes		[sound:c5b0f62c1628.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:low source:shin-kanzen
指示に従って、作業を進める。	しじにしたがって、さぎょうをすすめる。	に従って = following	cloze-derived	に従って = following	に従って = following	に従って = following		[sound:2bd698d6cdd7.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
法律に従って、手続きを進めた。	ほうりつにしたがって、てつづきをすすめた。	に従って = according to law	cloze-derived	に従って = according to law	に従って = according to law	に従って = according to law		[sound:660670b17093.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:low source:shin-kanzen
計画に従って、段階的に進める。	けいかくにしたがって、だんかいてきにすすめる。	に従って = per plan	cloze-derived	に従って = per plan	に従って = per plan	に従って = per plan		[sound:4412530479d7.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:low source:shin-kanzen
仕事とともに、人間関係も深まる。	しごととともに、にんげんかんけいもふかまる。	とともに = along with	cloze-derived	とともに = along with	とともに = along with	とともに = along with		[sound:f4c3a39009b1.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
子どもの成長とともに、親も成長する。	こどものせいちょうとともに、おやもせいちょうする。	とともに = with growth	cloze-derived	とともに = with growth	とともに = with growth	とともに = with growth		[sound:c792d1b9ce9c.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
年を重ねるとともに、知恵も増す。	としをかさねるとともに、ちえもます。	とともに = as...so	cloze-derived	とともに = as...so	とともに = as...so	とともに = as...so		[sound:0b3d3f93b134.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
社会が発展するとともに、問題も複雑になる。	しゃかいがはってんするとともに、もんだいもふくざつになる。	とともに = as develops	cloze-derived	とともに = as develops	とともに = as develops	とともに = as develops		[sound:5bc626d9e43e.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
経験が増えるとともに、自信も深まる。	けいけんがふえるとともに、じしんもふかまる。	とともに = with increase	cloze-derived	とともに = with increase	とともに = with increase	とともに = with increase		[sound:411474d41f02.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
歩くにつれ、景色が変わっていった。	あるくにつれ、けしきがかわっていった。	につれ = as walk	cloze-derived	につれ = as walk	につれ = as walk	につれ = as walk		[sound:050a41a1de8c.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top5k source:shin-kanzen
時間が経つにつれて、状況は悪化していった。	じかんがたつにつれて、じょうきょうはあっかしていった。	につれて = with passage of time	cloze-derived	につれて = with passage of time	につれて = with passage of time	につれて = with passage of time		[sound:88128aa7284e.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:low source:shin-kanzen
年を重ねるにつれて、関心が変わる。	としをかさねるにつれて、かんしんがかわる。	につれて = with aging	cloze-derived	につれて = with aging	につれて = with aging	につれて = with aging		[sound:1f9ce746ad33.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
声の大きさが上がるにつれ、周囲も注目した。	こえのおおきさがあがるにつれ、しゅういもちゅうもくした。	につれ = as volume increases	cloze-derived	につれ = as volume increases	につれ = as volume increases	につれ = as volume increases		[sound:c71045a64291.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
病気が悪化するにつれて、気力も失われていった。	びょうきがあっかするにつれて、きりょくもうしなわれていった。	につれて = with deterioration	cloze-derived	につれて = with deterioration	につれて = with deterioration	につれて = with deterioration		[sound:61151c2ebafa.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:low source:shin-kanzen
どちらにせよ、結果は変わらないだろう。	どちらにせよ、けっかはかわらないだろう。	にせよ = either way	cloze-derived	にせよ = either way	にせよ = either way	にせよ = either way		[sound:5aee83fa39ca.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
誰にせよ、このルールは守るべきだ。	だれにせよ、このるーるはまもるべきだ。	にせよ = whoever	cloze-derived	にせよ = whoever	にせよ = whoever	にせよ = whoever		[sound:a9982ef5c86f.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
いつにせよ、準備が大切だ。	いつにせよ、じゅんびがたいせつだ。	にせよ = whenever	cloze-derived	にせよ = whenever	にせよ = whenever	にせよ = whenever		[sound:ac692bae38c8.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top5k source:shin-kanzen
成功するにせよ、失敗するにせよ、経験になる。	せいこうするにせよ、しっぱいするにせよ、けいけんになる。	にせよ x2 = success or failure	cloze-derived	にせよ x2 = success or failure	にせよ x2 = success or failure	にせよ x2 = success or failure		[sound:ca1e5db03b31.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
どちらにしろ、今日は休みだ。	どちらにしろ、きょうはやすみだ。	にしろ = either way	cloze-derived	にしろ = either way	にしろ = either way	にしろ = either way		[sound:17d4e2c1ca84.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top1k source:shin-kanzen
何をするにしろ、誠実さが必要だ。	なにをするにしろ、せいじつさがひつようだ。	にしろ = no matter what	cloze-derived	にしろ = no matter what	にしろ = no matter what	にしろ = no matter what		[sound:74c1adb8643f.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:low source:shin-kanzen
どこへ行くにしろ、安全が第一だ。	どこへいくにしろ、あんぜんがだいいちだ。	にしろ = wherever	cloze-derived	にしろ = wherever	にしろ = wherever	にしろ = wherever		[sound:48a57f45159f.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top5k source:shin-kanzen
英語にしろ、日本語にしろ、練習が大切だ。	えいごにしろ、にほんごにしろ、れんしゅうがたいせつだ。	にしろ x2 = English or Japanese	cloze-derived	にしろ x2 = English or Japanese	にしろ x2 = English or Japanese	にしろ x2 = English or Japanese		[sound:0de79ad52630.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:standard frequency:top10k source:shin-kanzen
彼を放っておくわけにはいかない。	かれをほっておくわけにはいかない。	わけにはいかない = cannot leave	cloze-derived	わけにはいかない = cannot leave	わけにはいかない = cannot leave	わけにはいかない = cannot leave		[sound:5e667d550fa5.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top5k source:shin-kanzen
ここで諦めるわけにはいかない。	ここであきらめるわけにはいかない。	わけにはいかない = cannot give up	cloze-derived	わけにはいかない = cannot give up	わけにはいかない = cannot give up	わけにはいかない = cannot give up		[sound:beaf5db3f626.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
悔しさを隠さないではいられない。	くやしさをかくさないではいられない。	ないではいられない = cannot help	cloze-derived	ないではいられない = cannot help	ないではいられない = cannot help	ないではいられない = cannot help		[sound:1349acb3855e.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro source:shin-kanzen
笑わないではいられない。	わらわないではいられない。	ないではいられない = involuntary	cloze-derived	ないではいられない = involuntary	ないではいられない = involuntary	ないではいられない = involuntary		[sound:d2b8d5b2b2ab.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro source:shin-kanzen
涙が出ないではいられない状況だ。	なみだがでないではいられないじょうきょうだ。	ないではいられない = cannot suppress	cloze-derived	ないではいられない = cannot suppress	ないではいられない = cannot suppress	ないではいられない = cannot suppress		[sound:573542f6113d.mp3]	module:03-n3 jlpt:n3 point:につれて point:につれて complexity:intro frequency:top10k source:shin-kanzen
