#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar (Strict)::03 - N3 Grammar::Recognition

彼はこの仕事をせぬ	かれはこのしごとをせぬ	Negation (古典).	ん/ぬ negation	古典否定	古い否定形	modern ぬ = ない		[sound:d9047be5782a.mp3]	module:03-n3 point:べき complexity:intro frequency:top5k source:imabi jlpt:n3 source:shin-kanzen
我輩はこれを為さん	わがはいはこれをなさん	Volitional (古典).	ん volitional	古典意志	古い意志形	modern ～う/～よう		[sound:5f5389920648.mp3]	module:03-n3 point:べき complexity:intro frequency:low source:imabi jlpt:n3 source:shin-kanzen
学べし	まなべし	Should/must (古典).	べし modal	古典当為	～べき・～はずだ	modern べき/はずだ		[sound:434b63631d27.mp3]	module:03-n3 point:べき complexity:intro frequency:top10k source:imabi jlpt:n3 source:shin-kanzen
行くべきか	いくべきか	Ought/should (古典).	べし modal	古典当為	～べき・～はずだ	modern べき/はずだ		[sound:2d2e34c7b342.mp3]	module:03-n3 point:べき complexity:intro frequency:top1k source:imabi jlpt:n3 source:shin-kanzen
するべからず	するべからず	Must not (古典).	べし + neg	古典禁止	～べきではない	modern ～はずがない		[sound:e904fd8d8d08.mp3]	module:03-n3 point:べき complexity:intro source:imabi jlpt:n3 source:shin-kanzen
決してやるべまじ	けっしてやるべまじ	Forbidden (古典).	まじ modal	古典禁止	～てはいけない	modern ～てはいけない		[sound:0e1a030ad5d8.mp3]	module:03-n3 point:べき complexity:intro frequency:top5k source:imabi jlpt:n3 source:shin-kanzen
それ故に行かぬ	それゆえにいかぬ	Therefore not (古典).	ぬ negation	古典否定	古い否定形	modern いかない		[sound:3258f3176a39.mp3]	module:03-n3 point:べき complexity:intro frequency:low source:imabi jlpt:n3 source:shin-kanzen
知るざり	しるざり	Neg perfective (古典).	ざり aspect	古典過去否定	～ぬかった	modern ～なかった		[sound:0f5d75732ff3.mp3]	module:03-n3 point:べき complexity:intro frequency:top1k source:imabi jlpt:n3 source:shin-kanzen
彼はかかる人たり	かれはかかるにんたり	Is such a person (古典).	たり copula	古典完了	～た・～である	modern ～た/～である		[sound:08721444351b.mp3]	module:03-n3 point:べき complexity:intro frequency:top5k source:imabi jlpt:n3 source:shin-kanzen
我が輩そうろう	わがやからそうろう	I am (literary 様).	そうろう copula	古典敬語	おります・あります	modern おります		[sound:23b22c16c75d.mp3]	module:03-n3 point:べき complexity:intro frequency:low source:imabi jlpt:n3 source:shin-kanzen
誰がそれを言わん	だれがそれをいわん	Who would say that.	ん volitional neg	古典意志否定	～ようない	modern ～まい		[sound:a8af8fa33a0e.mp3]	module:03-n3 point:べき complexity:intro frequency:top1k source:imabi jlpt:n3 source:shin-kanzen
行かざるべからず	いかざるべからず	Cannot help but go.	ざる+べし	古典必然	～ないわけにはいかない	modern ～ないわけにはいかない		[sound:e8e4e8ed36e7.mp3]	module:03-n3 point:べき complexity:intro source:imabi jlpt:n3 source:shin-kanzen
汝何ぞ知らん	なんじなにぞしらん	How would you know.	ん volitional	古典修辞	～ようか	modern ～ようか		[sound:a1ddd757a97f.mp3]	module:03-n3 point:べき complexity:intro frequency:top1k source:imabi jlpt:n3 source:shin-kanzen
信じたり信じずたり	しんじたりしんじずたり	Whether believing or not.	たり alternative	古典選択	～たり～たり	modern ～たり～たり		[sound:85eddb44ff1b.mp3]	module:03-n3 point:べき complexity:standard source:imabi jlpt:n3 source:shin-kanzen
来たれ	きたれ	Come (command).	れ imperative	古典命令	～ろ・～よ	modern ～ろ・～よ		[sound:eb13e6491447.mp3]	module:03-n3 point:べき complexity:intro frequency:top10k source:imabi jlpt:n3 source:shin-kanzen
するなら	するなら	If do/when do.	なら conditional	古典仮定	～たら・～ば	modern ～たら・～ば		[sound:e8de11727ace.mp3]	module:03-n3 point:べき complexity:intro source:imabi jlpt:n3 source:shin-kanzen
見えたり	みえたり	Appears/seems.	たり perfective	古典完了	～た・～である	modern ～た・～である		[sound:db888d20ef52.mp3]	module:03-n3 point:べき complexity:intro source:imabi jlpt:n3 source:shin-kanzen
知らぬ人	しらぬにん	Person who doesn't know.	ぬ adjective	古典否定形容詞化	～ない人	modern ～ない人		[sound:635e292ad4a7.mp3]	module:03-n3 point:べき complexity:intro frequency:top1k source:imabi jlpt:n3 source:shin-kanzen
為すべし	なすべし	Should do/must do.	べし modal	古典当為	～べき・～はずだ	modern べき/はずだ		[sound:7c41f61ff6f7.mp3]	module:03-n3 point:べき complexity:intro frequency:low source:imabi jlpt:n3 source:shin-kanzen
彼こそ行きたるべし	かれこそいきたるべし	He is the one who went.	べし perfective	古典完了当為	～たはずだ	modern ～たはずだ		[sound:c30f718895fd.mp3]	module:03-n3 point:べき complexity:intro frequency:top10k source:imabi jlpt:n3 source:shin-kanzen
