#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar (Strict)::03 - N3 Grammar::Recognition

何ぞ知らん	なにぞしらん	How would one know.	何ぞ interrogative	Classical Chinese-derived question form (漢文訓読 style)	どうして・なぜ	modern なぜ		[sound:c3ba4c6f2bf1.mp3]	module:03-n3 point:つまり complexity:intro frequency:top1k source:imabi jlpt:n3 source:shin-kanzen
もとより然るべし	もとよりしかるべし	Naturally it should be so.	もとより originally	Classical Chinese-derived adverb (漢文訓読 style discourse marker)	もともと・元々	modern もともと		[sound:f9a23777825a.mp3]	module:03-n3 point:つまり complexity:intro source:imabi jlpt:n3 source:shin-kanzen
然くして	ぜんくして	Thus/in this way.	然くして manner	Classical Chinese-derived form (漢文訓読)	そのようにして	modern そのようにして		[sound:e8f638347e78.mp3]	module:03-n3 point:つまり complexity:intro source:imabi jlpt:n3 source:shin-kanzen
如何なる者ぞや	いかなるものぞや	What kind of person is it.	如何 interrogative	Classical Chinese-derived question form (漢文訓読 style)	どんな～か	modern どんな～か		[sound:3e1bb87f8390.mp3]	module:03-n3 point:つまり complexity:intro frequency:top10k source:imabi jlpt:n3 source:shin-kanzen
きわめて美し	きわめてうつくし	Extremely beautiful.	きわめて extremely	Classical Chinese-derived adverb (漢文訓読 style discourse marker)	非常に・極めて	modern 極めて・非常に		[sound:9a47eab64ec9.mp3]	module:03-n3 point:つまり complexity:intro frequency:low source:imabi jlpt:n3 source:shin-kanzen
古人のいわく	こじんのいわく	The ancients say.	いわく quote marker	Classical Chinese-derived form (漢文訓読)	～という・～と言う	modern ～という		[sound:87519f1b836e.mp3]	module:03-n3 point:つまり complexity:intro frequency:top1k source:imabi jlpt:n3 source:shin-kanzen
故に行く	ゆえにいく	Therefore he goes.	故に therefore	Classical Chinese-derived form (漢文訓読)	だから・そのため	modern だから・そのため		[sound:1a4f64e6a220.mp3]	module:03-n3 point:つまり complexity:intro frequency:low source:imabi jlpt:n3 source:shin-kanzen
不幸にして死す	ふこうにしてしす	Unfortunately he dies.	不幸にして unfortunately	Classical Chinese-derived adverb (漢文訓読 style discourse marker)	あいにく・残念ながら	modern あいにく		[sound:b661c5df104a.mp3]	module:03-n3 point:つまり complexity:intro frequency:top10k source:imabi jlpt:n3 source:shin-kanzen
豈に然るべからんや	あににしかるべからんや	How could that be so.	豈に rhetorical	Classical Chinese-derived form (漢文訓読)	どうして～か（修辞疑問）	modern どうして～か		[sound:bb1443abb53f.mp3]	module:03-n3 point:つまり complexity:intro source:imabi jlpt:n3 source:shin-kanzen
夫れ	おっとれ	That/as for.	夫れ topical	Classical Chinese-derived form (漢文訓読)	～について・～は	modern ～は・～について		[sound:0a083c9ee735.mp3]	module:03-n3 point:つまり complexity:intro frequency:top5k source:imabi jlpt:n3 source:shin-kanzen
然れども	しかれども	However/but.	然れども但し	Classical Chinese-derived form (漢文訓読)	しかし・けれども	modern しかし・けれども		[sound:6758c56bdc6b.mp3]	module:03-n3 point:つまり complexity:intro source:imabi jlpt:n3 source:shin-kanzen
如し	ごとし	Similar/like.	如し comparison	Classical Chinese-derived form (漢文訓読)	～のようだ・～のようなもの	modern ～のようだ		[sound:4ae08898b7d5.mp3]	module:03-n3 point:つまり complexity:intro source:imabi jlpt:n3 source:shin-kanzen
又	また	Also/furthermore.	又 addition	Classical Chinese-derived form (漢文訓読)	また・さらに	modern また・さらに		[sound:4c2b677cfdc7.mp3]	module:03-n3 point:つまり complexity:intro source:imabi jlpt:n3 source:shin-kanzen
或いは	あるいは	Perhaps/or.	或いは disjunction	Classical Chinese-derived form (漢文訓読)	あるいは・または	modern あるいは・または		[sound:0055ee6b08c2.mp3]	module:03-n3 point:つまり complexity:intro frequency:top10k source:imabi jlpt:n3 source:shin-kanzen
即ち	すなわち	Namely/that is.	即ち explanation	Classical Chinese-derived form (漢文訓読)	つまり・すなわち	modern つまり・すなわち		[sound:414792880cf1.mp3]	module:03-n3 point:つまり complexity:intro source:imabi jlpt:n3 source:shin-kanzen
其の	その	That/its.	其の possession	Classical Chinese-derived form (漢文訓読)	その・それの	modern その・それの		[sound:1c4d26a46748.mp3]	module:03-n3 point:つまり complexity:intro source:imabi jlpt:n3 source:shin-kanzen
況や	きょうや	How much more.	況や argumentative	Classical Chinese-derived form (漢文訓読)	ましてや・なおさら	modern ましてや・なおさら		[sound:82f8d0004735.mp3]	module:03-n3 point:つまり complexity:intro source:imabi jlpt:n3 source:shin-kanzen
