#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::03 - N3 Grammar::Recognition

首相、新政策を表明	しゅしょう、しんせいさくをひょうめい	PM announces new policy.	Headline omission	主語、述語を省略	あり: news headline ellipsis — verb-final, no copula; formal announcement	Subject-verb omission	首相が新政策を表明した (full)	[sound:edbd77b793eb.mp3]	module:03-n3 jlpt:n3 point:あり complexity:intro frequency:low source:dictionary-of-jp-grammar
野党、反発強める	やとう、はんぱつつよめる	Opposition intensifies resistance.	Headline form	～する	あり: headline predicate inversion — topic implied, action stated bluntly	Opposition reaction	野党が反発を強めている (full)	[sound:935d61bd60ac.mp3]	module:03-n3 jlpt:n3 point:あり complexity:intro frequency:low source:dictionary-of-jp-grammar
市場、好材料に反応	しじょう、こうざいりょうにはんのう	Market reacts to positive news.	Headline omission	を/は省略	あり: market-headline structure — domain + response as nominal predicate	Market reaction	市場が好材料に反応した (complete)	[sound:d8d5236793d0.mp3]	module:03-n3 jlpt:n3 point:あり complexity:intro frequency:low source:dictionary-of-jp-grammar
事故があり、一人が亡くなった	じこがあり、ひとりがなくなった	An accident occurred in which one died.	Existential consequence	あり	〜があり、: formal causal conjunction — event X happened, enabling/causing Y	Fatality	が起きた (occurred)	[sound:28cb7f8f8bdf.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:top5k source:dictionary-of-jp-grammar
経済が停滞し、回復の兆しが見えない	けいざいがていたいし、かいふくのきざしがみえない	Economy stagnates with no recovery signs.	Chained negatives	～し、～ない	〜し、: coordinating formal conjunction — chain of factual developments	Stagnation	～ので、～ない (because)	[sound:54e402e65544.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
水準は保たれたとはいえ、懸念は残る	すいじゅんはたもたれたとはいえ、けねんはのこる	While levels maintained, concerns remain.	Concessive contrast	Statement + とはいえ + concession (that said; even so; granted)	〜とはいえ: concessive acknowledgment — grants truth of X while asserting Y	Qualified success	けれども (but)	[sound:b039f426b43a.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
感染は拡大し続け、対策が急務である	かんせんはかくだいしつづけ、たいさくがきゅうむである	Infections continue; measures urgent.	Chained action	～し続け、～	〜続け、〜: progressive consequence — ongoing trend drives urgent conclusion	Infection urgency	～ている、～だ (continuing)	[sound:69f683b9959f.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
相次ぐ不祥事に、批判が高まっている	あいつぐふしょうじに、ひはんがたかまっている	With successive scandals, criticism mounting.	Multiple incidents	相次ぐ	〜に、〜: trigger-response — external event causes scaling reaction	Criticism surge	～のために、～ (because)	[sound:65f3f61a2508.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:top10k source:dictionary-of-jp-grammar
政府が対応を迫られている局面である	せいふがたいおうをせまられているきょくめんである	Government is being forced to respond.	Forced response	迫られている	〜が〜ている局面: current-situation frame — labels the present moment formally	Government pressure	～させられている (forced)	[sound:c26935d7511f.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
景気減速が懸念される中での決定である	けいきげんそくがけねんされるなかでのけっていである	Decision amid economic slowdown concerns.	Concern context	懸念される中での	〜が〜される中での: backdrop clause — contextualizes decision amid concerns	Economic context	～という状況での (in context)	[sound:3fbc5971c379.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
地域経済の回復に向けた施策が講じられた	ちいきけいざいのかいふくにむけたしさくがこうじられた	Measures for regional economic recovery implemented.	Forward goal	～に向けた	〜に向けた施策が: goal-directed policy — action aimed at stated outcome	Recovery measures	～を目指した (aiming)	[sound:77feb4976f05.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:top10k source:dictionary-of-jp-grammar
交渉は難航しているとの報道である	こうしょうはなんこうしているとのほうどうである	Report says negotiations are stalled.	Media report	との報道である	〜との報道: reported claim — source explicitly distanced; indirect evidence	Stalled talks	～という報道だ (reported)	[sound:0c60c60bbe99.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
需要急増に対応すべく、生産を拡大する	じゅようきゅうぞうにたいおうすべく、せいさんをかくだいする	To meet surging demand, production expanded.	Purposeful action	～すべく	〜すべく: purpose clause — formal/literary 'in order to' with prescriptive force	Production expansion	～ため (for purpose)	[sound:a3c5c69d65f1.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
石油価格は一時上昇したものの、やがて下落した。	せきゆかかくはいちじじょうしょうしたものの、やがてげらくした	Oil prices briefly rose, but soon fell.	Temporary state	～ものの	〜ものの、: concessive though — grants prior state while introducing reversal	Price volatility	～だったが (but)	[sound:7ec002b02a8b.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
売上高は目標を大きく下回ったと発表された。	うりあげだかはもくひょうをおおきくげかいったとはっぴょうされた	Sales announced to fall far short of target.	Below expectations	下回った	〜を大きく下回ったと: negative comparison reported — formal announcement of shortfall	Poor sales	～だった (was)	[sound:03be03462e00.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
予算審議は難航し、日程延期が決まった	よさんしんぎはなんこうし、にっていえんきがきまった	Budget debate stalled; schedule postponed.	Determined outcome	～が決まった	〜は〜し、〜が決まった: causal chain announcement — event A caused decision B	Postponement decision	～することになった (decided)	[sound:5737e731f56e.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
大手企業の破綻報道に市場が揺れている	おおてきぎょうのはたんほうどうにしじょうがゆれている	Market shaken by major firm bankruptcy news.	Market impact	～に～が揺れている	〜に〜が揺れている: impact framing — shock from X causes systemic instability	Market reaction	～を受けて動揺している (due to)	[sound:8bc7c553303a.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
新型ウイルスの感染者数が増加するのに伴い、対策も強化された。	しんがたういるすのかんせんしゃすうがぞうかするのにともない、たいさくもきょうかされた	As virus cases increase, countermeasures strengthened.	Parallel action	～に伴い	〜のに伴い: proportional co-occurrence — as X scales, Y scales in parallel	Virus response	～に合わせて (accordingly)	[sound:4c6b8f2bdb35.mp3]	module:03-n3 jlpt:n3 point:あり complexity:advanced frequency:low source:dictionary-of-jp-grammar
大雨により各地で浸水被害が相次いだ	おおあめによりかくちでしんすいひがいがあいつぎいだ	Heavy rain caused successive flooding in regions.	Causal agent	～により	〜により〜が相次いだ: external-cause enumeration — cause X produced recurring Y	Flood disaster	～が原因で (because)	[sound:911cca730056.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
国連事務総長は、テロ対策の強化を訴えた	こくれんじむそうちょうは、てろたいさくのきょうかをうったえた	UN chief called for stronger counter-terrorism.	Appeal/call	～を訴えた	〜は〜を訴えた: public advocacy report — speaker X urged action on topic Y	Counter-terrorism	～と述べた (stated)	[sound:073752e3ccb1.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
前年同期比で売上は百万円増加したと報告	ぜんねんどうきひでうりあげはひゃくまんえんぞうかしたとほうこく	Sales reported up one million yen YoY.	Year-over-year	前年同期比で	〜と報告: formal data report — quantified comparison formally stated	Sales growth	～と比べて (compared to)	[sound:aa7ca181360c.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
消費税増税に先立って、駆け込み購買が見られた。	しょうひぜいぞうぜいにさきだって、かけこみこうばいがみられた	Before tax hike, rush buying observed.	Temporal precedence	～に先立って	〜に先立って: anticipatory action — act taken before the triggering event	Pre-tax buying	～の前に (before)	[sound:bcd65f27168a.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
首脳会談を通じて、意見の相違が浮き彫りになった。	しゅのうかいだんをつうじて、いけんのそういがうきぼりになった	Summit talks highlighted policy differences.	Through event	～を通じて	〜を通じて〜が浮き彫りになった: revelation through process — X exposed by Y	Revealed divide	～の結果、～ (as result)	[sound:bfb1173c6432.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
各国がテロ対策で一致を見せたと伝えられた。	かっこくがてろたいさくでいっちをみせたとつたえられた	Nations reported to show unity on counter-terror.	Display/show	～を見せた	〜と伝えられた: passive report — news conveyed; source authority implied	Unity display	～を示した (demonstrated)	[sound:5747f35f6e53.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
被害額は過去最大規模に達したと推定されている。	ひがいがくはかこさいだいきぼにたっしたとすいていされている	Damage estimated at record-breaking level.	Reached level	～に達した	〜と推定されている: estimation attribution — experts calculate the figure	Record damage	～となった (became)	[sound:a751a1f50ce8.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
対策の実効性について、疑問の声が上がっている。	たいさくのじっこうせいについて、ぎもんのこえがあがっている	Questions raised about measure effectiveness.	Opinion voicing	～について、～の声が	〜について〜の声が上がっている: public doubt expressed — criticism surfacing	Measure doubt	～という意見がある (opinion)	[sound:47eb29150bb9.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
当局は、事態の沈静化に全力を挙げている	とうきょくは、じたいのちんせいかにぜんりょくをあげている	Authorities fully committed to calming situation.	Full commitment	～に全力を挙げている	〜に全力を挙げている: total commitment framing — all resources deployed	Crisis management	～のため全力で (fully for)	[sound:0aee55cbbafc.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
今期の業績見通しについては、慎重な見方が多い。	こんきのぎょうせきみとおしについては、しんちょうなみかたがおおい	Conservative outlook dominates on earnings forecast.	Prevailing view	～については、～の見方が多い	〜については〜が多い: prevailing opinion frame — cautious view is dominant	Earnings outlook	～という見方が大半だ (majority view)	[sound:77e5126cf1ba.mp3]	module:03-n3 jlpt:n3 point:あり complexity:standard frequency:low source:dictionary-of-jp-grammar
