#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar::03 - N3 Grammar::Contrast

彼は毎日ビデオゲームをして___いる。	をしてばかり	をしてだけ	ばかり	Use 'をしてばかり' for this grammatical context.	ばかり = only/exclusively (actions/states).	[sound:86abe9336ab5.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard frequency:top10k source:shin-kanzen
私は時間があったら、本を読む___だ。	ばかり	しか	ばかり	Use 'ばかり' for this grammatical context.	ばかり = only/exclusively (actions/states).	[sound:ed80906d63d6.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:しか frequency:top1k source:shin-kanzen
実はこの方法___解決策がない。	しか	だけ	しか	Use 'しか' for this grammatical context.	しか = only (with negation; restrictive).	[sound:39736fd63e19.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:だけ frequency:top10k source:shin-kanzen
実は有名な俳優___あって、演技が素晴らしい。	だけ	ばかり	だけ	Use 'だけ' for this grammatical context.	だけ = only/solely (positive, neutral).	[sound:d7a3f841cba7.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:ばかり frequency:top10k source:shin-kanzen
金銭援助___が可能だ。	だけ	しか	だけ	Use 'だけ' for this grammatical context.	だけ = only/solely (positive, neutral).	[sound:3fe9a1a523fc.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:intro confusable-with:しか frequency:top10k source:shin-kanzen
実は彼が来るかどうか分からない。	か	を	か	Use 'か' for this grammatical context.	か = whether; embedded question.	[sound:8c26bd275bd7.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:を frequency:top10k source:shin-kanzen
実は時間が経つ___に、状況が変わった。	うち	間	うち	Use 'うち' for this grammatical context.	うち = during (process); temporal span.	[sound:53af35ea8d48.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:間 frequency:top10k source:shin-kanzen
彼女が同意するかどうか確認しよう。	を	が	を	Use 'を' for this grammatical context.	を = object marker; embedded question object.	[sound:56e21f59bf80.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:が frequency:low source:shin-kanzen
実は新しい製品が発売されたところが、売れていない。	が	を	が	Use 'が' for this grammatical context.	が = subject marker; embedded question subject.	[sound:15a3d75140df.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:を frequency:low source:shin-kanzen
実は雨が降ろうとしているところが、彼は外に出た。	が	を	が	Use 'が' for this grammatical context.	が = subject marker; embedded question subject.	[sound:4f20d7e2c95a.mp3]	module:03-n3 jlpt:n3 point:ばかり complexity:standard confusable-with:を frequency:top10k source:shin-kanzen
