#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::03 - N3 Grammar::Recognition

彼の行動は信じられず、笑ってしようがない。	かれのこうどうはしんじられず、わらってしようがない。	I can't help but laugh at his behavior.	てしようがない	V-て + しようがない	てしようがない: overwhelming intensity — the feeling cannot be controlled	forced response	emotion	[sound:c5122f6fffe6.mp3]	module:03-n3 jlpt:n3 point:どころか complexity:standard frequency:top10k source:shin-kanzen
疲れて、眠くてしかたがない。	つかれて、ねむくてしかたがない。	I'm tired and can't help but be sleepy.	てしかたがない	V-te / adj-くて + しかたがない	てしかたがない: irresistible state — so sleepy it simply cannot be helped	irresistible	fatigue	[sound:e23a96221671.mp3]	module:03-n3 jlpt:n3 point:どころか complexity:standard frequency:top10k source:shin-kanzen
彼は優秀どころか、完璧だ。	かれはゆうしゅうどころか、かんぺきだ。	He's not just excellent; he's perfect.	どころか	noun + どころか + degree	どころか: expectation reversal — far from X; reality is the opposite	contrast	excellence	[sound:3c0f2820b7f5.mp3]	module:03-n3 jlpt:n3 point:どころか complexity:intro frequency:top10k source:shin-kanzen
助けるどころか、邪魔をしている。	たすけるどころか、じゃまをしている。	Far from helping, he's getting in the way.	どころか	verb + どころか + opposite	どころか: expectation reversal — far from X; reality is the opposite	negation	action	[sound:f2c8395fcfc4.mp3]	module:03-n3 jlpt:n3 point:どころか complexity:standard frequency:top10k source:shin-kanzen
子どもまでが笑った。	こどもまでがわらった。	Even the children laughed.	まで（も）	noun + まで + particle	まで: inclusive extreme marker — even children laughed; unexpected extent	extent	event	[sound:09f462c54f40.mp3]	module:03-n3 jlpt:n3 point:どころか complexity:intro frequency:top5k source:shin-kanzen
先生さえ知らない問題まである。	せんせいさえしらないもんだいまである。	There are even problems that teachers don't know.	まで	noun + まで + verb	まで: inclusive extreme marker — even children laughed; unexpected extent	extent	knowledge	[sound:393bc1fadde6.mp3]	module:03-n3 jlpt:n3 point:どころか complexity:standard frequency:top1k source:shin-kanzen
悔しくて、言葉が出てこない。	くやしくて、ことばがでてこない。	I'm so frustrated I can't speak.	くて	adj-くて + verb	てたまらない: frustrating intensity — so frustrated words won't come out	emotion	regret	[sound:ca8fca45b9a5.mp3]	module:03-n3 jlpt:n3 point:どころか complexity:standard frequency:top10k source:shin-kanzen
彼の鼻歌は上手でたまらない。	かれのはなうたはじょうずでたまらない。	His humming is surprisingly good.	でたまらない	adj + でたまらない	てたまらない: unbearable intensity — state is so extreme it cannot be endured	admiration	skill	[sound:b8d5a583b1b7.mp3]	module:03-n3 jlpt:n3 point:どころか complexity:standard frequency:top5k source:shin-kanzen
仕事が大変で、休みたくてしかたがない。	しごとがたいへんで、やすみたくてしかたがない。	Work is tough and I desperately want a break.	たくてしかたがない	V-たい-くて + しかたがない	てしかたがない: irresistible state — so sleepy it simply cannot be helped	desire	work-life	[sound:04e3ee0cad37.mp3]	module:03-n3 jlpt:n3 point:どころか complexity:standard frequency:top1k source:shin-kanzen
彼女の行動は理解できず、戸惑ってしようがない。	かのじょのこうどうはりかいできず、とまどってしようがない。	I can't help but be bewildered by her actions.	ってしようがない	V-て + しようがない	てしようがない: overwhelming intensity — the feeling cannot be controlled	bewilderment	relationship	[sound:0dc29749ecba.mp3]	module:03-n3 jlpt:n3 point:どころか complexity:standard frequency:top10k source:shin-kanzen
