#separator:tab
#html:true
#columns:JP	OptionA	OptionB	Answer	Why	Tip	Audio	Tags
#notetype:Contrast
#deck:Japanese Grammar (Strict)::03 - N3 Grammar::Contrast

___、彼は来る。	必ず来るに違いない	来るはずだ	来るに違いない	~にちがいない = speaker certainty; ~はずだ = expectation; ~そうだ = appearance	にちがいない affirms against doubt	[sound:9c3e49a84667.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro frequency:top5k source:shin-kanzen
雨が降る___。	に違いない	はずだ	に違いない	にちがいない = inevitable certainty; はずだ = logical expectation	Choose by confidence level	[sound:8fb564d83b22.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:はずだ frequency:top1k source:shin-kanzen
このプランは成功する___。	はずだ	に違いない	はずだ	はずだ = designed expectation; にちがいない = inference-based certainty	Plan suggests ~はずだ	[sound:a837375068b8.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:standard confusable-with:に違いない frequency:top10k source:shin-kanzen
結果が出ていないのに___。	そうだ	に違いない	そうだ	そうだ = surface appearance only; にちがいない = logical certainty	Without evidence, use ~そうだ	[sound:e0ff127ec5ac.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:standard confusable-with:に違いない frequency:top10k source:shin-kanzen
医者の指示なら___。	はずだ	に違いない	はずだ	はずだ with professional authority; にちがいない with personal conviction	Professional context → はずだ	[sound:0e49715ae075.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:に違いない frequency:top5k source:shin-kanzen
火のない所に煙は立たない。つまり___。	に違いない	そうだ	に違いない	にちがいない = logical inference; そうだ = apparent only	Logical inference → にちがいない	[sound:43bcb4ac091c.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:standard confusable-with:そうだ frequency:top10k source:shin-kanzen
昨日の約束だから___。	はずだ	に違いない	はずだ	はずだ = prior commitment; にちがいない = speaker assumption	Prior plan → はずだ	[sound:5e8855aa7562.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:に違いない frequency:top5k source:shin-kanzen
誰も反対しない。だから___。	に違いない	はずだ	に違いない	にちがいない = logical conclusion; はずだ = expectation from silence	Logical proof → にちがいない	[sound:3b5da25afee4.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:standard confusable-with:はずだ frequency:top5k source:shin-kanzen
このナイフは___。	切りやすい	切りづらい	切りやすい	やすい = inherent ease; づらい = awkward/cumbersome	Positive quality → やすい	[sound:594cc6276f26.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:切りづらい frequency:top1k source:shin-kanzen
古い文字は___。	読みにくい	読みやすい	読みにくい	にくい = inherent difficulty; やすい = inherent ease	Archaic script → にくい	[sound:0e8dbc230967.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:読みやすい frequency:top10k source:shin-kanzen
このシステムは使い___。	にくい	やすい	にくい	にくい = hard to operate; やすい = intuitive	Complex system → にくい	[sound:157e284e5e92.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:standard confusable-with:やすい frequency:low source:shin-kanzen
説明が___。	わかりやすい	わかりづらい	わかりやすい	やすい = clear/logical; づらい = confusing/roundabout	Clear talk → やすい	[sound:5827ef4c8d53.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:わかりづらい frequency:top5k source:shin-kanzen
この言葉は覚え___。	やすい	にくい	やすい	やすい = memorable; にくい = forgettable/complex	Simple word → やすい	[sound:6ca7bcaaf089.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:intro confusable-with:にくい frequency:low source:shin-kanzen
彼女がいない。帰りたくて___。	たまらない	はいられない	たまらない	たまらない = unbearable longing; はいられない = reluctant obligation	Strong emotion → たまらない	[sound:3df089d17208.mp3]	module:03-n3 jlpt:n3 point:に違いない complexity:standard confusable-with:はいられない frequency:top5k source:shin-kanzen
