#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::03 - N3 Grammar::Recognition

雨の中ではないうちに、帰った。	あめのなかではないうちに、かえった。	I went home before it got worse.	「うちに temporal (while)」	V-neg + うちに / Adj + うちに / N + うちに	うちに: absence-window urgency — act before rain starts; window defined by ない state	act before weather worsens (negative V-ている + うちに)	vs つつ (concurrent action) / あいだに (during span)	[sound:a3a3694e0116.mp3]	module:03-n3 jlpt:n3 point:うちに complexity:standard frequency:top1k source:shin-kanzen
彼が来ないうちに、準備を終わらせた。	かれがこないうちに、じゅんびをおわらせた。	I finished prep before he arrived.	「うちに temporal (while)」	V-neg + うちに / Adj + うちに / N + うちに	うちに: counterparty-absence window — complete task before person arrives	finish preparation before person arrives	vs つつ (concurrent action) / あいだに (during span)	[sound:e5dddcea2815.mp3]	module:03-n3 jlpt:n3 point:うちに complexity:standard frequency:top10k source:shin-kanzen
忘れないうちに、メモした。	わすれないうちに、めもした。	I noted it before I forgot.	「うちに temporal (while)」	V-neg + うちに / Adj + うちに / N + うちに	うちに: memory-window urgency — write note before the state of remembering fades	note it down before memory fades	vs つつ (concurrent action) / あいだに (during span)	[sound:f2da93568248.mp3]	module:03-n3 jlpt:n3 point:うちに complexity:intro frequency:top10k source:shin-kanzen
安いうちに、買っておいた。	やすいうちに、かっておいた。	I bought it while it was cheap.	「うちに temporal (while)」	V-neg + うちに / Adj + うちに / N + うちに	うちに: price-window opportunity — buy while cheapness lasts; economical timing	seize opportunity while price is still low	vs つつ (concurrent action) / あいだに (during span)	[sound:f959d2a75afb.mp3]	module:03-n3 jlpt:n3 point:うちに complexity:intro frequency:top1k source:shin-kanzen
気が変わらないうちに、決めよう。	きがかわらないうちに、きめよう。	Let's decide before I change my mind.	「うちに temporal (while)」	V-neg + うちに / Adj + うちに / N + うちに	うちに: resolve-window — decide before your own will changes; act on current impulse	decide before you change your mind	vs つつ (concurrent action) / あいだに (during span)	[sound:ecebf2828474.mp3]	module:03-n3 jlpt:n3 point:うちに complexity:standard frequency:low source:shin-kanzen
彼女がいるうちに、感謝しよう。	かのじょがいるうちに、かんしゃしよう。	Let's thank her while she's here.	「うちに temporal (while)」	V-neg + うちに / Adj + うちに / N + うちに	うちに: presence-window — show gratitude while person is still here	express gratitude while she is still present	vs つつ (concurrent action) / あいだに (during span)	[sound:5fb7845abcf8.mp3]	module:03-n3 jlpt:n3 point:うちに complexity:standard frequency:top10k source:shin-kanzen
若いうちに、冒険をしたい。	わかいうちに、ぼうけんをしたい。	I want to take risks while young.	「うちに temporal (while)」	V-neg + うちに / Adj + うちに / N + うちに	うちに: life-stage window — adventure during youth; a phase that will inevitably end	take risks while youth lasts	vs つつ (concurrent action) / あいだに (during span)	[sound:63b1becd26aa.mp3]	module:03-n3 jlpt:n3 point:うちに complexity:intro frequency:top10k source:shin-kanzen
勉強つつある状況だ。	べんきょうつつあるじょうきょうだ。	It's a situation where learning continues.	「つつ concurrent/progressive」	V-stem + つつ / V-stem + つつも	つつある: ongoing progression — marks gradual change currently in motion	つつある: ongoing progressive learning state	vs ながら (simultaneous) / うちに (before change)	[sound:d723bfc85230.mp3]	module:03-n3 jlpt:n3 point:うちに complexity:intro frequency:top10k source:shin-kanzen
進みつつも、進みきれていない。	すすみつつも、すすみきれていない。	Even while progressing, it's not complete.	「つつ concurrent/progressive」	V-stem + つつ / V-stem + つつも	つつ + も: partial advancement — progressing yet not fully there; incremental state	つつも adversative: progressing yet not complete	vs ながら (simultaneous) / うちに (before change)	[sound:e3a6648a28e4.mp3]	module:03-n3 jlpt:n3 point:うちに complexity:standard frequency:low source:shin-kanzen
雨が降りつつも、外出した。	あめがおりつつも、がいしゅつした。	Although it was raining, I went out.	「つつ concurrent/progressive」	V-stem + つつ / V-stem + つつも	つつ + も: weather concession — despite ongoing rain, went out anyway	つつも concessive: went out despite the rain	vs ながら (simultaneous) / うちに (before change)	[sound:2951ba8bd66f.mp3]	module:03-n3 jlpt:n3 point:うちに complexity:intro frequency:top10k source:shin-kanzen
