#separator:tab
#html:true
#columns:Audio	Transcript	Reading	EN	Hint	Tags
#notetype:Listening
#deck:Japanese Grammar::03 - N3::Listening
#
[sound:36a45750ad25.mp3]	彼は来たばかりだ。	かれはきたばかりだ。	He just arrived.	Just did	module:03-n3 jlpt:n3 point:bakari-extensions complexity:intro frequency:top10k source:shin-kanzen point:module-listening_listening complexity:standard
[sound:4812a5625121.mp3]	私は食べたばかりだ。	わたしはたべたばかりだ。	I just ate.	Just did	module:03-n3 jlpt:n3 point:bakari-extensions complexity:intro frequency:top1k source:shin-kanzen point:module-listening_listening complexity:standard
[sound:cd314ce43661.mp3]	仕事を終えたばかりだ。	しごとをおえたばかりだ。	I just finished the work.	Just did	module:03-n3 jlpt:n3 point:bakari-extensions complexity:intro frequency:top1k source:shin-kanzen point:module-listening_listening complexity:standard
[sound:c63fb2cfc4ee.mp3]	引っ越したばかりなので、まだ片付けていない。	ひっこしたばかりなので、まだかたづけていない。	Since I just moved, I haven't unpacked yet.	Just did	module:03-n3 jlpt:n3 point:bakari-extensions complexity:standard frequency:low source:shin-kanzen point:module-listening_listening
[sound:6b1d8ce30b4b.mp3]	結婚したばかりの新婚夫婦。	けっこんしたばかりのしんこんふうふ。	A newlywed couple who just got married.	Just did	module:03-n3 jlpt:n3 point:bakari-extensions complexity:standard frequency:low source:shin-kanzen point:module-listening_listening
[sound:47bdf31004ec.mp3]	彼の一言だけに、みんなが笑った。	かのひとことだけに、みんながわらった。	Because of his remark alone, everyone laughed.	All the more because	module:03-n3 jlpt:n3 point:bakari-extensions complexity:standard frequency:top10k source:shin-kanzen point:module-listening_listening
[sound:b4251c8506be.mp3]	その日ばかりに、特別な事が起きた。	そのにちばかりに、とくべつなことがおきた。	It was precisely on that day that something special happened.	All the more because	module:03-n3 jlpt:n3 point:bakari-extensions complexity:standard frequency:top5k source:shin-kanzen point:module-listening_listening
[sound:0966d11b535b.mp3]	君ばかりに、こんな難しい仕事は任せられない。	くんばかりに、こんなむずかしいしごとはまかせられない。	Because it's you, I can't entrust such difficult work.	All the more because	module:03-n3 jlpt:n3 point:bakari-extensions complexity:standard frequency:top5k source:shin-kanzen point:module-listening_listening
[sound:da54099f4b89.mp3]	あなたのせいで、試験に落ちた。	あなたのせいで、しけんにおちた。	Because of you, I failed the exam.	Fault/blame emphasis	module:03-n3 jlpt:n3 point:causal-result complexity:standard frequency:top5k source:shin-kanzen point:module-listening_listening
[sound:78982a376c31.mp3]	悪い天気のせいで、試合が延期された。	わるいてんきのせいで、しあいがえんきされた。	Due to bad weather, the match was postponed.	Bad weather caused postponement	module:03-n3 jlpt:n3 point:causal-result complexity:standard frequency:top10k source:shin-kanzen point:module-listening_listening
[sound:29b97762567f.mp3]	兄のせいで、怒られた。	あにのせいで、おこられた。	Because of my older brother, [I] got scolded.	Brother caused scolding	module:03-n3 jlpt:n3 point:causal-result complexity:intro frequency:top1k source:shin-kanzen point:module-listening_listening complexity:standard
[sound:6477ce5dbbc2.mp3]	私の不注意のせいで、大事な書類をなくした。	わたしのふちゅういのせいで、だいじなしょるいをなくした。	Due to my carelessness, I lost important documents.	My mistake caused loss	module:03-n3 jlpt:n3 point:causal-result complexity:standard frequency:top10k source:shin-kanzen point:module-listening_listening
[sound:9fd2c2369ca7.mp3]	渋滞のせいで、会議に遅れた。	じゅうたいのせいで、かいぎにおくれた。	Because of traffic, [I] was late to the meeting.	Traffic jam caused delay	module:03-n3 jlpt:n3 point:causal-result complexity:standard frequency:top10k source:shin-kanzen point:module-listening_listening
[sound:bb9f39a488cb.mp3]	病気のせいで、今週は仕事を休んだ。	びょうきのせいで、こんしゅうはしごとをやすんだ。	Due to illness, [I] took this week off work.	Sick so took leave	module:03-n3 jlpt:n3 point:causal-result complexity:standard frequency:top1k source:shin-kanzen point:module-listening_listening
[sound:34ad6dbbd004.mp3]	先生のおかげで、合格できた。	せんせいのおかげで、ごうかくできた。	Thanks to my teacher, [I] passed.	Thankful cause	module:03-n3 jlpt:n3 point:causal-result complexity:standard frequency:top10k source:shin-kanzen point:module-listening_listening
[sound:52e95b102273.mp3]	皆の協力のおかげで、プロジェクトが成功した。	みなのきょうりょくのおかげで、ぷろじぇくとがせいこうした。	Thanks to everyone's cooperation, the project succeeded.	Group effort paid off	module:03-n3 jlpt:n3 point:causal-result complexity:standard frequency:top10k source:shin-kanzen point:module-listening_listening
