#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::03 - N3 Grammar::Recognition
#
このクラスで一番背が高い。	このくらすでいちばんせがたかい。	He's the tallest in this class.	Superlative -ばん	一番	Rank supremacy	Clear comparison	648b6c11128d	[sound:671b638d4b16.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:standard frequency:top1k source:shin-kanzen
彼は会社で一番売上が高い営業だ。	かれはかいしゃでいちばんうりあげがたかいえいぎょうだ。	He's the top salesman in the company by revenue.	Sales supremacy	一番	Performance ranking	Revenue leader	ae4519ae2c8d	[sound:dbd16bc9a63d.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:standard frequency:low source:shin-kanzen
何が一番好きですか？	なにがいちばんすきですか。	What do you like the most?	Preference ranking	一番	Personal choice	Favorite inquiry	c508a6d128cf	[sound:c335f0af0cc4.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:top1k source:shin-kanzen
この季節は春が一番好きだ。	このきせつははるがいちばんすきだ。	Among seasons, I like spring the most.	Seasonal preference	一番	Seasonal hierarchy	Clear preference	ac45c028ffda	[sound:1adc5674466f.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:standard frequency:top5k source:shin-kanzen
試験で一番難しい問題は？	しけんでいちばんむずかしいもんだいは。	What's the hardest question on the exam?	Difficulty ranking	一番	Test difficulty	Challenging item	b3ea54d11dd5	[sound:1a2f6da13ebb.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:top5k source:shin-kanzen
18歳以上の人は投票できます。	じゅうはっさいいじょうのひとはとうひょうできます。	People 18 years and above can vote.	Age threshold	以上	Voting eligibility	Adult status	4233c6b02c3d	[sound:510f3b14c43e.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:standard frequency:top10k source:shin-kanzen
100万円以下の予算で車を買った。	ひゃくまんえんいかのよさんでくるまをかった。	I bought a car on a budget of 1 million yen or less.	Budget ceiling	以下	Affordable purchase	Price limit	9bf2edbac19f	[sound:5dd094c01a05.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:standard frequency:top10k source:shin-kanzen
この会社の売上は去年より50%以上増加した。	このかいしゃのうりあげはきょねんよりごじゅっぱーせんといじょうぞうかした。	This company's sales increased by 50% or more compared to last year.	Growth metric	以上	Revenue surge	Significant increase	04754edadaf3	[sound:223dbb2ecf83.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:standard frequency:low source:shin-kanzen
気温が30度以上になると、熱中症に気をつけて。	きおんがさんじゅうどいじょうになると、ねっちゅうしょうにきをつけて。	When temperature exceeds 30 degrees, watch out for heat stroke.	Temperature warning	以上	Heat threshold	Health caution	88bbd67b5e72	[sound:73cbbcccd71b.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:standard frequency:top10k source:shin-kanzen
5時間以下の睡眠は体に悪い。	ごじかんいかのすいみんはからだにわるい。	Sleeping 5 hours or less is bad for your body.	Sleep minimum	以下	Health threshold	Sleep recommendation	440670a484ef	[sound:9ba35a6df60a.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:standard frequency:top10k source:shin-kanzen
この町は汚れだらけだ。	このまちはよごれだらけだ。	This town is full of dirt.	Dirt abundance	だらけ	Contamination extreme	Cleanliness issue	7920b4e70eba	[sound:4b1621ce2356.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:low source:shin-kanzen
彼のシャツは泥だらけだ。	かれのしゃつはどろだらけだ。	His shirt is covered in mud.	Mud coverage	だらけ	Clothing condition	Dirt extreme	f16c58d535bd	[sound:38f52961380d.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:top10k source:shin-kanzen
この文章は誤字だらけだ。	このぶんしょうはごじだらけだ。	This text is full of typos.	Typo abundance	だらけ	Writing quality	Error prevalence	1aacac48a8f7	[sound:2ae572414087.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:top5k source:shin-kanzen
夏は虫だらけになる。	なつはむしだらけになる。	Summer becomes full of insects.	Insect abundance	だらけ	Seasonal infestation	Bug prevalence	b05350e27c1e	[sound:d82a2555d377.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:top5k source:shin-kanzen
部屋がほこりだらけだから、掃除しよう。	へやがほこりだらけだから、そうじしよう。	The room is full of dust, let's clean it.	Dust accumulation	だらけ	Cleaning necessity	Dust extreme	bb3738ce91cb	[sound:312118876495.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:standard frequency:top1k source:shin-kanzen
薄めの色が好きです。	うすめのいろがすきです。	I prefer light shades.	Color lightness	め	Tone preference	Pale variant	731f5a845d32	[sound:b24225e9b843.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:top1k source:shin-kanzen
温かめのお茶をください。	あたたかめのおちゃをください。	Please give me lukewarm tea.	Temperature preference	め	Drink temperature	Warmth variant	cf8a47f2394a	[sound:e117f8d20b86.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:top10k source:shin-kanzen
大きめのサイズをください。	おおきめのさいずをください。	Please give me a slightly larger size.	Size selection	め	Garment fitting	Large variant	45b1fef4b2d8	[sound:0f83e621b6f9.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:standard frequency:low source:shin-kanzen
甘めの味付けが得意です。	あまめのあじつけがとくいです。	I specialize in slightly sweet flavors.	Flavor profile	め	Cooking style	Sweet variant	afcddc11280d	[sound:913ccd67b3ee.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:top10k source:shin-kanzen
新しめの靴を買った。	あたらしめのくつをかった。	I bought relatively new-looking shoes.	Appearance newness	め	Purchase choice	Modern variant	31655c96c9d5	[sound:2674719a731a.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:top1k source:shin-kanzen
彼の優しさが好きです。	かれのやさしさがすきです。	I like his kindness.	Kindness nomination	さ	Personality trait	Affection reason	639b993fb234	[sound:9c74483c3ada.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:top10k source:shin-kanzen
人生の深みを感じる。	じんせいのふかみをかんじる。	I feel the depth of life.	Life profundity	み	Existential feeling	Contemplation	630a76f1ade4	[sound:9dd8824c8959.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:top10k source:shin-kanzen
その美しさは言葉にならない。	そのうつくしさはことばにならない。	That beauty is beyond words.	Beauty intensity	さ	Aesthetic power	Expression limit	c0e06ca252c5	[sound:0a7362a25217.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:standard frequency:low source:shin-kanzen
彼女の優雅さに惹かれた。	かのじょのゆうがさにひかれた。	I was attracted to her elegance.	Grace allure	さ	Character appeal	Attraction reason	11d334ee10b9	[sound:5c72ea008d8c.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:top10k source:shin-kanzen
酒の苦みを好む。	さけのにがみをこのむ。	I prefer the bitterness of alcohol.	Taste profile	み	Flavor appreciation	Acquired taste	90bf00b8a4f5	[sound:567862b8d858.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro frequency:top10k source:shin-kanzen
太郎ちゃん、遊ぼうよ。	たろうちゃん、あそぼうよ。	Taro, let's play!	Informal child	ちゃん	Close friend affection	Playful tone	8316b3f9c3c4	[sound:70e951667594.mp3]	module:03-n3 jlpt:n3 point:n3-misc-suffixes complexity:intro source:shin-kanzen
