#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::03 - N3 Grammar::Recognition
#
もし失敗したとしても、また挑戦する。	もししっぱいしたとしても、またちょうせんする。	Even if I fail, I'll try again.	Conditional concessive	-たとしても	Undeterred resolve	Potential failure	febcf17e9871	[sound:febcf17e9871.mp3]	module:03-n3 jlpt:n3 point:concessive-others complexity:standard frequency:top10k
誰が何を言ったとしても、信じない。	だれがなにをいったとしても、しんじない。	No matter what anyone says, I won't believe it.	Regardless statement	-たとしても	Fixed belief	External opinions	787c5c4e6c06	[sound:787c5c4e6c06.mp3]	module:03-n3 jlpt:n3 point:concessive-others complexity:standard frequency:top1k
給料が上がったとしても、幸せになれるか分からない。	きゅうりょうがあがったとしても、しあわせになれるかわからない。	Even if my salary rises, I'm uncertain if I'll be happy.	Concession with doubt	-たとしても	Happiness skepticism	Salary increase	5e4d832fdb76	[sound:5e4d832fdb76.mp3]	module:03-n3 jlpt:n3 point:concessive-others complexity:standard frequency:top10k
親だとしても、間違うことはあります。	おやだとしても、まちがうことはあります。	Even if one is a parent, mistakes happen.	Status concession	-だとしても	Parental fallibility	Parent role	5909488bd365	[sound:5909488bd365.mp3]	module:03-n3 jlpt:n3 point:concessive-others complexity:standard frequency:top5k
才能があったとしても、努力なしに成功できない。	さいのうがあったとしても、どりょくなしにせいこうできない。	Even with talent, you can't succeed without effort.	Talent insufficiency	-たとしても	Effort requirement	Innate ability	b0c92e1ecd3f	[sound:b0c92e1ecd3f.mp3]	module:03-n3 jlpt:n3 point:concessive-others complexity:standard frequency:top10k
どんなに頭がよかったとしても、経験がなければ役に立たない。	どんなにあたまがよかったとしても、けいけんがなければやくにたたない。	No matter how intelligent, experience is needed to be useful.	Intelligence limitation	-たとしても	Practical necessity	High intelligence	27d9dbfb6034	[sound:27d9dbfb6034.mp3]	module:03-n3 jlpt:n3 point:concessive-others complexity:advanced frequency:top10k
医者だとしても、すべての病気を治すことはできない。	いしゃだとしても、すべてのびょうきをなおすことはできない。	Even if one is a doctor, they can't cure every disease.	Professional limitation	-だとしても	Medical limits	Doctor expertise	fc29892b044f	[sound:fc29892b044f.mp3]	module:03-n3 jlpt:n3 point:concessive-others complexity:standard frequency:top1k
運が悪かったとしても、すべてを責任にできない。	うんがわるかったとしても、すべてをせきにんにできない。	Even if luck was bad, you can't blame everything on it.	Luck exoneration	-たとしても	Responsibility still applies	Bad luck	dc0f33733cc3	[sound:dc0f33733cc3.mp3]	module:03-n3 jlpt:n3 point:concessive-others complexity:standard frequency:top10k
貧困にもかかわらず、彼は大学に合格した。	ひんこんにもかかわらず、かれはだいがくにごうかくした。	Despite poverty, he got into university.	Poverty overcome	-にもかかわらず	Overcoming hardship	Economic hardship	60cae0c1fe0b	[sound:60cae0c1fe0b.mp3]	module:03-n3 jlpt:n3 point:concessive-others complexity:standard frequency:low
反対にもかかわらず、計画を進めた。	はんたいにもかかわらず、けいかくをすすめた。	Despite opposition, we proceeded with the plan.	Obstruction ignored	-にもかかわらず	Determination	External resistance	d7ef630c0d78	[sound:d7ef630c0d78.mp3]	module:03-n3 jlpt:n3 point:concessive-others complexity:standard frequency:top5k
警告にもかかわらず、彼は危険な行動をした。	けいこくにもかかわらず、かれはきけんなこうどうをした。	Despite warning, he acted dangerously.	Warning disregarded	-にもかかわらず	Recklessness	Clear caution	50b4e8cddf4f	[sound:50b4e8cddf4f.mp3]	module:03-n3 jlpt:n3 point:concessive-others complexity:standard frequency:top10k
