#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::03 - N3 Grammar::Recognition
計画通りに進む	けいかくどおりにすすむ	Proceed exactly as planned.	-とおり	accordance / as expected	accordance	[sound:5e9a2f1d3c7b].mp3		[sound:acedb8a54c09.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:intro frequency:top5k source:shin-kanzen
君の言った通りだ	きみのいったとおりだ	It's exactly as you said.	-とおり / -とおりだ	accordance / verification	verification	[sound:8b1c7f3a2d5e].mp3		[sound:e9b9248a9c3e.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:intro frequency:top5k source:shin-kanzen
指示通りに行う	しじどおりにおこなう	Act according to instructions.	-とおり	accordance / instructions	instructions	[sound:2d5f9a1c3e7b].mp3		[sound:8603fb3d5ac8.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:intro frequency:top5k source:shin-kanzen
去年と同じ通りだ	きょねんとおなじとおりだ	It's the same as last year.	-とおり / -とおりだ	accordance / repetition	repetition	[sound:7a3e1d5f2c9b].mp3		[sound:5a54ad94779c.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:intro frequency:top5k source:shin-kanzen
期待通りの結果	きたいどおりのけっか	Results as expected.	-とおり	accordance / expectation	expectation	[sound:1f8d2a7c3e5b].mp3		[sound:8cf71c963de6.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:intro frequency:top10k source:shin-kanzen
道順の通りに歩く	どうじゅんのとおりにあるく	Walk following the route.	-とおり	accordance / directions	directions	[sound:6c2b5f1a9d3e].mp3		[sound:b5b8dff96abb.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:intro frequency:low source:shin-kanzen
規則通りに実行する	きそくどおりにじっこうする	Execute in accordance with rules.	-とおり	accordance / rules	rules	[sound:3a1e9f7b2d5c].mp3		[sound:ebebf311c9e5.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:intro frequency:top10k source:shin-kanzen
新聞によると	しんぶんによると	According to the newspaper.	-によると	source / hearsay	hearsay	[sound:9d2f1c5a7e3b].mp3		[sound:00a73c4082b7.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:intro frequency:top1k source:shin-kanzen
研究によれば	けんきゅうによれば	According to research.	-によると	source / research	research	[sound:4b7c2e1f9d3a].mp3		[sound:6333c28664e5.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:intro frequency:top5k source:shin-kanzen
統計によると感染が増えている	とうけいによるとかんせんがふえている	According to statistics, infections are increasing.	-によると	source / statistics	statistics	[sound:8f3a1d5c2e7b].mp3		[sound:fc34f57eb1b3.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:standard frequency:low source:shin-kanzen
医者によれば治る	いしゃによればなおる	The doctor says it will heal.	-によると	source / professional	professional	[sound:2c9e5b1a7f3d].mp3		[sound:f70edf24f9bc.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:intro frequency:top5k source:shin-kanzen
彼の説によると	かれのせつによると	According to his theory.	-によると	source / theory	theory	[sound:5d3f2a1c8e7b].mp3		[sound:c930f56f7764.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:intro frequency:top10k source:shin-kanzen
