#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::03 - N3 Grammar::Recognition
#
彼が話しているうちに、皆が笑い始めた。	かれがはなしているうちに、みながわらいはじめた。	While he was talking, everyone started laughing.	ーているうちに	ーているうちに	While doing (change)	While (and things change)		[sound:fc382b755b65.mp3]	module:03-n3 jlpt:n3 point:uchi-ni complexity:standard frequency:top10k source:shin-kanzen
時間が経つうちに、状況が変わった。	じかんがへつうちに、じょうきょうがかわった。	As time passed, the situation changed.	ーているうちに	ーているうちに	While doing (change)	While (and things change)		[sound:19f2ece3a68d.mp3]	module:03-n3 jlpt:n3 point:uchi-ni complexity:standard frequency:top10k source:shin-kanzen
映画を見ているうちに、寝てしまった。	えいがをみているうちに、ねてしまった。	I fell asleep while watching the movie.	ーているうちに	ーているうちに	While doing (change)	While (and things change)		[sound:f992f8ea5a9b.mp3]	module:03-n3 jlpt:n3 point:uchi-ni complexity:standard frequency:top1k source:shin-kanzen
勉強しているうちに、夜が明けた。	べんきょうしているうちに、よるがあけた。	While I was studying, dawn came.	ーているうちに	ーているうちに	While doing (change)	While (and things change)		[sound:db9245910d8b.mp3]	module:03-n3 jlpt:n3 point:uchi-ni complexity:standard frequency:top1k source:shin-kanzen
雨が降っているうちに、急いで帰った。	あめがふっているうちに、いそいでかえった。	While it was raining, I hurried home.	ーているうちに	ーているうちに	While doing (change)	While (and things change)		[sound:470f84eb0f49.mp3]	module:03-n3 jlpt:n3 point:uchi-ni complexity:standard frequency:top5k source:shin-kanzen
待っているうちに、電車が来た。	まっているうちに、でんしゃがきた。	While I was waiting, the train came.	ーているうちに	ーているうちに	While doing (change)	While (and things change)		[sound:d3f34ab6bb7b.mp3]	module:03-n3 jlpt:n3 point:uchi-ni complexity:standard frequency:top10k source:shin-kanzen
歌っているうちに、声がかれた。	うたっているうちに、こえがかれた。	While singing, my voice became hoarse.	ーているうちに	ーているうちに	While doing (change)	While (and things change)		[sound:a02facfefe93.mp3]	module:03-n3 jlpt:n3 point:uchi-ni complexity:standard frequency:top1k source:shin-kanzen
走っているうちに、足が痛くなった。	はしっているうちに、あしがいたくなった。	While running, my feet started hurting.	ーているうちに	ーているうちに	While doing (change)	While (and things change)		[sound:db909e76b59e.mp3]	module:03-n3 jlpt:n3 point:uchi-ni complexity:standard source:shin-kanzen
雨が降らないうちに、帰ろう。	あめがふらないうちに、かえろう。	Let's go home before it rains.	ーないうちに	ーないうちに	Before happening	Before X happens		[sound:fd204c0120fb.mp3]	module:03-n3 jlpt:n3 point:uchi-ni complexity:standard frequency:top1k source:shin-kanzen
忘れないうちに、メモを取った。	わすれないうちに、めもをとった。	I took notes before I forgot.	ーないうちに	ーないうちに	Before happening	Before X happens		[sound:b2742b722e42.mp3]	module:03-n3 jlpt:n3 point:uchi-ni complexity:standard frequency:top10k source:shin-kanzen
