#separator:tab
#html:true
#columns:Text	Reading	Hint	Audio	Tags
#notetype:Cloze
#deck:Japanese Grammar::03 - N3 Grammar::Cloze
#
彼が来たところに、{{c1::雨が降った}}。	かれがきたところに、{{c1::あめがふった}}。	rain fell	[sound:7e85c071ee08.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:standard frequency:top5k frequency:top10k complexity:intro source:shin-kanzen
会議の間に、{{c1::皆が寝ていた}}。	かいぎのまに、{{c1::みながねていた}}。	everyone was sleeping	[sound:94a410efd109.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:standard frequency:top5k complexity:intro source:shin-kanzen
若いうちに、{{c1::努力しよう}}。	わかいうちに、{{c1::どりょくしよう}}。	let's work hard	[sound:f28e05adb2c3.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:standard frequency:top5k frequency:top10k complexity:intro source:shin-kanzen
走っているところを{{c1::見た}}。	はしっているところを{{c1::みた}}。	saw running	[sound:8aa72a113b9d.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:standard frequency:top5k complexity:intro source:shin-kanzen
駅のあたりで{{c1::会いましょう}}。	えきのあたりで{{c1::あいましょう}}。	let's meet	[sound:c7a3cc932c8f.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:standard frequency:top5k frequency:top1k complexity:intro source:shin-kanzen
先生のそばに{{c1::座った}}。	せんせいのそばに{{c1::すわった}}。	sat beside	[sound:fedcd3e6a707.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:standard frequency:top5k frequency:top1k complexity:intro source:shin-kanzen
お金がないわけで、{{c1::返さない}}。	おきんがないわけで、{{c1::かえさない}}。	won't return	[sound:d06499b2c86f.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:standard frequency:top5k frequency:top10k complexity:intro source:shin-kanzen
川の向こう側{{c1::。}}。	かわのむこうがわ{{c1::。}}。	other bank	[sound:4436b38202a5.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:standard frequency:top5k frequency:top1k complexity:intro source:shin-kanzen
1時間ほど{{c1::待った}}。	いちじかんほど{{c1::まった}}。	waited	[sound:d111841d5891.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:standard frequency:top5k frequency:top1k complexity:intro source:shin-kanzen
駅の前で{{c1::待とう}}。	えきのまえで{{c1::まとう}}。	let's wait	[sound:00c8c5177afe.mp3]	module:03-n3 jlpt:n3 point:relative-nouns complexity:standard frequency:top5k frequency:top1k complexity:intro source:shin-kanzen
