#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::03 - N3 Grammar::Recognition
#
本当に知りたくてたまらない	ほんとうにしりたくてたまらない	unbearably want to know	cloze-derived	unbearably want to know	unbearably want to know	unbearably want to know		[sound:93e14a3e8628.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top1k source:shin-kanzen
眠くてたまらないほど疲れた	ねむくてたまらないほどつかれた	tired enough to be unbearably sleepy	cloze-derived	tired enough to be unbearably sleepy	tired enough to be unbearably sleepy	tired enough to be unbearably sleepy		[sound:8f87efbe7617.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top10k source:shin-kanzen
彼はいつも遅刻がちである	かれはいつもちこくがちである	tend to be late habitually	cloze-derived	tend to be late habitually	tend to be late habitually	tend to be late habitually		[sound:2fc35a17a895.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top10k source:shin-kanzen
気になってたまらない状態だ	きになってたまらないじょうたいだ	state of unbearable concern	cloze-derived	state of unbearable concern	state of unbearable concern	state of unbearable concern		[sound:a9217d53d9a0.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top10k source:shin-kanzen
このシステムは使いやすい	このシステムはつかいやすい	this system is easy to use	cloze-derived	this system is easy to use	this system is easy to use	this system is easy to use		[sound:1a1c877a8e60.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:low source:shin-kanzen
悔しくてたまらない気持ちだった	くやしくてたまらないきもちだった	felt unbearably frustrated	cloze-derived	felt unbearably frustrated	felt unbearably frustrated	felt unbearably frustrated		[sound:ecc3e8518ffc.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top5k source:shin-kanzen
病気がちな体質	びょうきがちなたいしつ	constitution prone to illness	cloze-derived	constitution prone to illness	constitution prone to illness	constitution prone to illness		[sound:3efb2f564b9e.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top10k source:shin-kanzen
話しにくい話題を避ける	はなしにくいわだいをさける	avoid topics difficult to talk about	cloze-derived	avoid topics difficult to talk about	avoid topics difficult to talk about	avoid topics difficult to talk about		[sound:475caf1e2962.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top10k source:shin-kanzen
好きでたまらない	すきでたまらない	love unbearably	cloze-derived	love unbearably	love unbearably	love unbearably		[sound:725535e8f098.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top1k source:shin-kanzen
説明がわかりやすい	せつめいがわかりやすい	the explanation is easy to understand	cloze-derived	the explanation is easy to understand	the explanation is easy to understand	the explanation is easy to understand		[sound:c98530a2ee27.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top5k source:shin-kanzen
黙っていられない状況	だまっていられないじょうきょう	situation where I can't stay silent	cloze-derived	situation where I can't stay silent	situation where I can't stay silent	situation where I can't stay silent		[sound:00d1dc2e789b.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top10k source:shin-kanzen
彼は遅刻がちな人だ	かれはちこくがちなひとだ	he is a person prone to lateness	cloze-derived	he is a person prone to lateness	he is a person prone to lateness	he is a person prone to lateness		[sound:8ce31c18b61f.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top10k source:shin-kanzen
雨がちな季節	あめがちなきせつ	season with rainy tendency	cloze-derived	season with rainy tendency	season with rainy tendency	season with rainy tendency		[sound:c1370230a846.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top5k source:shin-kanzen
言いたくてたまらない秘密を持つ	いいたくてたまらないひみつをもつ	have a secret I desperately want to tell	cloze-derived	have a secret I desperately want to tell	have a secret I desperately want to tell	have a secret I desperately want to tell		[sound:cdab29ab2579.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top10k source:shin-kanzen
このボタンは押しやすい設計	このボタンはおしやすいせっけい	this button has easy-to-press design	cloze-derived	this button has easy-to-press design	this button has easy-to-press design	this button has easy-to-press design		[sound:a31cea39d1f2.mp3]	module:03-n3 jlpt:n3 point:n3-misc-modality complexity:intro frequency:top10k source:shin-kanzen
