#separator:tab
#html:true
#columns:JP	Reading	EN	Label	Formula	MainUse	QuickCue	Contrast	Audio	Tags
#notetype:Recognition
#deck:Japanese Grammar::03 - N3 Grammar::Recognition
#
有名な俳優だけあって、演技が素晴らしい。	ゆうめいなはいゆうだけあって、えんぎがすばらしい。	As befits a famous actor, his acting is wonderful.	だけあって	だけあって	Befitting/no wonder	As expected		[sound:285710c39991.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:standard frequency:top10k source:shin-kanzen
長年の経験だけあって、彼の判断は正確だ。	ながねんのけいけんだけあって、かのはんだんはせいかくだ。	No wonder; with years of experience, his judgment is accurate.	だけあって	だけあって	Befitting/no wonder	As expected		[sound:e2fc7fe96511.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:standard frequency:top10k source:shin-kanzen
一流大学出身だけあって、彼は優秀だ。	いちりゅうだいがくしゅっしんだけあって、かれはゆうしゅうだ。	As expected from a top university graduate, he's excellent.	だけあって	だけあって	Befitting/no wonder	As expected		[sound:7c82a876c857.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:standard frequency:low source:shin-kanzen
毎日の練習だけあって、彼は上手だ。	まいにちのれんしゅうだけあって、かれはじょうずだ。	No wonder, with daily practice, he's skilled.	だけあって	だけあって	Befitting/no wonder	As expected		[sound:603376ddcad1.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:standard frequency:top5k source:shin-kanzen
子どもの時から学んだだけあって、流暢だ。	こどものときからまなんだだけあって、りゅうちょうだ。	As expected from learning since childhood, she's fluent.	だけあって	だけあって	Befitting/no wonder	As expected		[sound:09200545b5af.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:standard frequency:top10k source:shin-kanzen
大きなコンサート会場だけあって、音響がいい。	おおきなこんさーとかいじょうだけあって、おんきょうがいい。	As befits a large concert hall, the acoustics are good.	だけあって	だけあって	Befitting/no wonder	As expected		[sound:ff4755af309f.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:standard frequency:top5k source:shin-kanzen
金銭的な援助だけが可能だ。	きんせんてきなえんじょだけがかのうだ。	Only financial assistance is possible.	だけだ	だけだ	Exclusively	Only/merely		[sound:b239588f7514.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:standard frequency:top10k source:shin-kanzen
彼の意見だけが重要だ。	かのいけんだけがじゅうようだ。	Only his opinion matters.	だけだ	だけだ	Exclusively	Only/merely		[sound:a84053a9e1d7.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:intro frequency:top10k source:shin-kanzen
昨日の出来事だけを覚えている。	きのうのできごとだけをおぼえている。	I only remember yesterday's events.	だけだ	だけだ	Exclusively	Only/merely		[sound:9a342731e73d.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:standard frequency:low source:shin-kanzen
文法だけを勉強した。	ぶんぽうだけをべんきょうした。	I studied only grammar.	だけだ	だけだ	Exclusively	Only/merely		[sound:1ab24d7b5473.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:intro frequency:top5k source:shin-kanzen
私はただ日本語だけでなく、英語も話す。	わたしはただにほんごだけでなく、えいごもはなす。	I speak not only Japanese but also English.	だけではなく	だけではなく	Not only...but also	Not just X but Y		[sound:219237596989.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:standard frequency:top10k source:shin-kanzen
彼は学生だけではなく、アルバイトもしている。	かれはがくせいだけではなく、あるばいともしている。	He is not only a student but also works part-time.	だけではなく	だけではなく	Not only...but also	Not just X but Y		[sound:bb6bb72fe416.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:standard frequency:top5k source:shin-kanzen
その本は日本だけでなく、海外でも人気だ。	そのほんはにっぽんだけでなく、かいがいでもにんきだ。	That book is popular not only in Japan but also overseas.	だけではなく	だけではなく	Not only...but also	Not just X but Y		[sound:801fd6770e50.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:standard frequency:top10k source:shin-kanzen
音楽だけでなく、ダンスも得意だ。	おんがくだけでなく、だんすもとくいだ。	She is good at not only music but also dancing.	だけではなく	だけではなく	Not only...but also	Not just X but Y		[sound:e03df30d2ba0.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:standard frequency:top10k source:shin-kanzen
食事だけでなく、飲み物も提供する。	しょくじだけでなく、のみものもていきょうする。	We provide not only food but also drinks.	だけではなく	だけではなく	Not only...but also	Not just X but Y		[sound:3a3c847386e8.mp3]	module:03-n3 jlpt:n3 point:dake-shika complexity:standard frequency:low source:shin-kanzen
