#separator:tab
#html:true
#columns:Text	Reading	Hint	Audio	Tags
#notetype:Cloze
#deck:Japanese Grammar::03 - N3 Grammar::Cloze
彼は{{c1::来るに違いない}}	かれはくるにちがいない	must come	[sound:210ce2936a1e.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
{{c1::雨が降るはずだ}}	あめがふるはずだ	should rain	[sound:f326e87570d7.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
そんなことはあり{{c1::得ない}}はずがない	そんなことはありえないはずがない	that can't possibly happen	[sound:cdcb77865479.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
実は彼女は優秀だと{{c1::思われる}}	じつはかのじょはゆうしゅうだと{{c1::おもわれる}}	considered excellent	[sound:47cf3a4a25a6.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
{{c1::来そうにない}}状態	こそうにないじょうたい	state where unlikely to come	[sound:e32df93500df.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
明日は晴れるだろう。つまり{{c1::晴れるはずだ}}	あしたははれるだろう。つまりはれるはずだ	should be sunny tomorrow	[sound:05998e0d9963.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
{{c1::知りたくてたまらない}}気持ち	しりたくてたまらないきもち	desperate to know feeling	[sound:2d5b7f43fc4a.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
{{c1::黙っていられない}}ほど驚いた	だまっていられないほどおどろいた	too surprised to stay silent	[sound:4f2af36c8fd5.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
このボタンは{{c1::押しやすい}}	このボタンはおしやすい	easy to press	[sound:666b1438eac1.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
彼は{{c1::忘れがち}}な人だ	かれはわすれがちなひとだ	person prone to forgetting	[sound:05e852fdfc52.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
{{c1::来るに違いない}}と確信する	くるにちがいないとかくしんする	certain he will come	[sound:2c3bf376bd80.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
これは{{c1::完成するはずだった}}	これはかんせいするはずだった	was supposed to be completed	[sound:c8ea4a186100.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
{{c1::そんなはずがない}}と反論する	そんなはずがないとはんろんする	argue that can't be right	[sound:f71f6945e556.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
その判断は{{c1::適切だと見られる}}	そのはんだんはてきせつだとみられる	considered appropriate decision	[sound:53075e6fccb0.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
成功{{c1::しそうもない}}プラン	せいこうしそうもないプラン	plan unlikely to succeed	[sound:f539f0f7b0d0.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
{{c1::改善されそうにない}}状況	かいぜんされそうにないじょうきょう	situation unlikely to improve	[sound:254ffb27f80b.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
{{c1::悔しくてたまらない}}でやり直す	くやしくてたまらないでやりなおす	redo unbearably frustrated	[sound:49a793b4c2a0.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
親として{{c1::放ってはいられない}}	おやとしてほうってはいられない	as a parent, can't abandon	[sound:0d16e40c47a9.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
{{c1::話しにくい}}ような質問	はなしにくいようなしつもん	question difficult to ask	[sound:1c0fce16e17e.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
この文章は{{c1::わかりやすい}}	このぶんしょうはわかりやすい	this text is easy to understand	[sound:17bbe4ac9dcc.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
{{c1::雨がちな}}天気が続く	あめがちなてんきがつづく	rainy-tendency weather continues	[sound:87ef24004d55.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
{{c1::終わりそうもない}}仕事	おわりそうもないしごと	work unlikely to end	[sound:ff8f9b2e6850.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
彼は{{c1::信頼できるに違いない}}	かれはしんらいできるにちがいない	must be trustworthy	[sound:c08517720021.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
{{c1::楽しくてたまらない}}体験	たのしくてたまらないたいけん	unbearably fun experience	[sound:593cf28b7016.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
このシステムは{{c1::使いづらい}}	このシステムはつかいづらい	this system is awkward to use	[sound:5d875731b977.mp3]	module:03-n3 jlpt:n3 point:evidentials-modality
